participant_id,alpha,phi,rho,capacity,kappa,epsilon,nll,aic,bic,aicc,pseudo_r2,grad_norm,n_trials,converged,n_successful_starts,n_near_best,at_bounds,parameterization_version
10035,0.00777410576120019,0.13124491274356842,0.257998526096344,2.0,0.13160765171051025,0.0010000000474974513,324.9661865234375,661.932373046875,689.3828280904727,662.0506829060299,0.5874519242664347,4.991488822270185e-05,717,True,48,18,"['alpha', 'capacity', 'epsilon']","v4.0-K[2,6]-phiapprox"
10036,0.005318283569067717,0.250466525554657,0.2956068515777588,2.0,-0.024022459983825684,0.043283239006996155,521.7210693359375,1055.442138671875,1082.8590271943608,1055.5611188418466,0.33395374099962094,9.745238457981031e-06,713,True,50,38,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox"
10039,0.007039033342152834,0.10138698667287827,0.12298125773668289,2.999999761581421,0.21862220764160156,0.0010000000474974513,367.5933837890625,747.186767578125,774.5868021569445,747.3060857599431,0.5293981471542919,0.006063638720661402,711,False,49,14,"['alpha', 'epsilon']","v4.0-K[2,6]-phiapprox"
10041,0.003144275862723589,0.36282965540885925,0.22318503260612488,2.0,0.6152009963989258,0.13359203934669495,646.2135009765625,1304.427001953125,1331.6990999151315,1304.548917773154,0.15487230263688612,7.580601049994584e-06,696,True,50,23,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox"
10043,0.10254554450511932,0.4912981390953064,0.9649207592010498,5.000000476837158,0.32647645473480225,0.14999452233314514,504.04547119140625,1020.0909423828125,1047.5330233845764,1020.2094191105981,0.3592151398295734,1.2574628591537476,716,False,48,27,[],"v4.0-K[2,6]-phiapprox"
10044,0.10254554450511932,0.4912981390953064,0.9649207592010498,5.000000476837158,0.32647645473480225,0.14999452233314514,504.04547119140625,1020.0909423828125,1047.5330233845764,1020.2094191105981,0.3592151398295734,1.2574628591537476,716,False,48,27,[],"v4.0-K[2,6]-phiapprox"
10047,0.0068314955569803715,0.20725888013839722,0.3423067331314087,2.0,0.008542060852050781,0.051161471754312515,451.041748046875,914.08349609375,941.5339511373477,914.2018059529049,0.42739764028088656,6.917770406289492e-06,717,True,49,23,"['alpha', 'capacity', 'kappa']","v4.0-K[2,6]-phiapprox"
10048,0.0010000000474974513,0.09888789802789688,0.1174207255244255,2.0,1.0,0.0010000000474974513,459.5914001464844,931.1828002929688,958.5064007171236,931.3036636023213,0.4040767512340723,3.704656364789116e-06,702,True,47,10,"['alpha', 'capacity', 'kappa', 'epsilon']","v4.0-K[2,6]-phiapprox"
10050,0.009152018465101719,0.24272938072681427,0.21906758844852448,3.000004768371582,-0.031998515129089355,0.06917490810155869,457.1643981933594,926.3287963867188,953.7792514303164,926.4471062458737,0.4196248699402414,1.1034560203552246,717,False,50,31,['alpha'],"v4.0-K[2,6]-phiapprox"
10051,0.007688706740736961,0.1434190720319748,0.16062383353710175,5.0,0.2730220556259155,0.04691270366311073,343.9730224609375,699.946044921875,727.3291780810678,700.0657030415331,0.558395292037603,0.2556777894496918,709,False,50,26,['alpha'],"v4.0-K[2,6]-phiapprox"
10052,0.006586687173694372,0.18913134932518005,0.12090344727039337,3.9578051567077637,0.2719818353652954,0.04035164788365364,492.6291809082031,997.2583618164062,1024.641494975599,997.3780199360643,0.3675452684856204,9.284288353228476e-06,709,True,50,27,['alpha'],"v4.0-K[2,6]-phiapprox"
