participant_id,alpha,phi,rho,capacity,kappa_total,kappa_share,epsilon,nll,aic,bic,aicc,pseudo_r2,grad_norm,n_trials,converged,n_successful_starts,n_near_best,at_bounds,parameterization_version
10126,0.4217168986797333,0.2606948912143707,0.9347416758537292,5.000004291534424,1.0,1.0,0.07967768609523773,241.2664337158203,496.5328674316406,528.5778969356879,496.6903920448614,0.6945616522440843,1.3330979347229004,719,False,47,22,"['kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10128,0.006188308820128441,0.01646781899034977,0.06167420372366905,4.402125358581543,1.0,5.498519174695904e-12,0.17024719715118408,468.04644775390625,950.0928955078125,982.0002801274984,950.2535841735227,0.39569611825680284,9.443821909371763e-06,705,True,50,11,"['alpha', 'kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10130,0.006835544016212225,0.15581609308719635,0.2019091695547104,2.0,-0.7300096750259399,1.0,0.21730495989322662,588.5724487304688,1191.1448974609375,1223.1312674038377,1191.3037627091644,0.24860907356762174,7.818971425876953e-06,713,True,50,29,"['alpha', 'capacity', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10135,0.0029585957527160645,0.066655732691288,0.11525120586156845,3.0331485271453857,1.0,0.22392362356185913,0.07070652395486832,418.8389892578125,851.677978515625,883.5754270087313,851.8388980558549,0.4584606851375036,7.910681233624928e-06,704,True,50,39,"['alpha', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10137,0.002701869700103998,0.1072172075510025,0.22212471067905426,4.999999523162842,1.0,8.512822669004549e-10,0.037125494331121445,238.16226196289062,490.32452392578125,522.3598109091188,490.4822704046545,0.6980715415866299,0.028488708660006523,718,False,47,12,"['alpha', 'kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10139,0.0035114423371851444,0.41835951805114746,0.5021305680274963,2.0,0.817347526550293,9.063410030809644e-17,0.16630332171916962,600.1510009765625,1214.302001953125,1246.209386572811,1214.4626906188353,0.2251333574635057,4.811091002920875e-06,705,True,50,8,"['alpha', 'capacity', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10140,0.104051873087883,0.6693373918533325,0.827656626701355,5.000000476837158,0.9999997615814209,0.2498687207698822,0.09615816920995712,373.9635009765625,761.927001953125,793.9329797519831,762.0854177947092,0.5239213315866142,1.1404818296432495,715,False,46,21,['kappa_total'],"v4.0-K[2,6]-phiapprox-stickbreaking"
10141,0.003434141166508198,0.10359040647745132,0.24013182520866394,2.0,1.0,4.37463677479058e-13,0.07965603470802307,401.69390869140625,817.3878173828125,849.4035785515371,817.546009473208,0.4893330268324343,7.534928499808302e-06,716,True,50,37,"['alpha', 'capacity', 'kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10142,0.014933249913156033,0.16602899134159088,0.5697193741798401,2.0,0.34966564178466797,1.0,0.043263595551252365,248.21507263183594,510.4301452636719,542.4751747677192,510.5876698768927,0.6857648181508671,6.752591161784949e-06,719,True,49,19,"['capacity', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10143,0.006414728704839945,0.11616380512714386,0.1589091718196869,6.0,1.0,0.16313017904758453,0.06568426638841629,302.7117919921875,619.423583984375,651.4686134884223,619.5811085975959,0.6167730911908307,7.114923391782213e-06,719,True,50,15,"['alpha', 'capacity', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10145,0.6088091135025024,0.2821422219276428,0.9990000128746033,4.5991315841674805,-1.0,1.0,0.14059317111968994,325.87109375,665.7421875,697.7285574429001,665.9010527482269,0.5839822547615126,9.91119031823473e-06,713,True,49,15,"['rho', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10147,0.0016291956417262554,0.01979168690741062,0.2051786333322525,4.189615249633789,1.0,1.0,0.0687420666217804,243.8234405517578,501.6468811035156,533.6626422722402,501.8050731939111,0.6900312011713314,9.52141544985352e-06,716,True,50,10,"['alpha', 'kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10148,0.005377043038606644,0.1571112722158432,0.18685005605220795,2.339726686477661,0.9855891466140747,4.3961440390760664e-12,0.22407223284244537,550.3977661132812,1114.7955322265625,1146.7029168462484,1114.9562208922728,0.28937072771050787,7.261483460752061e-06,705,True,49,21,"['alpha', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10149,0.0051272776909172535,0.22859877347946167,0.16414661705493927,3.0941646099090576,0.5748969316482544,1.6732067120717176e-11,0.07161417603492737,522.0275268554688,1058.0550537109375,1090.0414236538377,1058.2139189591644,0.3335625072610906,1.8161865227739327e-05,713,True,50,20,"['alpha', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10150,0.007225495297461748,0.07321185618638992,0.142088383436203,2.015477418899536,1.0,0.5377838015556335,0.021319780498743057,330.8465270996094,675.6930541992188,707.6990319980769,675.851470040803,0.5788119063505966,6.338755611068336e-06,715,True,44,18,"['alpha', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10151,0.006812511943280697,0.12428779155015945,0.31309279799461365,2.0,1.0,0.5012750625610352,0.058998607099056244,347.68536376953125,709.3707275390625,741.3962584232598,709.5286965094433,0.5586096839232235,8.16878309706226e-06,717,True,49,32,"['alpha', 'capacity', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10152,0.009424950927495956,0.19834056496620178,0.16190321743488312,3.269313335418701,1.0,0.1287412792444229,0.07186801731586456,389.92120361328125,793.8424072265625,825.8874367306098,793.9999318397834,0.5063677679800296,9.657786904426757e-06,719,True,49,31,"['alpha', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10154,0.007430747617036104,0.05099860206246376,0.12887483835220337,2.0,0.7721982002258301,0.10949726402759552,0.012837276794016361,328.5328674316406,671.0657348632812,703.0912657474786,671.2237038336621,0.5829239844177492,8.687059562362265e-06,717,True,49,45,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox-stickbreaking"
10155,0.003946665674448013,0.12125371396541595,0.157071053981781,6.0,1.0,9.589469843196419e-12,0.14210200309753418,425.2222595214844,864.4445190429688,896.4308889858688,864.6033842911957,0.4571472922140922,9.592624337528832e-06,713,True,47,6,"['alpha', 'capacity', 'kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10156,0.04235796257853508,0.11000283062458038,0.13497573137283325,2.0,-0.43211424350738525,2.938758297831148e-39,0.08123867213726044,288.4189453125,590.837890625,622.8144360048839,590.9969815340909,0.6312777560031206,8.781304131844081e-06,712,True,50,29,"['capacity', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10157,0.0034464108757674694,0.12993687391281128,0.14117230474948883,3.554408550262451,0.748184084892273,0.08549725264310837,0.0047615268267691135,370.7020263671875,755.404052734375,787.4490822384223,755.5615773475959,0.5306988514750066,6.641900199610973e-06,719,True,50,30,"['alpha', 'epsilon']","v4.0-K[2,6]-phiapprox-stickbreaking"
10158,0.013957624323666096,0.03447258099913597,0.09564180672168732,5.000000476837158,1.0,1.0,0.02684224210679531,205.503173828125,425.00634765625,457.0221088249745,425.16453974664546,0.7387471368510153,0.008876814506947994,716,False,48,7,"['kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10159,0.005294221453368664,0.055723220109939575,0.1514602154493332,3.000000238418579,0.7834397554397583,0.4062446057796478,0.04623917490243912,311.05584716796875,636.1116943359375,668.1274555046621,636.269886426333,0.6045597293799894,0.07536432892084122,716,False,49,13,['alpha'],"v4.0-K[2,6]-phiapprox-stickbreaking"
10160,0.008316959254443645,0.20506909489631653,0.0955880731344223,6.0,0.5912171602249146,2.938758297831148e-39,0.03571946173906326,424.1705627441406,862.3411254882812,894.3666563724786,862.4990944586621,0.4615108995954018,0.006094062235206366,717,False,48,23,"['alpha', 'capacity', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10162,0.015014329925179482,0.1294448971748352,0.45286035537719727,2.0,1.0,0.6913732886314392,0.10391253232955933,327.78302001953125,669.5660400390625,701.5622207754396,669.7246802656914,0.5821275032997377,4.356677436589962e-06,714,True,50,31,"['capacity', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10163,0.00421896344050765,0.20534682273864746,0.2410806566476822,3.5711050033569336,1.0,2.938758297831148e-39,0.12005329132080078,461.0627746582031,936.1255493164062,968.1705788204536,936.2830739296271,0.41630400079095053,6.118102646723855e-06,719,True,50,23,"['alpha', 'kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10164,0.001982520567253232,0.16694828867912292,0.10950993001461029,2.999999761581421,0.33251953125,6.444686846407421e-07,0.10301996022462845,628.9678955078125,1271.935791015625,1303.9808205196723,1272.0933156288459,0.20373956776058322,0.5507465600967407,719,False,49,22,"['alpha', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10165,0.00441399123519659,0.23228879272937775,0.3449919521808624,2.0,0.5762835741043091,7.884738868757513e-13,0.24335671961307526,603.6158447265625,1221.231689453125,1253.2180593960252,1221.390554701352,0.22940417996688445,7.322517831198638e-06,713,True,49,11,"['alpha', 'capacity', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10166,0.008740497753024101,0.17868953943252563,0.180771142244339,2.0,0.9736775159835815,1.6487916904103522e-21,0.05246966332197189,392.6878356933594,799.3756713867188,831.3718521230959,799.5343116133477,0.49938393295897754,8.425623491348233e-06,714,True,47,15,"['alpha', 'capacity', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10168,0.010181950405240059,0.0010000001639127731,0.25663018226623535,2.0,1.0,1.0,0.09028191864490509,282.24053955078125,578.4810791015625,610.5163660849,578.6388255804358,0.6421916289088518,7.5605571510095615e-06,718,True,50,7,"['alpha', 'phi', 'capacity', 'kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10169,0.01164460089057684,0.2600114047527313,0.38541460037231445,2.0,1.0,6.366559364660076e-22,0.0490790493786335,351.0925598144531,716.1851196289062,748.1714895718063,716.3439848771332,0.5517837024965717,9.273191608372144e-06,713,True,49,21,"['capacity', 'kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10170,0.010319358669221401,0.11944510042667389,0.09932271391153336,6.0,1.0,0.83077472448349,0.055860891938209534,330.7103576660156,675.4207153320312,707.4560023153688,675.5784618109045,0.5807443729813386,9.51398214965593e-06,718,True,45,10,"['alpha', 'capacity', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10171,0.006555633619427681,0.0936446338891983,0.17213928699493408,2.999999761581421,0.7678065299987793,1.2073172255227908e-14,0.0699009895324707,346.8966369628906,707.7932739257812,739.8285609091188,707.9510204046545,0.5602243362833532,0.006968934554606676,718,False,50,6,"['alpha', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10172,0.0010000000474974513,0.034215644001960754,0.35160067677497864,2.0,1.0,1.0,0.17472372949123383,398.7540588378906,811.5081176757812,843.5531471798286,811.6656422890021,0.4951855547553352,1.5610459058734705e-06,719,True,49,12,"['alpha', 'capacity', 'kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10174,0.0076521048322319984,0.20312808454036713,0.3415968716144562,2.0,0.5396208763122559,0.1807117760181427,0.07172264158725739,410.0982666015625,834.196533203125,866.1927139395021,834.3551734297539,0.4771883346884974,8.030659955693409e-06,714,True,50,27,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox-stickbreaking"
10175,0.008535887114703655,0.24838997423648834,0.22580726444721222,3.0,0.8919695615768433,5.49005424455018e-11,0.1387774795293808,481.35919189453125,976.7183837890625,1008.7439146732598,976.8763527594433,0.3889093186055823,0.149081751704216,717,False,49,33,"['alpha', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10177,0.009045985527336597,0.06877248734235764,0.19287292659282684,2.0,1.0,0.46154356002807617,0.09537522494792938,366.93646240234375,747.8729248046875,779.8789026035456,748.0313406462717,0.5328671863520322,8.433648872596677e-06,715,True,49,28,"['alpha', 'capacity', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10178,0.009369729086756706,0.20301464200019836,0.40071821212768555,2.0,0.9063248634338379,0.08482460677623749,0.023455912247300148,290.2879333496094,594.5758666992188,626.6111536825563,594.733613178092,0.6319896045247195,5.583390702668112e-06,718,True,50,27,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox-stickbreaking"
10179,0.3037925660610199,0.5056183934211731,0.7968369722366333,6.0,1.0,0.533125102519989,0.03464522957801819,194.77325439453125,403.5465087890625,435.562269957787,403.70470087945796,0.7523879099892872,9.180457709589973e-06,716,True,49,16,"['capacity', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10180,0.00437182979658246,0.16535986959934235,0.19644878804683685,2.0,0.5855692625045776,2.0352463048851923e-23,0.1514609158039093,550.369384765625,1114.73876953125,1146.675878187106,1114.89876953125,0.2924183571353802,4.713675480161328e-06,708,True,50,17,"['alpha', 'capacity', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10181,0.005949562881141901,0.15513916313648224,0.15352663397789001,2.5959010124206543,0.3596029281616211,1.0546349210605044e-10,0.05571123585104942,468.668701171875,951.33740234375,983.3824318477973,951.4949269569709,0.40667505410446203,7.44336875868612e-06,719,True,50,38,"['alpha', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10182,0.0061584943905472755,0.21425491571426392,0.19607824087142944,2.0228211879730225,0.4425497055053711,7.109548626899054e-12,0.01938774064183235,458.316162109375,930.63232421875,962.449771841091,930.7951149164244,0.4006072572571585,8.881815119821113e-06,696,True,50,28,"['alpha', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10183,0.0010000000474974513,0.07261742651462555,0.04802297055721283,5.999999046325684,1.0,0.26478859782218933,0.0010000000474974513,525.261474609375,1064.52294921875,1096.5679787227973,1064.6804738319709,0.3350297657506125,3.6453334359975997e-06,719,True,48,18,"['alpha', 'capacity', 'kappa_total', 'epsilon']","v4.0-K[2,6]-phiapprox-stickbreaking"
10185,0.002089607995003462,0.2423698455095291,0.2584739625453949,2.0,0.8696038722991943,0.0876539796590805,0.182827889919281,610.5729370117188,1235.1458740234375,1267.102728813685,1235.3054181829816,0.2172289605847556,8.345808055310044e-06,710,True,47,16,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox-stickbreaking"
10186,0.004376142751425505,0.0010000000474974513,0.17644284665584564,2.7895779609680176,1.0,0.870954155921936,0.05081350356340408,251.1288604736328,516.2577209472656,548.2930079306032,516.4154674261389,0.6816332315582194,9.096810572373215e-06,718,True,47,4,"['alpha', 'phi', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10191,0.009513192810118198,0.027080336585640907,0.10090043395757675,5.464323043823242,1.0,0.7218980193138123,0.1171734556555748,347.2398986816406,708.4797973632812,740.4169060191373,708.6397973632812,0.5535715016526018,6.876457518956158e-06,708,True,49,13,"['alpha', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10192,0.0010000000474974513,0.2308313399553299,0.1848108470439911,2.0,0.5782908201217651,0.669799268245697,0.05415554717183113,628.8795166015625,1271.759033203125,1303.7060218888498,1271.9188049577613,0.19262227809186805,9.864696039585397e-06,709,True,49,18,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox-stickbreaking"
10196,0.005637320689857006,0.053831249475479126,0.05599508807063103,5.0,0.9524778127670288,0.47986093163490295,0.022188561037182808,392.2648010253906,798.5296020507812,830.5648890341188,798.6873485296545,0.5027091795010002,0.03684139624238014,718,False,49,14,['alpha'],"v4.0-K[2,6]-phiapprox-stickbreaking"
10197,0.010192254558205605,0.13995729386806488,0.11401717364788055,5.0,1.0,0.3788391351699829,0.0719049721956253,364.1737365722656,742.3474731445312,774.3632343132558,742.5056652349267,0.5370318151740996,0.04531760513782501,716,False,48,29,"['alpha', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10198,0.0010000000474974513,0.06136258691549301,0.0589907243847847,2.999999761581421,1.0,0.9766954779624939,0.0010000000474974513,310.01531982421875,634.0306396484375,663.232543830314,634.2684315804969,0.4108807829660366,0.5042979121208191,479,False,47,10,"['alpha', 'kappa_total', 'epsilon']","v4.0-K[2,6]-phiapprox-stickbreaking"
10199,0.008926103822886944,0.09360416978597641,0.2953038513660431,2.0347495079040527,1.0,0.7971327900886536,0.053259991109371185,293.71319580078125,601.4263916015625,633.3832463918101,601.5859357611066,0.6234517293016901,9.361890988657251e-06,710,True,50,39,"['alpha', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10200,0.013625703752040863,0.1627160608768463,0.1629372239112854,2.999999761581421,0.749991774559021,1.803366227916761e-26,0.11193247884511948,395.67083740234375,805.3416748046875,837.3867043087348,805.4991994179084,0.49908884974144296,0.010930055752396584,719,False,49,13,['kappa_share'],"v4.0-K[2,6]-phiapprox-stickbreaking"
10201,0.005181010812520981,0.09649214148521423,0.1301276832818985,2.0,1.0,4.3693165947301937e-13,0.08449149876832962,464.9689636230469,943.9379272460938,975.982956750141,944.0954518593146,0.4113588458223585,6.933454187674215e-06,719,True,50,7,"['alpha', 'capacity', 'kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10202,0.00977180153131485,0.16379359364509583,0.2653493583202362,3.000002145767212,1.0,0.062140561640262604,0.11638584733009338,381.9986572265625,777.997314453125,810.0326014364625,778.1550609319983,0.5157240079019546,0.5117825865745544,718,False,49,31,"['alpha', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10203,0.2729165852069855,0.5263596773147583,0.8394359946250916,5.6618123054504395,1.0,3.7301637473285965e-11,0.09099247306585312,295.5592346191406,605.1184692382812,637.1342304070058,605.2766613286767,0.6242603224271697,8.560326023143716e-06,716,True,50,13,"['kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10204,0.010191806592047215,0.1716281771659851,0.1828736662864685,3.881683349609375,0.9483972787857056,0.28416141867637634,0.05109166353940964,327.14093017578125,668.2818603515625,700.3171473349,668.4396068304358,0.585269488466313,7.246013410622254e-06,718,True,50,30,['alpha'],"v4.0-K[2,6]-phiapprox-stickbreaking"
10208,0.0067969015799462795,0.1561049371957779,0.06688118726015091,6.0,1.0,0.08236689865589142,0.07083693146705627,451.45404052734375,916.9080810546875,948.7053847782352,917.0713463608099,0.40788014883693047,8.348236406163778e-06,694,True,48,22,"['alpha', 'capacity', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10209,0.005756824277341366,0.1324520856142044,0.23777300119400024,2.0,0.5488780736923218,4.238674050020258e-18,0.09883560985326767,437.1488037109375,888.297607421875,920.3035852207331,888.4560232634592,0.44348253285218064,9.510023119219113e-06,715,True,50,6,"['alpha', 'capacity', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10212,0.015448007732629776,0.04598908871412277,0.09227176010608673,3.690093994140625,1.0,1.0,0.14715984463691711,409.2789001464844,832.5578002929688,864.5735614616933,832.7159923833642,0.47969034979885683,5.659872840624303e-06,716,True,50,30,"['kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10215,0.008613411337137222,0.18805237114429474,0.2884507179260254,2.0,1.0,3.4885328286076274e-30,0.18596701323986053,500.3292541503906,1014.6585083007812,1046.7035378048286,1014.8160329140021,0.36659344456657317,6.344481334963348e-06,719,True,50,21,"['alpha', 'capacity', 'kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10216,0.0035815630108118057,0.14279983937740326,0.16384445130825043,2.0,0.7708055973052979,0.21625158190727234,0.08099839836359024,533.1032104492188,1080.2064208984375,1112.231951782635,1080.3643898688183,0.32321972943991495,0.00012546205834951252,717,False,49,23,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox-stickbreaking"
10217,0.0031838915310800076,0.013327452354133129,0.06105155870318413,6.0,0.836773157119751,0.1169612929224968,0.034827157855033875,348.46417236328125,710.9283447265625,742.9733742306098,711.0858693397834,0.5588515177202864,9.998589121096302e-06,719,True,50,12,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox-stickbreaking"
10218,0.0020488230511546135,0.2097671777009964,0.17217671871185303,2.0,0.5016659498214722,2.9450417201451804e-39,0.03566017746925354,585.8275146484375,1185.655029296875,1217.4523330204227,1185.8182946029974,0.231638063587441,5.440471340989461e-06,694,True,49,14,"['alpha', 'capacity', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10220,0.009911676868796349,0.26913872361183167,0.2795989513397217,2.9782583713531494,1.0,2.3643808333179313e-14,0.13853350281715393,449.53546142578125,913.0709228515625,945.1062098349,913.2286693304358,0.4301047204045382,6.629051313211676e-06,718,True,50,38,"['alpha', 'kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10221,0.0029955883510410786,0.303811639547348,0.08372645080089569,5.0,0.8685977458953857,1.15392939648018e-08,0.0010000000474974513,584.243896484375,1182.48779296875,1214.415007630026,1182.6480218671763,0.24780521570383662,0.055949606001377106,707,False,48,23,"['alpha', 'kappa_share', 'epsilon']","v4.0-K[2,6]-phiapprox-stickbreaking"
10222,0.008349006064236164,0.13505414128303528,0.14091706275939941,2.999999761581421,1.0,0.5534510612487793,0.047548919916152954,376.1901550292969,766.3803100585938,798.3371648488413,766.5398542181379,0.5177140341147926,0.1559700220823288,710,False,45,30,"['alpha', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10224,0.003725223708897829,0.17262710630893707,0.06640612334012985,4.999999523162842,0.9783062934875488,0.13238069415092468,0.0010000000474974513,515.8399658203125,1045.679931640625,1077.7054625248225,1045.8379006110058,0.3451356045306898,0.3579520881175995,717,False,50,19,"['alpha', 'epsilon']","v4.0-K[2,6]-phiapprox-stickbreaking"
10225,0.11281634867191315,0.7860629558563232,0.7457537651062012,6.0,1.0,0.33030417561531067,0.051497116684913635,300.3913879394531,614.7827758789062,646.7691458218063,614.9416411271332,0.61651048437115,6.951082013983978e-06,713,True,50,34,"['capacity', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10226,0.005105459131300449,0.15241701900959015,0.08557481318712234,5.999999523162842,0.5463457107543945,2.938758297831148e-39,0.10646286606788635,514.844482421875,1043.68896484375,1075.7242518270875,1043.8467113226232,0.3473096887008609,8.18520402390277e-06,718,True,49,18,"['alpha', 'capacity', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10227,0.006169804837554693,0.11116831004619598,0.45576906204223633,2.0,1.0,0.24909603595733643,0.09953787922859192,332.4348449707031,678.8696899414062,710.8952208256036,679.0276589117871,0.5779703818829214,9.04910029930761e-06,717,True,50,11,"['alpha', 'capacity', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10228,0.017223121598362923,0.0010000000474974513,0.08831996470689774,2.0,1.0,1.0,0.04324707016348839,278.0582275390625,570.116455078125,602.0930004580089,570.2755459872159,0.6445231657410317,2.9409532089630375e-06,712,True,50,16,"['phi', 'capacity', 'kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10229,0.08006046712398529,0.5863797068595886,0.9043724536895752,5.000000476837158,0.8538987636566162,4.5417078546434236e-20,0.13633409142494202,478.38934326171875,970.7786865234375,1002.7059011847135,970.9389154218638,0.3840894684058451,0.5221640467643738,707,False,47,12,['kappa_share'],"v4.0-K[2,6]-phiapprox-stickbreaking"
10231,0.0010000000474974513,0.18759162724018097,0.08301373571157455,2.0,1.0,0.5709600448608398,0.24682046473026276,712.9993286132812,1439.9986572265625,1472.0339442099,1440.1564037054357,0.09610033779608995,8.634995538159274e-06,718,True,50,10,"['alpha', 'capacity', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10234,0.011071637272834778,0.18175268173217773,0.2595088481903076,3.0,0.9276821613311768,0.3565033972263336,0.07383456826210022,342.998291015625,699.99658203125,731.933690687106,700.15658203125,0.5590247187169641,0.14753928780555725,708,False,49,38,[],"v4.0-K[2,6]-phiapprox-stickbreaking"
10235,0.0035323030315339565,0.12212717533111572,0.29609015583992004,2.0,0.5754088163375854,0.13497589528560638,0.13356445729732513,466.3414611816406,946.6829223632812,978.737680847352,946.8402257340678,0.41044126254165847,5.8121954680245835e-06,720,True,50,26,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox-stickbreaking"
10236,0.005936169531196356,0.07977259159088135,0.24941658973693848,2.0,0.5480145215988159,3.238227011204548e-30,0.05180445685982704,326.2024230957031,666.4048461914062,698.4401331747438,666.5625926702795,0.5864592739241877,8.585288924223278e-06,718,True,49,5,"['alpha', 'capacity', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10239,0.008749780245125294,0.15572933852672577,0.204026997089386,2.739177703857422,1.0,7.796628029851495e-31,0.1083386167883873,403.1415100097656,820.2830200195312,852.3183070028688,820.4407664984045,0.48892031157038374,7.887485480750911e-06,718,True,50,16,"['alpha', 'kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10240,0.3987957537174225,0.93006831407547,0.8269793391227722,6.0,1.0,0.3237028121948242,0.007810723036527634,170.11666870117188,354.23333740234375,386.28809588641445,354.39064077313026,0.784934909784877,7.456005278072553e-06,720,True,50,20,"['capacity', 'kappa_total', 'epsilon']","v4.0-K[2,6]-phiapprox-stickbreaking"
10241,0.0010000000474974513,0.02017425000667572,0.10378279536962509,4.241816520690918,1.0,1.0,0.06928114593029022,354.51226806640625,723.0245361328125,755.0792946168832,723.181839503599,0.5518180934520949,6.047047918400494e-06,720,True,49,1,"['alpha', 'kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10242,0.012171171605587006,0.17409856617450714,0.6022356748580933,2.0,1.0,0.620429515838623,0.038350820541381836,251.12310791015625,516.2462158203125,548.2912453243598,516.4037404335334,0.6820833052402386,9.624845006328542e-06,719,True,49,23,"['capacity', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10243,0.004564553499221802,0.17843690514564514,0.09652479737997055,3.172008514404297,1.0,0.4106645882129669,0.0010000000474974513,488.51654052734375,991.0330810546875,1022.9997880633102,991.1923982666362,0.3745894260984144,4.920967694488354e-05,711,True,50,30,"['alpha', 'kappa_total', 'epsilon']","v4.0-K[2,6]-phiapprox-stickbreaking"
10245,0.3125250041484833,0.2792454957962036,0.8772377967834473,6.0,1.0,1.0,0.15237095952033997,350.9616394042969,715.9232788085938,747.968308312641,716.0808034218146,0.5556897757620944,3.201957269993727e-06,719,True,48,14,"['capacity', 'kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10246,0.024637041613459587,0.21859176456928253,0.08527383208274841,6.0,-1.0,1.0,0.0932239294052124,371.8096008300781,757.6192016601562,789.6251794590144,757.7776175017405,0.5266633797034918,9.74629438132979e-06,715,True,50,32,"['capacity', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10248,0.01518702320754528,0.2560780942440033,0.43680745363235474,2.0,1.0,0.14854514598846436,0.07390107959508896,350.3005065917969,714.6010131835938,746.6363001669313,714.758759662467,0.5559091055611329,7.610801731061656e-06,718,True,50,38,"['capacity', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
