participant_id,alpha,phi,rho,capacity,kappa_total,kappa_share,epsilon,nll,aic,bic,aicc,pseudo_r2,grad_norm,n_trials,converged,n_successful_starts,n_near_best,at_bounds,parameterization_version
10031,0.010088364593684673,0.1252833604812622,0.18190553784370422,3.0,0.8434861898422241,0.018185513094067574,0.08867540210485458,367.9381103515625,749.876220703125,781.9212502071723,750.0337453163459,0.5341979123602973,0.03994651883840561,719,False,50,36,['alpha'],"v4.0-K[2,6]-phiapprox-stickbreaking"
10035,0.006111558526754379,0.15342830121517181,0.2611009180545807,2.0,0.7763210535049438,0.1141977459192276,0.0010000000474974513,316.1418762207031,646.2837524414062,678.3092833256036,646.4417214117871,0.598654481289414,9.809042239794508e-06,717,True,50,14,"['alpha', 'capacity', 'epsilon']","v4.0-K[2,6]-phiapprox-stickbreaking"
10036,0.004409057553857565,0.30539315938949585,0.37005528807640076,2.0,0.7816426753997803,1.8207110263901427e-09,0.05440150946378708,501.47149658203125,1016.9429931640625,1048.9293631069627,1017.1018584122894,0.35980501090570716,7.321683369809762e-06,713,True,49,18,"['alpha', 'capacity', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10039,0.005644400138407946,0.13601988554000854,0.20432621240615845,2.4374332427978516,1.0,0.2313394695520401,0.04210066422820091,356.9892883300781,727.9785766601562,759.945283668779,728.137893872105,0.5429737641017787,0.00032185029704123735,711,False,47,13,"['alpha', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10041,0.0030510989017784595,0.4298522174358368,0.27732405066490173,2.0,1.0,0.5511311292648315,0.14182105660438538,638.0504760742188,1290.1009521484375,1321.9183997707785,1290.2637428461119,0.16554802889269793,9.918381692841649e-06,696,True,48,17,"['alpha', 'capacity', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10043,0.05329015105962753,0.5534058809280396,0.9474344849586487,5.000000476837158,1.0,0.15656478703022003,0.09877785295248032,486.02410888671875,986.0482177734375,1018.0639789421621,986.206409863833,0.38212540643150184,0.4155237078666687,716,False,48,22,['kappa_total'],"v4.0-K[2,6]-phiapprox-stickbreaking"
10044,0.05329015105962753,0.5534058809280396,0.9474344849586487,5.000000476837158,1.0,0.15656478703022003,0.09877785295248032,486.02410888671875,986.0482177734375,1018.0639789421621,986.206409863833,0.38212540643150184,0.4155237078666687,716,False,48,22,['kappa_total'],"v4.0-K[2,6]-phiapprox-stickbreaking"
10047,0.005662884563207626,0.2740871012210846,0.49260279536247253,2.0,0.9741758108139038,4.217188230570823e-12,0.061957795172929764,429.65057373046875,873.3011474609375,905.3266783451348,873.4591164313183,0.45455396659386493,9.591624802851584e-06,717,True,48,18,"['alpha', 'capacity', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10048,0.0010000000474974513,0.10613881796598434,0.10229416936635971,2.0,1.0,0.5290517807006836,0.0010000000474974513,448.7711486816406,911.5422973632812,943.419831191462,911.7036806485838,0.41810669044385473,9.425655662198551e-06,702,True,49,6,"['alpha', 'capacity', 'kappa_total', 'epsilon']","v4.0-K[2,6]-phiapprox-stickbreaking"
10050,0.007719229906797409,0.3452605605125427,0.3217012882232666,3.0,1.0,2.939655128848316e-39,0.06399162858724594,433.9676818847656,881.9353637695312,913.9608946537286,882.0933327399121,0.4490733512694136,0.06892116367816925,717,False,45,20,"['alpha', 'kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10051,0.005093054845929146,0.16125960648059845,0.1723422110080719,4.999999523162842,0.9999995231628418,0.15605784952640533,0.047383520752191544,333.19207763671875,680.3841552734375,712.3311439591624,680.5439270280738,0.572236249553969,0.16390086710453033,709,False,48,37,"['alpha', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10052,0.00508740684017539,0.24571247398853302,0.11436760425567627,3.906501054763794,0.9612311124801636,0.1870051622390747,0.001000007032416761,470.1050109863281,954.2100219726562,986.1570106583812,954.3697937272925,0.3964625929004285,9.045274964591954e-06,709,True,48,18,"['alpha', 'epsilon']","v4.0-K[2,6]-phiapprox-stickbreaking"
10055,0.010569178499281406,0.09979817271232605,0.2698499262332916,3.066901683807373,1.0,0.2552589178085327,0.13180939853191376,354.8673095703125,723.734619140625,755.7796486446723,723.8921437538459,0.550745277582159,8.509010513080284e-06,719,True,50,21,"['alpha', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10057,0.005170947406440973,0.2078215777873993,0.39839163422584534,2.009058952331543,0.8669760227203369,1.0350144982882344e-24,0.1469719558954239,495.41058349609375,1004.8211669921875,1036.7977123720714,1004.9802579012784,0.36665428878618733,6.843411938461941e-06,712,True,50,14,"['alpha', 'capacity', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10058,0.003305166494101286,0.12778982520103455,0.16447848081588745,2.0,0.49474525451660156,0.2594965696334839,0.0010000000474974513,473.27313232421875,960.5462646484375,992.3737625237611,960.7088190751429,0.3819343329267464,0.030578143894672394,697,False,49,37,"['alpha', 'capacity', 'epsilon']","v4.0-K[2,6]-phiapprox-stickbreaking"
10059,0.006093138363212347,0.14436909556388855,0.4739527106285095,3.000009059906006,0.9999995231628418,0.8993686437606812,0.0740823969244957,301.6159973144531,617.2319946289062,649.2672816122438,617.3897411077795,0.6176285346326044,0.2226768285036087,718,False,48,37,"['alpha', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10062,0.010673490352928638,0.0010000000474974513,0.3776382803916931,2.0,1.0,1.0,0.03514423966407776,160.6373291015625,335.274658203125,367.3099451864626,335.43240468199826,0.7963532058373162,4.292587163945427e-06,718,True,50,7,"['alpha', 'phi', 'capacity', 'kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10063,0.0038670855574309826,0.19297370314598083,0.07372483611106873,5.000000476837158,1.0,0.278923898935318,0.11351101845502853,585.4842529296875,1184.968505859375,1216.9548758022752,1185.127371107602,0.25255156579395466,0.01995919458568096,713,False,47,27,"['alpha', 'kappa_total']","v4.0-K[2,6]-phiapprox-stickbreaking"
10064,0.004679842386394739,0.124455526471138,0.19281308352947235,2.9999988079071045,1.0,2.938780718606577e-39,0.14842334389686584,453.9516296386719,921.9032592773438,953.8798046572276,922.0623501864346,0.41965648835913316,0.11770293861627579,712,False,48,14,"['alpha', 'kappa_total', 'kappa_share']","v4.0-K[2,6]-phiapprox-stickbreaking"
10065,0.0012202197685837746,0.03800546005368233,0.11277072131633759,5.999991416931152,0.867586612701416,0.9257744550704956,0.0010000000474974513,248.6914520263672,511.3829040527344,543.4279335567817,511.5404286659552,0.685161731625611,9.663546734373085e-06,719,True,50,7,"['alpha', 'capacity', 'epsilon']","v4.0-K[2,6]-phiapprox-stickbreaking"
