participant_id,alpha,phi,rho,capacity,epsilon,nll,aic,bic,aicc,pseudo_r2,grad_norm,n_trials,converged,n_successful_starts,n_near_best,at_bounds,parameterization_version
10141,0.006973432842642069,0.219213604927063,0.9631785154342651,3.6222431659698486,0.06976529210805893,423.7066345214844,857.4132690429688,880.281669877772,857.4977760852223,0.46134860429679336,6.473330813605571e-06,716,True,48,23,['alpha'],"v4.0-K[2,6]-phiapprox"
10142,0.0305510051548481,0.21436691284179688,0.9990000128746033,3.3944883346557617,0.047931887209415436,250.8714599609375,511.742919921875,534.6322267104803,511.8270713945258,0.682401886373311,6.312878213066142e-06,719,True,50,14,['rho'],"v4.0-K[2,6]-phiapprox"
10143,0.025084881111979485,0.18067942559719086,0.8950678706169128,3.4615349769592285,0.07557156682014465,314.4212951660156,638.8425903320312,661.7318971206365,638.926741804682,0.6019491007692315,8.518069989804644e-06,719,True,50,26,[],"v4.0-K[2,6]-phiapprox"
10145,0.036007706075906754,0.0010000000474974513,0.9990000128746033,3.518726110458374,0.124457947909832,329.85064697265625,669.7012939453125,692.5487010473839,669.7861595747326,0.5789018263636009,6.031133125361521e-06,713,True,49,12,"['phi', 'rho']","v4.0-K[2,6]-phiapprox"
10147,0.01928163319826126,0.15325962007045746,0.9144361615180969,4.825922012329102,0.053352028131484985,259.3313903808594,528.6627807617188,551.531181596522,528.7472878039723,0.6703161952229946,7.684672709729057e-06,716,True,50,6,[],"v4.0-K[2,6]-phiapprox"
10148,0.007615379523485899,0.24291203916072845,0.8759272694587708,2.522798538208008,0.1551789492368698,565.0225219726562,1140.0450439453125,1162.8360329593738,1140.1308808551837,0.2704884206707294,5.391516424424481e-06,705,True,50,35,['alpha'],"v4.0-K[2,6]-phiapprox"
10149,0.00952721294015646,0.343848317861557,0.8229379057884216,2.7464005947113037,0.06045229732990265,536.6423950195312,1083.2847900390625,1106.132197141134,1083.3696556684827,0.31490468637061453,7.2834332058846485e-06,713,True,49,46,['alpha'],"v4.0-K[2,6]-phiapprox"
10150,0.055445510894060135,0.28348278999328613,0.6943755149841309,2.4001877307891846,0.11492080986499786,361.7573547363281,733.5147094726562,756.3761221861263,733.5993357067888,0.5394605107667612,4.736730716103921e-06,715,True,50,22,[],"v4.0-K[2,6]-phiapprox"
10151,0.011988651007413864,0.245282843708992,0.737938642501831,4.777388572692871,0.0010000000474974513,355.8351745605469,721.6703491210938,744.5457283240919,721.7547373067478,0.5482634112989988,5.084624353912659e-05,717,True,49,14,['epsilon'],"v4.0-K[2,6]-phiapprox"
10152,0.01913042925298214,0.2427585870027542,0.7722662091255188,2.99995756149292,0.09238221496343613,409.6191711425781,829.2383422851562,852.1276490737615,829.322493757807,0.4814305458242748,0.04776561260223389,719,False,50,11,[],"v4.0-K[2,6]-phiapprox"
10154,0.032775819301605225,0.3580838441848755,0.5960052609443665,2.0,0.03168690577149391,336.4690246582031,682.9380493164062,705.8134285194044,683.0224375020603,0.5728489472959986,9.978822163247969e-06,717,True,50,28,['capacity'],"v4.0-K[2,6]-phiapprox"
10155,0.011697638779878616,0.22400102019309998,0.6374942660331726,5.949779510498047,0.07128781825304031,433.4287414550781,876.8574829101562,899.7048900122277,876.9423485395763,0.44667062774205646,8.96752408152679e-06,713,True,46,11,[],"v4.0-K[2,6]-phiapprox"
10156,0.040156930685043335,0.00734412856400013,0.6240910887718201,2.999999761581421,0.07693412154912949,290.781982421875,591.56396484375,614.4043544008099,591.648950679444,0.6282567882068735,0.09064571559429169,712,False,49,32,['phi'],"v4.0-K[2,6]-phiapprox"
10157,0.004658395424485207,0.21308158338069916,0.9191569089889526,4.161400318145752,0.0010000000474974513,380.7416687011719,771.4833374023438,794.372644190949,771.5674888749945,0.5179888705658329,8.938684914028272e-06,719,True,48,12,"['alpha', 'epsilon']","v4.0-K[2,6]-phiapprox"
10158,0.04837974160909653,0.0486084520816803,0.44616684317588806,5.0,0.03941842541098595,221.6893310546875,453.378662109375,476.2470629441782,453.4631691516285,0.7181699368007826,0.08148465305566788,716,False,50,14,[],"v4.0-K[2,6]-phiapprox"
10159,0.021425964310765266,0.19895045459270477,0.9723311066627502,3.264512777328491,0.06754715740680695,313.1669006347656,636.3338012695312,659.2022021043344,636.4183083117848,0.6018759812305688,9.734175364428665e-06,716,True,50,20,[],"v4.0-K[2,6]-phiapprox"
10160,0.014558251947164536,0.2941012382507324,0.7433327436447144,2.5555081367492676,0.0380999818444252,436.8818054199219,883.7636108398438,906.6389900428419,883.8479990254978,0.4453738400379831,9.742705515236594e-06,717,True,50,22,[],"v4.0-K[2,6]-phiapprox"
10162,0.016367770731449127,0.19659142196178436,0.9774655103683472,3.8143577575683594,0.0852704644203186,339.5458679199219,689.0917358398438,711.9461506515416,689.1764816025557,0.5671316971711933,7.703766641498078e-06,714,True,50,9,[],"v4.0-K[2,6]-phiapprox"
10163,0.012738611549139023,0.2765048146247864,0.9483831524848938,3.870934009552002,0.16038981080055237,488.2950439453125,986.590087890625,1009.4793946792303,986.6742393632758,0.3818285074179433,9.727894394018222e-06,719,True,50,40,[],"v4.0-K[2,6]-phiapprox"
10164,0.004105946980416775,0.3819471597671509,0.7822692394256592,3.0,0.07259823381900787,634.0941162109375,1278.188232421875,1301.0775392104802,1278.2723838945258,0.19724987767945523,0.6698710918426514,719,False,50,34,['alpha'],"v4.0-K[2,6]-phiapprox"
10165,0.007616049610078335,0.31325873732566833,0.9990000128746033,2.3964595794677734,0.20554816722869873,609.2228393554688,1228.4456787109375,1251.293085813009,1228.5305443403577,0.22224610639785725,9.166150448436383e-06,713,True,49,11,"['alpha', 'rho']","v4.0-K[2,6]-phiapprox"
10166,0.013211587443947792,0.23009218275547028,0.8843075633049011,2.9466869831085205,0.07010448724031448,416.8266296386719,843.6532592773438,866.5076740890416,843.7380050400557,0.4686107156865884,6.43773364572553e-06,714,True,50,18,[],"v4.0-K[2,6]-phiapprox"
10168,0.04155343398451805,0.0010432407725602388,0.8388359546661377,2.830106019973755,0.08294692635536194,294.6699523925781,599.3399047851562,622.2222526303974,599.4241744480776,0.62643433206687,9.948264960257802e-06,718,True,50,13,['phi'],"v4.0-K[2,6]-phiapprox"
10169,0.021395912393927574,0.31013935804367065,0.9616995453834534,2.0,0.042790111154317856,374.403076171875,758.80615234375,781.6535594458214,758.89101797317,0.5220247314145914,0.02699589729309082,713,False,48,37,['capacity'],"v4.0-K[2,6]-phiapprox"
10170,0.044281791895627975,0.36165276169776917,0.37337830662727356,2.999999761581421,0.085006482899189,362.84942626953125,735.6988525390625,758.5812003843037,735.7831222019838,0.5400003048056131,0.06083528697490692,718,False,50,15,[],"v4.0-K[2,6]-phiapprox"
10171,0.015359118580818176,0.0010000000474974513,0.9806994795799255,3.0,0.08117413520812988,354.9626770019531,719.9253540039062,742.8077018491474,720.0096236668276,0.5499986732651119,0.06638786941766739,718,False,50,5,['phi'],"v4.0-K[2,6]-phiapprox"
10172,0.13864968717098236,0.9990000128746033,0.04887513443827629,2.0,0.1999647468328476,419.90618896484375,849.8123779296875,872.7016847182928,849.8965294023383,0.4684073926297886,2.3545778731204337e-06,719,True,49,49,"['phi', 'capacity']","v4.0-K[2,6]-phiapprox"
10174,0.015544157475233078,0.2833766043186188,0.9990000128746033,2.828355073928833,0.08614782243967056,415.7232360839844,841.4464721679688,864.3008869796666,841.5312179306807,0.4700173712830643,9.069643965631258e-06,714,True,50,35,['rho'],"v4.0-K[2,6]-phiapprox"
10175,0.009847719222307205,0.23511293530464172,0.700589656829834,3.0,0.054365113377571106,495.0630187988281,1000.1260375976562,1023.0014168006544,1000.2104257833103,0.3715121626736503,0.4902574419975281,717,False,50,40,['alpha'],"v4.0-K[2,6]-phiapprox"
10177,0.03460678458213806,0.21284770965576172,0.8524134755134583,2.0,0.12577275931835175,380.714111328125,771.42822265625,794.28963536972,771.5128488903825,0.5153273870472221,9.920884622260928e-06,715,True,50,20,['capacity'],"v4.0-K[2,6]-phiapprox"
10178,0.02119305357336998,0.2610340416431427,0.9990000128746033,2.6942994594573975,0.024165770038962364,301.4273376464844,612.8546752929688,635.7370231382099,612.9389449558901,0.6178677065410549,9.287372449762188e-06,718,True,47,10,['rho'],"v4.0-K[2,6]-phiapprox"
10179,0.0650823563337326,0.2163373827934265,0.9990000128746033,2.34559965133667,0.03017018735408783,196.12551879882812,402.25103759765625,425.11943843245945,402.33554463990976,0.7506687981100104,8.187518687918782e-06,716,True,50,8,['rho'],"v4.0-K[2,6]-phiapprox"
10180,0.007466305047273636,0.28100675344467163,0.9496797919273376,2.549997329711914,0.14098137617111206,559.6277465820312,1129.2554931640625,1152.0677136325312,1129.3409632495325,0.2805153569947064,6.61721878714161e-06,708,True,49,19,['alpha'],"v4.0-K[2,6]-phiapprox"
10181,0.007559141609817743,0.24597042798995972,0.9065008759498596,2.878112316131592,0.044768769294023514,477.1629333496094,964.3258666992188,987.215173487824,964.4100181718695,0.39592153069938585,7.678989277337678e-06,719,True,50,14,['alpha'],"v4.0-K[2,6]-phiapprox"
10182,0.00959785282611847,0.33521172404289246,0.8850050568580627,2.482903003692627,0.0010000000474974513,469.336669921875,948.67333984375,971.4000881454222,948.7602963654891,0.3861944720441053,0.008614146150648594,696,False,49,26,"['alpha', 'epsilon']","v4.0-K[2,6]-phiapprox"
10183,0.047269485890865326,0.5643008351325989,0.3051486909389496,6.0,0.23874139785766602,571.688720703125,1153.37744140625,1176.2667481948552,1153.4615928789008,0.27625382614172667,7.741479748801794e-06,719,True,50,23,['capacity'],"v4.0-K[2,6]-phiapprox"
10185,0.047119855880737305,0.4645390510559082,0.7274850010871887,5.0,0.30006760358810425,631.7944946289062,1273.5889892578125,1296.4153141079894,1273.6742165305398,0.19002234904491666,0.6504424810409546,710,False,50,35,[],"v4.0-K[2,6]-phiapprox"
10186,0.03409592807292938,0.012239350937306881,0.9606568217277527,3.0,0.06294563412666321,271.5540466308594,553.1080932617188,575.9904411069599,553.1923629246401,0.6557393518208057,0.1352437436580658,718,False,49,17,[],"v4.0-K[2,6]-phiapprox"
10191,0.033924784511327744,0.1875699758529663,0.47779521346092224,6.0,0.11083223670721054,357.58837890625,725.1767578125,747.9889782809686,725.2622278979701,0.5402669922791392,8.417113349423744e-06,708,True,49,16,['capacity'],"v4.0-K[2,6]-phiapprox"
10192,0.0010000000474974513,0.4331980347633362,0.9662074446678162,2.5901198387145996,0.025772208347916603,631.8604736328125,1273.720947265625,1296.5402248982857,1273.806295772026,0.18879522023187822,3.5571938497014344e-06,709,True,49,6,['alpha'],"v4.0-K[2,6]-phiapprox"
10196,0.020168762654066086,0.22745029628276825,0.746155321598053,3.8181843757629395,0.1038903295993805,396.45135498046875,802.9027099609375,825.7850578061787,802.9869796238588,0.49740170647272475,9.587244676367845e-06,718,True,50,32,[],"v4.0-K[2,6]-phiapprox"
10197,0.025419408455491066,0.24993020296096802,0.5137636661529541,4.757315635681152,0.07173211872577667,373.1599426269531,756.3198852539062,779.1882860887094,756.4043922961598,0.5256077966691721,7.45044826544472e-06,716,True,50,32,[],"v4.0-K[2,6]-phiapprox"
10198,0.0010000000474974513,0.31495484709739685,0.9989998936653137,3.0,0.2676936984062195,434.6159362792969,879.2318725585938,900.0903755456483,879.3587224528856,0.17410339515956996,0.641130805015564,479,False,45,13,"['alpha', 'rho']","v4.0-K[2,6]-phiapprox"
10199,0.03414328396320343,0.21920090913772583,0.9479370713233948,3.6337661743164062,0.08767464756965637,314.1547546386719,638.3095092773438,661.1358341275205,638.394736550071,0.5972450973190866,7.166008799686097e-06,710,True,50,21,[],"v4.0-K[2,6]-phiapprox"
10200,0.02077278308570385,0.2097301185131073,0.7309868335723877,3.0,0.10500367730855942,402.1917419433594,814.3834838867188,837.272790675324,814.4676353593695,0.49083351857826985,0.2099875956773758,719,False,50,23,[],"v4.0-K[2,6]-phiapprox"
10201,0.0119255892932415,0.24741345643997192,0.9695725440979004,2.138044834136963,0.10274285823106766,492.6969299316406,995.3938598632812,1018.2831666518865,995.478011335932,0.376255810205294,7.944292519823648e-06,719,True,49,12,[],"v4.0-K[2,6]-phiapprox"
10202,0.01277726236730814,0.17779411375522614,0.8739277124404907,3.797835350036621,0.08807412534952164,387.9504089355469,785.9008178710938,808.7831657163349,785.9850875340151,0.5081787183857138,8.99954466149211e-06,718,True,50,9,[],"v4.0-K[2,6]-phiapprox"
10203,0.031485818326473236,0.0010000589536502957,0.6004846096038818,6.0,0.07787683606147766,298.2397766113281,606.4795532226562,629.3479540574594,606.5640602649098,0.6208525927205921,2.2209922008187277e-06,716,True,50,17,"['phi', 'capacity']","v4.0-K[2,6]-phiapprox"
