model,outcome,predictor,beta,se,ci_lower,ci_upper,t,p,r2,r2_adj,n,predictor_set
Q-Learning,alpha_neg,intercept,0.12074124582261006,0.03575159966378162,0.05010702745751901,0.19137546418770113,3.3772263886957687,0.0009299416890705811,0.00435095940714747,-0.0021993632283316966,154,IES-R
Q-Learning,alpha_neg,ies_total,-0.000781056802307828,0.0009583440462797049,-0.0026744513152918517,0.001112337710676196,-0.8150066829755904,0.41634364110913924,0.00435095940714747,-0.0021993632283316966,154,IES-R
Q-Learning,alpha_neg,intercept,0.12221085922873026,0.061514677648866437,0.0006702253316700768,0.24375149312579045,1.9866942963811873,0.04876572814049499,0.004356661591344069,-0.00883066739420113,154,LESS + IES-R
Q-Learning,alpha_neg,lec_total,-0.0001596137642111688,0.005427666330142504,-0.010883591058098632,0.010564363529676293,-0.02940743857535143,0.9765784718303525,0.004356661591344069,-0.00883066739420113,154,LESS + IES-R
Q-Learning,alpha_neg,ies_total,-0.0007776080467349095,0.000968634968016599,-0.002691435974105435,0.0011362198806356162,-0.8027875024243231,0.4233593245817914,0.004356661591344069,-0.00883066739420113,154,LESS + IES-R
Q-Learning,epsilon,intercept,0.23134991262447877,0.029060334083326627,0.17393558703603118,0.28876423821292635,7.961020405378472,3.6833967000843503e-13,0.020251720117573035,0.013806007749925575,154,LESS
Q-Learning,epsilon,lec_total,-0.004903095174207104,0.002766144261534545,-0.010368149595156832,0.0005619592467426236,-1.7725377676025709,0.0783084859347525,0.020251720117573035,0.013806007749925575,154,LESS
Q-Learning,epsilon,intercept,0.14931585639919026,0.01832562278810161,0.11311003473347123,0.1855216780649093,8.14792807457204,1.2625587742213362e-13,0.029846888701098195,0.02346430244255282,154,IES-R
Q-Learning,epsilon,ies_total,0.0010622724055885278,0.0004912298095331498,9.175265373649426e-05,0.0020327921574405613,2.162475454407134,0.0321454835607646,0.029846888701098195,0.02346430244255282,154,IES-R
Q-Learning,epsilon,intercept,0.2018658734301814,0.03108889427500525,0.14044046957922823,0.26329127728113455,6.493182795261936,1.1438457677712749e-09,0.05688573935051999,0.044394159739268524,154,LESS + IES-R
Q-Learning,epsilon,lec_total,-0.005707423457588898,0.00274308752231453,-0.011127212832090609,-0.0002876340830871866,-2.0806567093321013,0.03915431923340958,0.05688573935051999,0.044394159739268524,154,LESS + IES-R
Q-Learning,epsilon,ies_total,0.0011855920237532945,0.0004895382900912602,0.00021836279702790466,0.0021528212504786843,2.421857590613137,0.01662645020970278,0.05688573935051999,0.044394159739268524,154,LESS + IES-R
WM-RL,alpha_pos,intercept,0.05234880091578443,0.020648040173492442,0.011550228264613556,0.0931473735669553,2.5352915083431897,0.012259651101273628,0.00887859083680509,-0.010943837346458762,154,
WM-RL,alpha_pos,ies_intrusion,0.0006581501960260519,0.0028266803918290395,-0.004927102658902457,0.006243403050954561,0.2328350237007826,0.8162069200158764,0.00887859083680509,-0.010943837346458762,154,
WM-RL,alpha_pos,ies_avoidance,-0.0005385086739055469,0.0021237212709198355,-0.004734780854433981,0.0036577635066228874,-0.25356843258075273,0.8001762048170089,0.00887859083680509,-0.010943837346458762,154,
WM-RL,alpha_pos,ies_hyperarousal,-0.001777857697897856,0.0028651428664415615,-0.00743910876145235,0.0038833933656566384,-0.6205127565264877,0.5358618966544401,0.00887859083680509,-0.010943837346458762,154,
WM-RL,alpha_neg,intercept,0.012267784899170546,0.013341424296382395,-0.01409360648967562,0.03862917628801671,0.9195258786947528,0.3592969170396386,0.0007807329472263591,-0.01920365239382904,154,
WM-RL,alpha_neg,ies_intrusion,-0.0004491069806705219,0.0018264175263504926,-0.00405793510741175,0.0031597211460707066,-0.24589502355899837,0.8060996387037702,0.0007807329472263591,-0.01920365239382904,154,
