participant_id,alpha,phi,rho,capacity,kappa_s,epsilon,nll,aic,bic,aicc,pseudo_r2,grad_norm,n_trials,converged,n_successful_starts,n_near_best,at_bounds,parameterization_version
10143,0.006091996096074581,0.12215204536914825,0.16897320747375488,5.999999046325684,1.0,0.06747549772262573,303.2667541503906,618.5335083007812,646.0006764471075,618.6514858288712,0.6160705205014148,4.955740223522298e-06,719,True,49,18,"['alpha', 'capacity', 'kappa_s']","v4.0-K[2,6]-phiapprox"
10145,0.7283731698989868,0.2921525537967682,0.9990000128746033,4.710773468017578,1.0,0.1409289538860321,331.5970458984375,675.194091796875,702.6109803193608,675.3130719668467,0.5766723161145335,9.476716513745487e-06,713,True,49,17,"['rho', 'kappa_s']","v4.0-K[2,6]-phiapprox"
10147,0.0010000000474974513,0.05450621619820595,0.261697381734848,3.5088346004486084,1.0,0.06508075445890427,257.1621398925781,526.3242797851562,553.7663607869201,526.4427565129419,0.6730739283051357,8.951057679951191e-06,716,True,49,15,"['alpha', 'kappa_s']","v4.0-K[2,6]-phiapprox"
10148,0.0053770472295582294,0.15711139142513275,0.1868501752614975,2.3397257328033447,0.9855884313583374,0.22407208383083344,550.3977661132812,1112.7955322265625,1140.144719043436,1112.9158760661041,0.28937072771050787,8.23525624582544e-06,705,True,50,37,['alpha'],"v4.0-K[2,6]-phiapprox"
10149,0.005127079784870148,0.2285972386598587,0.16414667665958405,3.09417724609375,0.5749105215072632,0.0716126412153244,522.0274658203125,1056.054931640625,1083.4718201631108,1056.1739118105966,0.33356258518057647,0.0005605902406387031,713,False,50,39,['alpha'],"v4.0-K[2,6]-phiapprox"
10150,0.2545461356639862,0.6394325494766235,0.9224039912223816,5.000000476837158,1.0,0.0807589665055275,340.3225402832031,692.6450805664062,720.0787758225703,692.7637246342028,0.5667483554250861,1.5362058877944946,715,False,44,32,['kappa_s'],"v4.0-K[2,6]-phiapprox"
10151,0.005631518084555864,0.13952547311782837,0.200357124209404,4.338692665100098,0.7382689714431763,0.07160046696662903,353.4232482910156,718.8464965820312,746.2969516256289,718.9648064411862,0.5513253776898762,3.5917041714128572e-06,717,True,50,31,['alpha'],"v4.0-K[2,6]-phiapprox"
10152,0.01006690226495266,0.21499617397785187,0.1912156492471695,3.138211727142334,1.0,0.08234758675098419,390.3556823730469,792.7113647460938,820.17853289242,792.8293422741837,0.5058177267974499,7.921463293314446e-06,719,True,50,37,"['alpha', 'kappa_s']","v4.0-K[2,6]-phiapprox"
10154,0.007464060094207525,0.05152300000190735,0.12750382721424103,2.0,0.6944315433502197,0.011746850796043873,328.7100524902344,669.4201049804688,696.8705600240664,669.5384148396237,0.5826990460764603,8.211077329178806e-06,717,True,50,37,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox"
10155,0.003946667071431875,0.12125372886657715,0.157071053981781,6.0,1.0,0.14210200309753418,425.2222595214844,862.4445190429688,889.8614075654546,862.5634992129404,0.4571472922140922,8.048018571571447e-06,713,True,45,10,"['alpha', 'capacity', 'kappa_s']","v4.0-K[2,6]-phiapprox"
10156,0.0423579141497612,0.1100027859210968,0.13497589528560638,2.0,-0.43211305141448975,0.08123863488435745,288.4189147949219,588.8378295898438,616.2462970583156,588.9569785260139,0.6312777950175823,9.896556548483204e-06,712,True,50,31,['capacity'],"v4.0-K[2,6]-phiapprox"
10157,0.0035034632310271263,0.13158383965492249,0.14570266008377075,3.5097503662109375,0.6953513622283936,0.008219637908041477,370.8243103027344,753.6486206054688,781.115788751795,753.7665981335587,0.5305440425251859,8.292825441458263e-06,719,True,50,29,"['alpha', 'epsilon']","v4.0-K[2,6]-phiapprox"
10158,0.012924889102578163,0.0858021229505539,0.18405787646770477,6.0,1.0,0.05578763782978058,222.7229766845703,457.4459533691406,484.8880343709045,457.56443009692623,0.7168558798192871,9.268846042687073e-06,716,True,49,20,"['capacity', 'kappa_s']","v4.0-K[2,6]-phiapprox"
10159,0.005658031441271305,0.06297288835048676,0.16736601293087006,2.9999678134918213,0.5409269332885742,0.05692024528980255,312.5960693359375,637.192138671875,664.6342196736389,637.3106153996606,0.6026016698338925,0.28636011481285095,716,False,49,7,['alpha'],"v4.0-K[2,6]-phiapprox"
10160,0.008316508494317532,0.20507360994815826,0.09558927267789841,6.0,0.5912250280380249,0.03572307154536247,424.17059326171875,860.3411865234375,887.7916415670352,860.4594963825924,0.4615108608530075,0.00011793756857514381,717,False,50,31,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox"
10162,0.01207719836384058,0.14116498827934265,0.4368557929992676,2.0,0.5462015867233276,0.09551354497671127,334.02630615234375,680.0526123046875,707.477910078725,680.1714241858756,0.5741682820936574,6.160290922707645e-06,714,True,50,32,['capacity'],"v4.0-K[2,6]-phiapprox"
10163,0.004218945279717445,0.20534676313400269,0.24108079075813293,3.571101188659668,1.0,0.12005329132080078,461.0627746582031,934.1255493164062,961.5927174627325,934.2435268444962,0.41630400079095053,6.455887159972917e-06,719,True,50,37,"['alpha', 'kappa_s']","v4.0-K[2,6]-phiapprox"
10164,0.0019828849472105503,0.16691143810749054,0.10949600487947464,2.999999761581421,0.3325451612472534,0.10300421714782715,628.9678955078125,1269.935791015625,1297.4029591619512,1270.0537685437148,0.20373956776058322,0.5486747026443481,719,False,50,22,['alpha'],"v4.0-K[2,6]-phiapprox"
10165,0.004413999151438475,0.23228885233402252,0.34499192237854004,2.0,0.5762853622436523,0.24335677921772003,603.6158447265625,1219.231689453125,1246.6485779756108,1219.3506696230966,0.22940417996688445,6.7930668592453e-06,713,True,50,28,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox"
10166,0.008740494027733803,0.1786895990371704,0.18077120184898376,2.0,0.9736776351928711,0.0524696409702301,392.68780517578125,797.3756103515625,824.8009081256,797.4944222327506,0.49938397186415506,8.314727892866358e-06,714,True,50,34,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox"
10168,0.006574926897883415,0.0010000000474974513,0.30857986211776733,2.0,1.0,0.10114701837301254,295.91986083984375,603.8397216796875,631.2985390939768,603.9578651396031,0.6248497698128402,9.32991588342702e-06,718,True,50,26,"['alpha', 'phi', 'capacity', 'kappa_s']","v4.0-K[2,6]-phiapprox"
10169,0.011644604615867138,0.2600114047527313,0.3854145407676697,2.0,1.0,0.04907901957631111,351.092529296875,714.18505859375,741.6019471162358,714.3040387637217,0.5517837414563146,8.76180456543807e-06,713,True,50,39,"['capacity', 'kappa_s']","v4.0-K[2,6]-phiapprox"
10170,0.21156688034534454,0.6470031142234802,0.8977981209754944,5.000000476837158,1.0,0.09178359806537628,344.4291076660156,700.8582153320312,728.3170327463206,700.9763587919468,0.5633525284266214,0.18819136917591095,718,False,45,15,['kappa_s'],"v4.0-K[2,6]-phiapprox"
10171,0.006555721163749695,0.093645840883255,0.17213934659957886,2.999999761581421,0.7677860260009766,0.06990087032318115,346.8966064453125,705.793212890625,733.2520303049143,705.9113563505406,0.5602243749717888,0.006999719887971878,718,False,49,11,['alpha'],"v4.0-K[2,6]-phiapprox"
10172,0.0029085478745400906,0.0010000000474974513,0.43710625171661377,2.0,1.0,0.2130354791879654,417.7658386230469,847.5316772460938,874.99884539242,847.6496547741837,0.4711170321844863,2.6474936021259055e-06,719,True,47,9,"['alpha', 'phi', 'capacity', 'kappa_s']","v4.0-K[2,6]-phiapprox"
10174,0.007602575235068798,0.20093902945518494,0.33512553572654724,2.0,0.4361104965209961,0.07000353932380676,410.3175964355469,832.6351928710938,860.0604906451313,832.7540047522818,0.47690872317804633,7.591122084704693e-06,714,True,50,34,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox"
10175,0.00853579118847847,0.24838553369045258,0.22580187022686005,3.0,0.891963005065918,0.13877683877944946,481.35919189453125,974.7183837890625,1002.1688388326602,974.8366936482174,0.3889093186055823,0.14908376336097717,717,False,50,33,['alpha'],"v4.0-K[2,6]-phiapprox"
10177,0.007787169888615608,0.07789609581232071,0.21403400599956512,2.0,1.0,0.10182040929794312,371.3799133300781,754.7598266601562,782.1935219163203,754.8784707279528,0.5272103984694935,8.817170964903198e-06,715,True,50,31,"['alpha', 'capacity', 'kappa_s']","v4.0-K[2,6]-phiapprox"
10178,0.010079561732709408,0.21294274926185608,0.42629432678222656,2.0,0.8442065715789795,0.027289224788546562,290.37109375,592.7421875,620.2010049142893,592.8603309599156,0.6318841785378985,9.61601017479552e-06,718,True,50,20,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox"
10179,0.361412912607193,0.604915976524353,0.8135777711868286,6.0,0.7065747976303101,0.033775053918361664,197.84063720703125,407.6812744140625,435.1233554158264,407.7997511418481,0.7484883958007139,6.2387980506173335e-06,716,True,50,14,['capacity'],"v4.0-K[2,6]-phiapprox"
10180,0.004371826536953449,0.16535991430282593,0.19644881784915924,2.0,0.5855691432952881,0.1514609158039093,550.369384765625,1112.73876953125,1140.1134340934123,1112.8585983472271,0.2924183571353802,9.227228474628646e-06,708,True,50,33,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox"
10181,0.0059495652094483376,0.1551392823457718,0.15352684259414673,2.5958986282348633,0.3596029281616211,0.05571132153272629,468.6687316894531,949.3374633789062,976.8046315252325,949.4554409069962,0.4066750154698351,9.738952940097079e-06,719,True,50,40,['alpha'],"v4.0-K[2,6]-phiapprox"
10182,0.006158489268273115,0.21425484120845795,0.19607815146446228,2.022819995880127,0.4425497055053711,0.01938764750957489,458.316162109375,928.63232421875,955.9044221807566,928.754240038779,0.4006072572571585,9.370959560328629e-06,696,True,50,27,['alpha'],"v4.0-K[2,6]-phiapprox"
10183,0.0010000000474974513,0.053240884095430374,0.05453575775027275,3.8257017135620117,1.0,0.034601014107465744,529.9933471679688,1071.9866943359375,1099.4538624822637,1072.1046718640273,0.32903931231774575,7.786578862578608e-06,719,True,46,28,"['alpha', 'kappa_s']","v4.0-K[2,6]-phiapprox"
10185,0.0020929910242557526,0.24060092866420746,0.26170459389686584,2.0,0.8188661336898804,0.18774117529392242,610.7335205078125,1233.467041015625,1260.8586308358372,1233.5865289245867,0.21702308819420146,5.579462140303804e-06,710,True,47,14,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox"
10186,0.0010000000474974513,0.0010000000474974513,0.1922721415758133,2.999999761581421,1.0,0.06326581537723541,262.2161560058594,536.4323120117188,563.8911294260081,536.5504554716343,0.6675773940782235,0.012809154577553272,718,False,49,5,"['alpha', 'phi', 'kappa_s']","v4.0-K[2,6]-phiapprox"
10191,0.009316317737102509,0.04104543849825859,0.09646013379096985,5.3113694190979,0.770310640335083,0.11284247040748596,353.6361999511719,719.2723999023438,746.6470644645061,719.3922287183209,0.5453481057191973,8.2056876635761e-06,708,True,50,6,['alpha'],"v4.0-K[2,6]-phiapprox"
10192,0.0010000000474974513,0.21488288044929504,0.1593228429555893,2.0,0.2524329423904419,0.02798784337937832,636.65283203125,1285.3056640625,1312.6887972216928,1285.4253221821582,0.18264262135696652,6.936158115422586e-06,709,True,50,19,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox"
10196,0.007972383871674538,0.09133899956941605,0.08286752551794052,4.999999523162842,0.4843721389770508,0.0819300040602684,397.7449035644531,807.4898071289062,834.9486245431956,807.6079505888218,0.49576181975588607,0.019047383219003677,718,False,50,33,['alpha'],"v4.0-K[2,6]-phiapprox"
10197,0.009832807816565037,0.16041044890880585,0.15968236327171326,4.999999523162842,0.9274766445159912,0.09113755822181702,367.43780517578125,746.8756103515625,774.3176913533264,746.9940870793481,0.5328822575186234,0.007854493334889412,716,False,50,34,['alpha'],"v4.0-K[2,6]-phiapprox"
10198,0.0010000000474974513,0.04858306050300598,0.04451526328921318,3.0,1.0,0.0010000000474974513,343.8565673828125,699.713134765625,724.7433383500905,699.8911008673199,0.34657257627329807,0.32240280508995056,479,False,50,4,"['alpha', 'kappa_s', 'epsilon']","v4.0-K[2,6]-phiapprox"
10199,0.008606727235019207,0.12466400116682053,0.31241658329963684,2.424376964569092,0.7672241926193237,0.06798622757196426,306.113525390625,624.22705078125,651.6186406014622,624.3465386902116,0.6075541709696095,9.901046723825857e-06,710,True,50,37,['alpha'],"v4.0-K[2,6]-phiapprox"
10200,0.013626161031425,0.1627153605222702,0.1629299372434616,2.999999761581421,0.7499756813049316,0.11193359643220901,395.67083740234375,803.3416748046875,830.8088429510137,803.4596523327774,0.49908884974144296,0.010970581322908401,719,False,50,23,[],"v4.0-K[2,6]-phiapprox"
10201,0.005181008949875832,0.09649215638637543,0.1301276534795761,2.0,1.0,0.08449148386716843,464.9689636230469,941.9379272460938,969.40509539242,942.0559047741837,0.4113588458223585,7.398006346193142e-06,719,True,50,24,"['alpha', 'capacity', 'kappa_s']","v4.0-K[2,6]-phiapprox"
10202,0.009670204482972622,0.16705895960330963,0.2883819341659546,2.9999990463256836,1.0,0.11990907043218613,382.0572509765625,776.114501953125,803.5733193674143,776.2326454130406,0.5156497261057358,0.09152145683765411,718,False,50,27,"['alpha', 'kappa_s']","v4.0-K[2,6]-phiapprox"
10203,0.07700900733470917,0.521915078163147,0.8981272578239441,2.0,0.9223560094833374,0.08928263187408447,294.5247802734375,601.049560546875,628.4916415486389,601.1680372746606,0.6255754075160154,9.867527296592016e-06,716,True,50,3,['capacity'],"v4.0-K[2,6]-phiapprox"
10204,0.01040353998541832,0.17688433825969696,0.19399519264698029,3.80971622467041,0.7075586318969727,0.05432024598121643,328.40447998046875,668.8089599609375,696.2677773752268,668.9271034208531,0.5836676324816008,4.36944992543431e-06,718,True,50,32,['alpha'],"v4.0-K[2,6]-phiapprox"
10208,0.006867379415780306,0.1617402732372284,0.07153785228729248,6.0,0.985547661781311,0.07989095896482468,451.68878173828125,915.3775634765625,942.6323952396033,915.4998342189206,0.40757226604398933,8.180708391591907e-06,694,True,50,25,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox"
10209,0.005756824277341366,0.132452130317688,0.23777306079864502,2.0,0.5488784313201904,0.0988355502486229,437.1488037109375,886.297607421875,913.731302678039,886.4162514896716,0.44348253285218064,3.266091198383947e-06,715,True,50,18,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox"
10212,0.013925372622907162,0.08257339149713516,0.1509026437997818,2.0,0.606799840927124,0.14323528110980988,423.01605224609375,858.0321044921875,885.4741854939514,858.1505812199731,0.4622265303809746,9.085946658160537e-06,716,True,50,25,['capacity'],"v4.0-K[2,6]-phiapprox"
10215,0.008613407611846924,0.18805159628391266,0.28844955563545227,2.0,1.0,0.18596695363521576,500.3292541503906,1012.6585083007812,1040.1256764471075,1012.7764858288712,0.36659344456657317,7.940149771457072e-06,719,True,50,32,"['alpha', 'capacity', 'kappa_s']","v4.0-K[2,6]-phiapprox"
10216,0.003657904453575611,0.14535196125507355,0.16926737129688263,2.0,0.6402733325958252,0.08872964233160019,534.015869140625,1080.03173828125,1107.4821933248477,1080.150048140405,0.32206109939606575,9.408499863639008e-06,717,True,50,29,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox"
10217,0.0030747256241738796,0.013791827484965324,0.05936039984226227,6.0,0.7331706285476685,0.02548304945230484,348.6499328613281,709.2998657226562,736.7670338689825,709.4178432507462,0.5586163487466007,7.955627552291844e-06,719,True,50,9,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox"
10218,0.0020488211885094643,0.20976723730564117,0.17217673361301422,2.0,0.5016657114028931,0.035660114139318466,585.8275146484375,1183.655029296875,1210.9098610599158,1183.777300039233,0.231638063587441,2.5307756459369557e-06,694,True,49,27,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox"
10220,0.009911681525409222,0.2691386640071869,0.27959898114204407,2.9782586097717285,1.0,0.13853350281715393,449.53546142578125,911.0709228515625,938.5297402658518,911.1890663114781,0.4301047204045382,7.6149290180183016e-06,718,True,50,36,"['alpha', 'kappa_s']","v4.0-K[2,6]-phiapprox"
10221,0.002995592076331377,0.30381447076797485,0.08372713625431061,5.0,0.8685969114303589,0.0010000000474974513,584.243896484375,1180.48779296875,1207.8539769641295,1180.60779296875,0.24780521570383662,0.05594668909907341,707,False,50,18,"['alpha', 'epsilon']","v4.0-K[2,6]-phiapprox"
10222,0.007694065570831299,0.13027843832969666,0.11965587735176086,3.0,0.6170511245727539,0.03520681709051132,385.400146484375,782.80029296875,810.1918827889622,782.9197808777116,0.50590657566506,0.06443167477846146,710,False,50,38,['alpha'],"v4.0-K[2,6]-phiapprox"
10224,0.0036918306723237038,0.1729414016008377,0.06691626459360123,4.999999523162842,0.8696155548095703,0.0010000000474974513,516.6469116210938,1045.2938232421875,1072.7442782857852,1045.4121331013425,0.3441111781406857,0.3611782491207123,717,False,50,22,"['alpha', 'epsilon']","v4.0-K[2,6]-phiapprox"
10225,0.09516091644763947,0.7886548638343811,0.7027856111526489,6.0,0.7564041614532471,0.055282317101955414,302.7030944824219,617.4061889648438,644.8230774873296,617.5251691348154,0.6135592838439969,8.614137186668813e-06,713,True,50,31,['capacity'],"v4.0-K[2,6]-phiapprox"
10226,0.0051054572686553,0.15241706371307373,0.0855749100446701,6.0,0.5463459491729736,0.10646315664052963,514.844482421875,1041.68896484375,1069.1477822580393,1041.8071083036657,0.3473096887008609,9.75743660092121e-06,718,True,49,33,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox"
10227,0.004972471389919519,0.11289254575967789,0.5003992319107056,2.0,1.0,0.10385265201330185,333.2669372558594,678.5338745117188,705.9843295553164,678.6521843708737,0.5769140317600165,8.599636203143746e-06,717,True,50,13,"['alpha', 'capacity', 'kappa_s']","v4.0-K[2,6]-phiapprox"
10228,0.012867611832916737,0.0010000000474974513,0.05642460659146309,2.999999761581421,0.42759644985198975,0.028791144490242004,296.0254211425781,604.0508422851562,631.4593097536281,604.1699912213264,0.6215534404456402,0.029602203518152237,712,False,48,11,['phi'],"v4.0-K[2,6]-phiapprox"
10229,0.08006589859724045,0.5863705277442932,0.9043886661529541,5.000000476837158,0.853891134262085,0.13634075224399567,478.38934326171875,968.7786865234375,996.1448705188169,968.8986865234375,0.3840894684058451,0.5223050117492676,707,False,50,35,[],"v4.0-K[2,6]-phiapprox"
10231,0.0011619885917752981,0.16503508388996124,0.06479522585868835,2.0,0.5218602418899536,0.1692429631948471,725.3311157226562,1462.6622314453125,1490.1210488596018,1462.7803749052282,0.08046680525937089,9.584432518749963e-06,718,True,50,11,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox"
10234,0.011388610117137432,0.1907893866300583,0.2552456557750702,3.0,0.6032767295837402,0.07158739864826202,344.6758728027344,701.3517456054688,728.7264101676311,701.4715744214459,0.5568679379987413,0.021713867783546448,708,False,50,33,[],"v4.0-K[2,6]-phiapprox"
10235,0.003647091332823038,0.12395745515823364,0.30263781547546387,2.0,0.5149906873703003,0.13618877530097961,466.4420166015625,944.884033203125,972.3595404751857,945.0018452648361,0.4103141382532379,9.985580618376844e-06,720,True,50,29,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox"
10236,0.005936162080615759,0.07977261394262314,0.24941661953926086,2.0,0.5480135679244995,0.05180441588163376,326.2024230957031,664.4048461914062,691.8636636056956,664.5229896513218,0.5864592739241877,9.670109648141079e-06,718,True,50,6,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox"
10239,0.008749780245125294,0.15572920441627502,0.2040269672870636,2.7391750812530518,1.0,0.1083386167883873,403.1415100097656,818.2830200195312,845.7418374338206,818.4011634794468,0.48892031157038374,8.085536137514282e-06,718,True,50,34,"['alpha', 'kappa_s']","v4.0-K[2,6]-phiapprox"
10240,0.3946046531200409,0.9262934923171997,0.827052652835846,6.0,0.7193474769592285,0.00843776948750019,171.44447326660156,354.8889465332031,382.36445380526374,355.00675859491423,0.7832562711727266,3.836803443846293e-06,720,True,49,30,"['capacity', 'epsilon']","v4.0-K[2,6]-phiapprox"
10241,0.0010000000474974513,0.03344622626900673,0.2016046643257141,2.517860174179077,1.0,0.1260250359773636,382.20001220703125,776.4000244140625,803.8755316861232,776.5178364757736,0.5168146617665335,6.779517207178287e-06,720,True,49,3,"['alpha', 'kappa_s']","v4.0-K[2,6]-phiapprox"
10242,0.010276450775563717,0.16784419119358063,0.3634240925312042,3.0,0.6445236206054688,0.03661581501364708,257.6035461425781,527.2070922851562,554.6742604314825,527.3250698132462,0.6738792035922794,0.12599611282348633,719,False,50,22,['alpha'],"v4.0-K[2,6]-phiapprox"
10243,0.004474538844078779,0.20542755722999573,0.14855888485908508,3.000011444091797,0.9344800710678101,0.07452820241451263,498.68133544921875,1009.3626708984375,1036.762705477257,1009.4819890802556,0.36157621221865643,0.31724339723587036,711,False,50,13,['alpha'],"v4.0-K[2,6]-phiapprox"
10245,0.12008007615804672,0.213414266705513,0.8746536374092102,4.84818172454834,-1.0,0.16142411530017853,363.50079345703125,739.0015869140625,766.4687550603887,739.1195644421524,0.539815464374729,6.190799922478618e-06,719,True,50,27,[],"v4.0-K[2,6]-phiapprox"
10246,0.021712832152843475,0.4004368782043457,0.45358267426490784,2.0,0.7053022384643555,0.09085763245820999,376.94720458984375,765.8944091796875,793.3281044358515,766.0130532474841,0.5201228923286607,6.870735887787305e-06,715,True,50,24,['capacity'],"v4.0-K[2,6]-phiapprox"
10248,0.015433269552886486,0.25859183073043823,0.4373551905155182,2.0,0.8791474103927612,0.07517477124929428,350.7161865234375,713.432373046875,740.8911904611643,713.5505165067906,0.5553821303807697,7.634796929778531e-06,718,True,50,37,['capacity'],"v4.0-K[2,6]-phiapprox"
