participant_id,alpha,phi,rho,capacity,kappa_s,epsilon,nll,aic,bic,aicc,pseudo_r2,grad_norm,n_trials,converged,n_successful_starts,n_near_best,at_bounds,parameterization_version
10075,0.007476885803043842,0.10517041385173798,0.17839819192886353,2.9999983310699463,1.0,0.11050373315811157,384.09326171875,780.1865234375,807.6369784810977,780.3048332966549,0.5123894651332574,0.5977628231048584,717,False,46,25,"['alpha', 'kappa_s']","v4.0-K[2,6]-phiapprox"
10076,0.0028586257249116898,0.20709767937660217,0.21650709211826324,2.0,0.6525640487670898,0.00864980835467577,491.46417236328125,994.9283447265625,1022.3199345467747,995.0478326355241,0.36992962230034954,9.013083399622701e-06,710,True,50,30,"['alpha', 'capacity', 'epsilon']","v4.0-K[2,6]-phiapprox"
10077,0.1776730716228485,0.41701540350914,0.8798388242721558,4.999999523162842,0.3723106384277344,0.10748106986284256,330.0129699707031,672.0259399414062,699.4931080877325,672.1439174694962,0.5822103608303777,0.03282403573393822,719,False,50,28,[],"v4.0-K[2,6]-phiapprox"
10078,0.01634681224822998,0.1595260202884674,0.09855826199054718,6.0,0.30140817165374756,0.08700963109731674,371.3606872558594,754.7213745117188,782.188542658045,754.8393520398087,0.5298650003235268,9.128031706495676e-06,719,True,50,22,['capacity'],"v4.0-K[2,6]-phiapprox"
10079,0.00957256555557251,0.20064902305603027,0.376011461019516,2.0,0.9046183824539185,0.026281200349330902,295.519775390625,603.03955078125,630.5067189275762,603.1575283093399,0.6258780364332417,8.078672181000002e-06,719,True,50,15,"['alpha', 'capacity']","v4.0-K[2,6]-phiapprox"
10081,0.004811340011656284,0.16601532697677612,0.11064354330301285,4.966391086578369,0.9985854625701904,0.0010000000474974513,349.69268798828125,711.3853759765625,738.8274569783264,711.5038527043481,0.5554413381682779,7.864730832807254e-06,716,True,50,26,"['alpha', 'kappa_s', 'epsilon']","v4.0-K[2,6]-phiapprox"
10083,0.011396556161344051,0.2482428103685379,0.12228064239025116,5.0,0.7384790182113647,0.04812069237232208,389.8243408203125,791.648681640625,818.980822991489,791.7693712957974,0.49525831222105565,0.043719854205846786,703,False,50,41,[],"v4.0-K[2,6]-phiapprox"
10084,0.9757857918739319,0.787850022315979,0.8380618691444397,6.0,-0.23024219274520874,0.05135227367281914,218.9393310546875,449.878662109375,477.32911715297274,449.9969719685299,0.7220541598641341,3.11248049911228e-06,717,True,50,9,['capacity'],"v4.0-K[2,6]-phiapprox"
10086,0.0010000000474974513,0.046898551285266876,0.026654137298464775,4.569303512573242,1.0,0.0010000000474974513,432.15130615234375,876.3026123046875,902.976931221001,876.4374437653616,0.37561734809859215,6.966879936953774e-06,630,True,48,2,"['alpha', 'kappa_s', 'epsilon']","v4.0-K[2,6]-phiapprox"
10087,0.013855084776878357,0.12472110986709595,0.29906415939331055,2.0,0.6381098031997681,0.08181334286928177,320.0602111816406,652.1204223632812,679.5457201373188,652.2392342444693,0.5919728864145675,4.923919732391369e-06,714,True,50,38,['capacity'],"v4.0-K[2,6]-phiapprox"
