dataset,subject,nll,converged,true_alpha_pos,recovered_alpha_pos,true_alpha_neg,recovered_alpha_neg,true_phi,recovered_phi,true_rho,recovered_rho,true_capacity,recovered_capacity,true_kappa,recovered_kappa,true_phi_rl,recovered_phi_rl,true_epsilon,recovered_epsilon
1,16,484.3512268066406,True,0.30232165461778376,0.9990000128746033,0.6774170460532248,0.0010000000474974513,0.312381168002483,0.06509733200073242,0.5362023019366003,0.38417160511016846,6.014996320450644,7.0,0.8734574762094053,0.8568392992019653,0.7945149485248093,0.8311486840248108,0.37212974769549145,0.3246399164199829
1,17,1353.061279296875,True,0.6953287656975744,0.23286950588226318,0.6508071145814938,0.9251043796539307,0.6394344116281828,0.6312251091003418,0.9822580256228067,0.46508967876434326,3.68064581898168,6.587042331695557,0.0601126980491542,0.06634096056222916,0.5326433129156631,0.4574899971485138,0.5410190971156709,0.5206873416900635
1,18,1051.1842041015625,True,0.3330779187955817,0.9990000128746033,0.2877030022007904,0.24352815747261047,0.9571818174303417,0.9990000128746033,0.6650465259808952,0.8412230014801025,3.428977239365265,5.002593517303467,0.5064719114527244,0.5006253123283386,0.918516115070364,0.6971158981323242,0.5358405128464124,0.0010000000474974513
1,19,1180.2125244140625,True,0.5279203247198864,0.9990000128746033,0.48024944730407554,0.039093635976314545,0.8971976928653467,0.9871000647544861,0.3202677221541614,0.9363000988960266,6.537172388845324,4.999806880950928,0.28463227554283244,0.2702682614326477,0.7769740614408712,0.4009344279766083,0.9251944812595371,0.0010000000474974513
1,20,572.4186401367188,True,0.7249733652171803,0.10321586579084396,0.4282779524318773,0.9990000128746033,0.777842480407636,0.6374182105064392,0.18270648229733752,0.9990000128746033,5.5968364157557575,2.0000290870666504,0.8217861140798617,0.8286508917808533,0.4821785972449086,0.4805052876472473,0.48622991376437186,0.18749108910560608
1,21,620.4004516601562,True,0.7592651773632114,0.06606931984424591,0.40695759769339324,0.9990000128746033,0.39237535885314817,0.9990000128746033,0.028910877199172798,0.9990000128746033,2.1525250603275925,3.0509872436523438,0.7764095950130415,0.7898255586624146,0.30613501899156303,0.32770687341690063,0.8955786700945015,0.0010000000474974513
1,22,987.2491455078125,True,0.05196166777094904,0.1089535728096962,0.565419348876468,0.9990000128746033,0.570284294370821,0.3605586886405945,0.2944867089258066,0.13838090002536774,1.2900027476596485,1.415966510772705,0.5655585340373177,0.5670285224914551,0.6007035131749265,0.7082809805870056,0.04957786378483164,0.0010000000474974513
1,23,604.0352172851562,True,0.2569928861737697,0.9225714802742004,0.16660319070446142,0.4000796973705292,0.7763816108212322,0.7373477816581726,0.13057794456122987,0.30959296226501465,4.04798596084721,6.029601573944092,0.7772351927581962,0.7744542360305786,0.1440365812975455,0.18509460985660553,0.2438899668099644,0.28047803044319153
1,24,967.5067138671875,True,0.7725891051159136,0.4038296043872833,0.8791404174977812,0.8921401500701904,0.4332940031718755,0.4755256474018097,0.7981082930539919,0.6021822094917297,6.8010604051424135,4.8253021240234375,0.47471855042937505,0.4638969898223877,0.0891655650428351,0.08343950659036636,0.2904064024444545,0.31378602981567383
1,25,1394.4893798828125,True,0.11407451183843471,0.06413771212100983,0.6582368915778598,0.5215039253234863,0.45089953036187136,0.41517218947410583,0.799582370537397,0.4679691791534424,6.702213479117131,6.227252006530762,0.04734464176256892,0.058837540447711945,0.4719281696477957,0.37855058908462524,0.5991851249563721,0.5183147192001343
1,26,497.1921081542969,True,0.9265166938199836,0.5145331621170044,0.7813074735046593,0.9990000128746033,0.4309611928900364,0.3312505781650543,0.1516183161884712,0.0010000000474974513,1.6285653918544467,1.0,0.8301087301952821,0.8426334261894226,0.5624021640700417,0.44924214482307434,0.2744004914272564,0.25293639302253723
1,27,992.2044677734375,True,0.5830275162282262,0.7752841114997864,0.22580362615107333,0.2453848272562027,0.6609858595540936,0.5306218266487122,0.09833991137369699,0.5842747688293457,5.616121195769845,4.512019157409668,0.4865772771017307,0.49569979310035706,0.27179239318361037,0.0010000000474974513,0.6932617690889185,0.7400254011154175
1,28,1242.756103515625,True,0.5893945515231728,0.8168236017227173,0.4513644010700027,0.0010000000474974513,0.9023772287878169,0.15031777322292328,0.1247977456475189,0.23233462870121002,1.2190497483138456,1.2883672714233398,0.3601391652732039,0.32569169998168945,0.6393195196886257,0.7640798091888428,0.8060084311198406,0.650717556476593
1,29,1253.3719482421875,True,0.3481359800555239,0.19817280769348145,0.7834847065355164,0.9990000128746033,0.2015732785166469,0.7358842492103577,0.056491707122758625,0.928723156452179,1.3385535417528027,1.9941966533660889,0.2534891882930985,0.22424642741680145,0.6425939257412562,0.5075664520263672,0.38939055938594397,0.4042694568634033
1,30,1089.9886474609375,True,0.2589848580769293,0.9990000128746033,0.16508949896138167,0.1913633942604065,0.9448964198880833,0.8950217962265015,0.740733526334195,0.7104183435440063,4.180300509571486,3.7041125297546387,0.5385479729427479,0.5197933912277222,0.3950874188403028,0.6073409914970398,0.03799438305422614,0.21162822842597961
1,31,922.0206298828125,True,0.7497543122099513,0.31112295389175415,0.48542046063972144,0.9990000128746033,0.12774614061871556,0.07664306461811066,0.2600315331953751,0.2847711145877838,5.480711013679618,2.567328453063965,0.5968416070627729,0.5921874642372131,0.9371701098820394,0.8625703454017639,0.10409598449487878,0.0010000000474974513
1,32,1249.8282470703125,True,0.346064336491999,0.974443793296814,0.7820853261498112,0.03073655627667904,0.08814757730305393,0.05683191493153572,0.9364922196139923,0.9990000128746033,4.609411558536421,4.216898441314697,0.026127685296101655,0.0,0.34460266088104935,0.19299101829528809,0.510343141731647,0.5000331401824951
1,33,566.095947265625,True,0.18506579405422205,0.09041620045900345,0.06980120020217812,0.0010000000474974513,0.7652418859885756,0.6996790766716003,0.9006210495906793,0.7768748998641968,3.4355762911569108,6.695692539215088,0.8498865230520117,0.8226601481437683,0.7892729541099266,0.0010000000474974513,0.5689047690083734,0.41793587803840637
1,34,1182.3135986328125,True,0.7473616109426235,0.2687004804611206,0.46224597258253397,0.9990000128746033,0.732033804692429,0.6625426411628723,0.513716625052647,0.9990000128746033,1.7394276812225946,3.0002992153167725,0.29180170500655966,0.3006879389286041,0.6239629065543563,0.7282292246818542,0.38941875768533685,0.46473726630210876
1,35,425.9803161621094,True,0.3865900659311062,0.752211332321167,0.33230947812143663,0.3365201950073242,0.8848674205468001,0.6023936867713928,0.4237397711657463,0.9990000128746033,5.477548517015799,2.99633526802063,0.8692360435084774,0.8804835677146912,0.987858409624929,0.001144884154200554,0.8754430825079076,0.6955924034118652
1,36,1259.379638671875,True,0.2686740725036917,0.9982516765594482,0.5107431573215633,0.5720527172088623,0.06834799217031887,0.9378564953804016,0.3363996441044501,0.9990000128746033,6.8561000358169295,2.0498580932617188,0.2677412269257927,0.24037101864814758,0.9161292455284625,0.020400041714310646,0.8850863941666728,0.8642085790634155
1,37,1324.8834228515625,True,0.48437494694035105,0.3171135485172272,0.6420342492302157,0.9971132278442383,0.060872073385966764,0.005114378407597542,0.06280306480713416,0.9990000128746033,6.762118447815006,3.919945240020752,0.1299796947949221,0.12166079133749008,0.5323645146324201,0.17794442176818848,0.9164019526020061,0.8953028917312622
1,38,795.584228515625,True,0.12014793001478967,0.0010000000474974513,0.865716576062619,0.8809797167778015,0.12309139966118009,0.14342212677001953,0.7675868223726693,0.19246123731136322,2.6687975337873633,3.0065224170684814,0.7200593611241122,0.7394254803657532,0.5058121241836191,0.6536621451377869,0.7124453902467105,0.148130863904953
1,39,994.1887817382812,True,0.8019726684230003,0.8070167303085327,0.7210201469662393,0.6600160002708435,0.18574750551251185,0.21862611174583435,0.3003268013927295,0.3430263102054596,6.177906982916757,1.9048233032226562,0.27844842014035276,0.24738723039627075,0.03649588871838229,0.049072712659835815,0.32027645805200555,0.2755796015262604
1,40,1337.552490234375,True,0.5064524142115758,0.7518212199211121,0.40309598330381347,0.8860144019126892,0.8954581341392537,0.8649573922157288,0.716468091421747,0.992384672164917,2.0638337107630518,5.013299465179443,0.021656198876957466,0.03885306417942047,0.7594380555338468,0.9990000128746033,0.11938185363933905,0.08461398631334305
1,41,1029.728271484375,True,0.015434678434091749,0.0010000000474974513,0.023081248048212176,0.9990000128746033,0.693242289261885,0.7653293013572693,0.3550936691482006,0.382914274930954,6.960066824062766,5.002326965332031,0.578390212344618,0.5723829865455627,0.8161776091800065,0.9459316730499268,0.44901131460082755,0.016555417329072952
1,42,1146.5648193359375,True,0.46881753511163043,0.46969377994537354,0.7401327461136438,0.9990000128746033,0.11354662412543466,0.6790561079978943,0.707394588849904,0.12638789415359497,5.099806386403435,5.901591777801514,0.5243195856064548,0.5117763876914978,0.6971509479239878,0.051386453211307526,0.725972176279969,0.7716330885887146
