alpha_pos,alpha_neg,beta,beta_wm,capacity,phi,rho,set_size,accuracy_mean,accuracy_std,num_trials,num_reps
0.6156354589595345,0.8042322670898883,4.521092258532748,0.4305690827887823,3.0,0.5465725863410978,0.2995758114520091,2,0.6962962962962963,0.05832598425193934,45,3
0.6156354589595345,0.8042322670898883,4.521092258532748,0.4305690827887823,3.0,0.5465725863410978,0.2995758114520091,3,0.7037037037037037,0.03777051491550211,45,3
0.6156354589595345,0.8042322670898883,4.521092258532748,0.4305690827887823,3.0,0.5465725863410978,0.2995758114520091,5,0.6592592592592593,0.08181748901620191,45,3
0.6156354589595345,0.8042322670898883,4.521092258532748,0.4305690827887823,3.0,0.5465725863410978,0.2995758114520091,6,0.6666666666666666,0.04800548665487306,45,3
0.618607530492636,0.12150962053599126,1.2385170401301795,1.7753774416053822,3.0,0.7539911585583859,0.2731332866295242,2,0.4296296296296296,0.027715980642769932,45,3
0.618607530492636,0.12150962053599126,1.2385170401301795,1.7753774416053822,3.0,0.7539911585583859,0.2731332866295242,3,0.362962962962963,0.04566232594791834,45,3
0.618607530492636,0.12150962053599126,1.2385170401301795,1.7753774416053822,3.0,0.7539911585583859,0.2731332866295242,5,0.45925925925925926,0.027715980642769932,45,3
0.618607530492636,0.12150962053599126,1.2385170401301795,1.7753774416053822,3.0,0.7539911585583859,0.2731332866295242,6,0.36296296296296293,0.08950404424884868,45,3
0.499996616136798,0.23975445474699555,2.4120028776816342,1.5616635459400228,2.0,0.3457914669442659,0.6663819084902932,2,0.562962962962963,0.08380524814062787,45,3
0.499996616136798,0.23975445474699555,2.4120028776816342,1.5616635459400228,2.0,0.3457914669442659,0.6663819084902932,3,0.5259259259259259,0.06372092790401945,45,3
0.499996616136798,0.23975445474699555,2.4120028776816342,1.5616635459400228,2.0,0.3457914669442659,0.6663819084902932,5,0.6370370370370371,0.1235061629669116,45,3
0.499996616136798,0.23975445474699555,2.4120028776816342,1.5616635459400228,2.0,0.3457914669442659,0.6663819084902932,6,0.5185185185185186,0.03777051491550212,45,3
0.9025159779864478,0.3210048614300583,0.6489784970339978,1.2985014071508811,6.0,0.823213755180273,0.5576294525819763,2,0.3925925925925926,0.041902624070313935,45,3
0.9025159779864478,0.3210048614300583,0.6489784970339978,1.2985014071508811,6.0,0.823213755180273,0.5576294525819763,3,0.3703703703703704,0.027715980642769953,45,3
0.9025159779864478,0.3210048614300583,0.6489784970339978,1.2985014071508811,6.0,0.823213755180273,0.5576294525819763,5,0.34074074074074073,0.06869347033700522,45,3
0.9025159779864478,0.3210048614300583,0.6489784970339978,1.2985014071508811,6.0,0.823213755180273,0.5576294525819763,6,0.3037037037037037,0.10936905970543258,45,3
0.3141104627643281,0.032187173892523235,0.8010532711194988,0.40429300299571586,4.0,0.1492735370786876,0.6157868224081622,2,0.37777777777777777,0.07257747386024233,45,3
0.3141104627643281,0.032187173892523235,0.8010532711194988,0.40429300299571586,4.0,0.1492735370786876,0.6157868224081622,3,0.4148148148148148,0.11665196850387866,45,3
0.3141104627643281,0.032187173892523235,0.8010532711194988,0.40429300299571586,4.0,0.1492735370786876,0.6157868224081622,5,0.4148148148148148,0.05237828008789241,45,3
0.3141104627643281,0.032187173892523235,0.8010532711194988,0.40429300299571586,4.0,0.1492735370786876,0.6157868224081622,6,0.42962962962962964,0.09310966733315953,45,3
0.7582342954533831,0.8783893489921974,1.397036458943724,1.8196186909841583,4.0,0.11915865315818315,0.5379298739698921,2,0.5851851851851851,0.045662325947918365,45,3
0.7582342954533831,0.8783893489921974,1.397036458943724,1.8196186909841583,4.0,0.11915865315818315,0.5379298739698921,3,0.5777777777777778,0.10102356812582117,45,3
0.7582342954533831,0.8783893489921974,1.397036458943724,1.8196186909841583,4.0,0.11915865315818315,0.5379298739698921,5,0.5259259259259259,0.020951312035156995,45,3
0.7582342954533831,0.8783893489921974,1.397036458943724,1.8196186909841583,4.0,0.11915865315818315,0.5379298739698921,6,0.5259259259259259,0.045662325947918324,45,3
0.2416794010866928,0.49324533183431485,0.19884236107727962,0.8720089053487708,4.0,0.3249715487083541,0.7544627315332609,2,0.43703703703703706,0.010475656017578472,45,3
0.2416794010866928,0.49324533183431485,0.19884236107727962,0.8720089053487708,4.0,0.3249715487083541,0.7544627315332609,3,0.4518518518518519,0.037770514915502096,45,3
0.2416794010866928,0.49324533183431485,0.19884236107727962,0.8720089053487708,4.0,0.3249715487083541,0.7544627315332609,5,0.39999999999999997,0.06285393610547088,45,3
0.2416794010866928,0.49324533183431485,0.19884236107727962,0.8720089053487708,4.0,0.3249715487083541,0.7544627315332609,6,0.34074074074074073,0.027715980642769932,45,3
0.720395657759638,0.7352673421006285,1.0215562672366127,3.4774565915128153,5.0,0.8407865416656499,0.430408566377083,2,0.5703703703703703,0.027715980642769925,45,3
0.720395657759638,0.7352673421006285,1.0215562672366127,3.4774565915128153,5.0,0.8407865416656499,0.430408566377083,3,0.5481481481481482,0.07332959212304939,45,3
0.720395657759638,0.7352673421006285,1.0215562672366127,3.4774565915128153,5.0,0.8407865416656499,0.430408566377083,5,0.48148148148148145,0.03777051491550212,45,3
0.720395657759638,0.7352673421006285,1.0215562672366127,3.4774565915128153,5.0,0.8407865416656499,0.430408566377083,6,0.48148148148148145,0.0686934703370052,45,3
0.36838946817435975,0.5684486458180996,1.3342355838343951,1.9573312694679934,6.0,0.05176591584375145,0.38605812060501443,2,0.5925925925925926,0.055431961285539864,45,3
0.36838946817435975,0.5684486458180996,1.3342355838343951,1.9573312694679934,6.0,0.05176591584375145,0.38605812060501443,3,0.5555555555555555,0.06542045086168778,45,3
0.36838946817435975,0.5684486458180996,1.3342355838343951,1.9573312694679934,6.0,0.05176591584375145,0.38605812060501443,5,0.4962962962962963,0.08574694002066832,45,3
0.36838946817435975,0.5684486458180996,1.3342355838343951,1.9573312694679934,6.0,0.05176591584375145,0.38605812060501443,6,0.48148148148148145,0.027715980642769932,45,3
0.8473196668199093,0.5894123577892502,1.4600894417512666,1.6943315599436923,5.0,0.6301996403158256,0.367742973011966,2,0.562962962962963,0.010475656017578446,45,3
0.8473196668199093,0.5894123577892502,1.4600894417512666,1.6943315599436923,5.0,0.6301996403158256,0.367742973011966,3,0.562962962962963,0.04566232594791836,45,3
0.8473196668199093,0.5894123577892502,1.4600894417512666,1.6943315599436923,5.0,0.6301996403158256,0.367742973011966,5,0.45925925925925926,0.027715980642769932,45,3
0.8473196668199093,0.5894123577892502,1.4600894417512666,1.6943315599436923,5.0,0.6301996403158256,0.367742973011966,6,0.4444444444444444,0.03142696805273544,45,3
0.4327478644229819,0.5554627071182652,3.0426158559178544,0.8721657290175727,6.0,0.46806759311330315,0.40662885219247863,2,0.7037037037037036,0.09132465189583668,45,3
0.4327478644229819,0.5554627071182652,3.0426158559178544,0.8721657290175727,6.0,0.46806759311330315,0.40662885219247863,3,0.6074074074074074,0.045662325947918324,45,3
0.4327478644229819,0.5554627071182652,3.0426158559178544,0.8721657290175727,6.0,0.46806759311330315,0.40662885219247863,5,0.5851851851851851,0.09310966733315953,45,3
0.4327478644229819,0.5554627071182652,3.0426158559178544,0.8721657290175727,6.0,0.46806759311330315,0.40662885219247863,6,0.5407407407407407,0.06869347033700521,45,3
0.19644526837859508,0.3807588094711804,2.0587403020219837,0.9091984565597282,4.0,0.16942916016805068,0.273404385921143,2,0.5333333333333333,0.04800548665487304,45,3
0.19644526837859508,0.3807588094711804,2.0587403020219837,0.9091984565597282,4.0,0.16942916016805068,0.273404385921143,3,0.48888888888888893,0.01814436846506056,45,3
0.19644526837859508,0.3807588094711804,2.0587403020219837,0.9091984565597282,4.0,0.16942916016805068,0.273404385921143,5,0.5259259259259259,0.020951312035156995,45,3
0.19644526837859508,0.3807588094711804,2.0587403020219837,0.9091984565597282,4.0,0.16942916016805068,0.273404385921143,6,0.4148148148148148,0.05832598425193935,45,3
0.5971642359628521,0.3248231078366541,2.384260129672568,0.37674215632034846,4.0,0.48597355672834863,0.3096787715410842,2,0.5333333333333333,0.06285393610547088,45,3
0.5971642359628521,0.3248231078366541,2.384260129672568,0.37674215632034846,4.0,0.48597355672834863,0.3096787715410842,3,0.4962962962962963,0.03777051491550212,45,3
0.5971642359628521,0.3248231078366541,2.384260129672568,0.37674215632034846,4.0,0.48597355672834863,0.3096787715410842,5,0.48888888888888893,0.03142696805273544,45,3
0.5971642359628521,0.3248231078366541,2.384260129672568,0.37674215632034846,4.0,0.48597355672834863,0.3096787715410842,6,0.43703703703703706,0.020951312035156967,45,3
0.24901316313785007,0.6981166918027266,1.9114576067035647,2.41347202064099,2.0,0.4174933680215375,0.7311019338865813,2,0.6148148148148148,0.041902624070313935,45,3
0.24901316313785007,0.6981166918027266,1.9114576067035647,2.41347202064099,2.0,0.4174933680215375,0.7311019338865813,3,0.5851851851851851,0.07332959212304936,45,3
0.24901316313785007,0.6981166918027266,1.9114576067035647,2.41347202064099,2.0,0.4174933680215375,0.7311019338865813,5,0.48148148148148145,0.04566232594791834,45,3
0.24901316313785007,0.6981166918027266,1.9114576067035647,2.41347202064099,2.0,0.4174933680215375,0.7311019338865813,6,0.5037037037037037,0.037770514915502124,45,3
0.53789069824926,0.7308323035637833,2.806790563128858,2.0358580835441713,2.0,0.7481603211727302,0.6771462197541559,2,0.6518518518518518,0.06869347033700521,45,3
0.53789069824926,0.7308323035637833,2.806790563128858,2.0358580835441713,2.0,0.7481603211727302,0.6771462197541559,3,0.5925925925925926,0.11086392257107977,45,3
0.53789069824926,0.7308323035637833,2.806790563128858,2.0358580835441713,2.0,0.7481603211727302,0.6771462197541559,5,0.6222222222222221,0.07908946853356524,45,3
0.53789069824926,0.7308323035637833,2.806790563128858,2.0358580835441713,2.0,0.7481603211727302,0.6771462197541559,6,0.6222222222222221,0.07908946853356526,45,3
0.26576237332913755,0.5547326761648753,2.2377435337825355,1.863449105816811,5.0,0.6344436986965086,0.495747342085283,2,0.6,0.018144368465060606,45,3
0.26576237332913755,0.5547326761648753,2.2377435337825355,1.863449105816811,5.0,0.6344436986965086,0.495747342085283,3,0.5185185185185185,0.045662325947918324,45,3
0.26576237332913755,0.5547326761648753,2.2377435337825355,1.863449105816811,5.0,0.6344436986965086,0.495747342085283,5,0.4444444444444445,0.01814436846506058,45,3
0.26576237332913755,0.5547326761648753,2.2377435337825355,1.863449105816811,5.0,0.6344436986965086,0.495747342085283,6,0.45925925925925926,0.037770514915502096,45,3
0.5154030943591819,0.35990595925325863,0.9592623709511826,4.734675368367003,2.0,0.7306547697295149,0.46221601259838424,2,0.5259259259259258,0.06372092790401947,45,3
0.5154030943591819,0.35990595925325863,0.9592623709511826,4.734675368367003,2.0,0.7306547697295149,0.46221601259838424,3,0.4518518518518519,0.09310966733315948,45,3
0.5154030943591819,0.35990595925325863,0.9592623709511826,4.734675368367003,2.0,0.7306547697295149,0.46221601259838424,5,0.3333333333333333,0.09601097330974608,45,3
0.5154030943591819,0.35990595925325863,0.9592623709511826,4.734675368367003,2.0,0.7306547697295149,0.46221601259838424,6,0.39999999999999997,0.03142696805273544,45,3
0.38153366831030366,0.799091531585191,3.83087001885938,3.113282704344734,2.0,0.5466249474305472,0.48098183016080565,2,0.7407407407407408,0.08380524814062787,45,3
0.38153366831030366,0.799091531585191,3.83087001885938,3.113282704344734,2.0,0.5466249474305472,0.48098183016080565,3,0.7407407407407408,0.05832598425193932,45,3
0.38153366831030366,0.799091531585191,3.83087001885938,3.113282704344734,2.0,0.5466249474305472,0.48098183016080565,5,0.674074074074074,0.06372092790401945,45,3
0.38153366831030366,0.799091531585191,3.83087001885938,3.113282704344734,2.0,0.5466249474305472,0.48098183016080565,6,0.6296296296296297,0.08181748901620191,45,3
0.4381079245774021,0.2392466605421522,1.6942792569360197,0.1462788739590061,3.0,0.43153915193962883,0.4941387247726018,2,0.43703703703703706,0.06372092790401944,45,3
0.4381079245774021,0.2392466605421522,1.6942792569360197,0.1462788739590061,3.0,0.43153915193962883,0.4941387247726018,3,0.4666666666666666,0.04800548665487301,45,3
0.4381079245774021,0.2392466605421522,1.6942792569360197,0.1462788739590061,3.0,0.43153915193962883,0.4941387247726018,5,0.4296296296296296,0.05832598425193932,45,3
0.4381079245774021,0.2392466605421522,1.6942792569360197,0.1462788739590061,3.0,0.43153915193962883,0.4941387247726018,6,0.4518518518518519,0.020951312035156967,45,3
0.635354542418434,0.16898731119980093,0.49048531439191967,1.1175863548947573,5.0,0.9716079144001526,0.5891199935134384,2,0.34074074074074073,0.055431961285539885,45,3
0.635354542418434,0.16898731119980093,0.49048531439191967,1.1175863548947573,5.0,0.9716079144001526,0.5891199935134384,3,0.2888888888888889,0.07908946853356527,45,3
