alpha_pos,alpha_neg,beta,set_size,accuracy_mean,accuracy_std,num_trials,num_reps
0.6156354589595345,0.8473196668199093,2.951088523363256,2,0.711111111111111,0.022222222222222202,45,2
0.6156354589595345,0.8473196668199093,2.951088523363256,3,0.7222222222222222,0.011111111111111072,45,2
0.6156354589595345,0.8473196668199093,2.951088523363256,5,0.6555555555555556,0.12222222222222223,45,2
0.6156354589595345,0.8473196668199093,2.951088523363256,6,0.6222222222222222,0.022222222222222254,45,2
0.499996616136798,0.19644526837859508,4.10226245720721,2,0.8,0.0,45,2
0.499996616136798,0.19644526837859508,4.10226245720721,3,0.7777777777777777,0.04444444444444445,45,2
0.499996616136798,0.19644526837859508,4.10226245720721,5,0.7333333333333334,0.08888888888888885,45,2
0.499996616136798,0.19644526837859508,4.10226245720721,6,0.711111111111111,0.04444444444444445,45,2
0.618607530492636,0.5971642359628521,2.1784871403084987,2,0.7333333333333333,0.0,45,2
0.618607530492636,0.5971642359628521,2.1784871403084987,3,0.6666666666666667,0.022222222222222202,45,2
0.618607530492636,0.5971642359628521,2.1784871403084987,5,0.6111111111111112,0.03333333333333338,45,2
0.618607530492636,0.5971642359628521,2.1784871403084987,6,0.5777777777777777,0.06666666666666671,45,2
0.3141104627643281,0.53789069824926,0.9648446230922172,2,0.5111111111111111,0.06666666666666665,45,2
0.3141104627643281,0.53789069824926,0.9648446230922172,3,0.43333333333333335,0.033333333333333326,45,2
0.3141104627643281,0.53789069824926,0.9648446230922172,5,0.4444444444444444,0.022222222222222227,45,2
0.3141104627643281,0.53789069824926,0.9648446230922172,6,0.4111111111111111,0.033333333333333326,45,2
0.9025159779864478,0.24901316313785007,1.620841964888904,2,0.6111111111111112,0.011111111111111127,45,2
0.9025159779864478,0.24901316313785007,1.620841964888904,3,0.5444444444444445,0.011111111111111127,45,2
0.9025159779864478,0.24901316313785007,1.620841964888904,5,0.45555555555555555,0.055555555555555525,45,2
0.9025159779864478,0.24901316313785007,1.620841964888904,6,0.47777777777777775,0.05555555555555555,45,2
0.2416794010866928,0.635354542418434,4.6125395350735845,2,0.8111111111111111,0.011111111111111072,45,2
0.2416794010866928,0.635354542418434,4.6125395350735845,3,0.8,0.06666666666666671,45,2
0.2416794010866928,0.635354542418434,4.6125395350735845,5,0.7777777777777778,0.022222222222222254,45,2
0.2416794010866928,0.635354542418434,4.6125395350735845,6,0.6777777777777778,0.011111111111111127,45,2
0.7582342954533831,0.26576237332913755,1.781588601553853,2,0.5555555555555556,0.0,45,2
0.7582342954533831,0.26576237332913755,1.781588601553853,3,0.6,0.0888888888888889,45,2
0.7582342954533831,0.26576237332913755,1.781588601553853,5,0.5333333333333333,0.022222222222222254,45,2
0.7582342954533831,0.26576237332913755,1.781588601553853,6,0.5222222222222223,0.033333333333333354,45,2
0.36838946817435975,0.5154030943591819,1.3096847025755771,2,0.5333333333333333,0.0,45,2
0.36838946817435975,0.5154030943591819,1.3096847025755771,3,0.45555555555555555,0.033333333333333326,45,2
0.36838946817435975,0.5154030943591819,1.3096847025755771,5,0.48888888888888893,0.06666666666666668,45,2
0.36838946817435975,0.5154030943591819,1.3096847025755771,6,0.4888888888888889,0.0222222222222222,45,2
0.4327478644229819,0.38153366831030366,1.3988526118012785,2,0.6111111111111112,0.03333333333333338,45,2
0.4327478644229819,0.38153366831030366,1.3988526118012785,3,0.5666666666666667,0.05555555555555558,45,2
0.4327478644229819,0.38153366831030366,1.3988526118012785,5,0.5,0.12222222222222223,45,2
0.4327478644229819,0.38153366831030366,1.3988526118012785,6,0.43333333333333335,0.05555555555555555,45,2
0.720395657759638,0.4381079245774021,2.171513364048012,2,0.7333333333333334,0.04444444444444445,45,2
0.720395657759638,0.4381079245774021,2.171513364048012,3,0.7111111111111111,0.0888888888888889,45,2
0.720395657759638,0.4381079245774021,2.171513364048012,5,0.6222222222222222,0.022222222222222254,45,2
0.720395657759638,0.4381079245774021,2.171513364048012,6,0.6222222222222222,0.0,45,2
