alpha_pos,alpha_neg,beta,set_size,accuracy_mean,accuracy_std,num_trials,num_reps
0.6156354589595345,0.8042322670898883,4.521092258532748,3,0.8533333333333334,0.018856180831641284,50,3
0.6156354589595345,0.8042322670898883,4.521092258532748,5,0.8000000000000002,0.0653197264742181,50,3
0.499996616136798,0.23975445474699555,2.4120028776816342,3,0.6266666666666666,0.033993463423951924,50,3
0.499996616136798,0.23975445474699555,2.4120028776816342,5,0.6533333333333333,0.1158543146465518,50,3
0.618607530492636,0.12150962053599126,1.2385170401301795,3,0.39999999999999997,0.04898979485566356,50,3
0.618607530492636,0.12150962053599126,1.2385170401301795,5,0.5066666666666667,0.018856180831641284,50,3
0.3141104627643281,0.032187173892523235,0.8010532711194988,3,0.4000000000000001,0.14236104336041747,50,3
0.3141104627643281,0.032187173892523235,0.8010532711194988,5,0.43333333333333335,0.06599663291074445,50,3
0.9025159779864478,0.3210048614300583,0.6489784970339978,3,0.4066666666666667,0.04988876515698588,50,3
0.9025159779864478,0.3210048614300583,0.6489784970339978,5,0.36000000000000004,0.07118052168020873,50,3
0.2416794010866928,0.49324533183431485,0.19884236107727962,3,0.41333333333333333,0.009428090415820616,50,3
0.2416794010866928,0.49324533183431485,0.19884236107727962,5,0.36000000000000004,0.07483314773547883,50,3
0.7582342954533831,0.8783893489921974,1.397036458943724,3,0.62,0.043204937989385774,50,3
0.7582342954533831,0.8783893489921974,1.397036458943724,5,0.5466666666666667,0.024944382578492918,50,3
0.4327478644229819,0.5554627071182652,3.0426158559178544,3,0.7399999999999999,0.016329931618554536,50,3
0.4327478644229819,0.5554627071182652,3.0426158559178544,5,0.6533333333333333,0.06798692684790376,50,3
0.720395657759638,0.7352673421006285,1.0215562672366127,3,0.5533333333333333,0.033993463423951875,50,3
0.720395657759638,0.7352673421006285,1.0215562672366127,5,0.5133333333333333,0.033993463423951924,50,3
0.8473196668199093,0.5894123577892502,1.4600894417512666,3,0.6133333333333334,0.0410960933531265,50,3
0.8473196668199093,0.5894123577892502,1.4600894417512666,5,0.5933333333333334,0.03771236166328251,50,3
0.36838946817435975,0.5684486458180996,1.3342355838343951,3,0.54,0.07118052168020875,50,3
0.36838946817435975,0.5684486458180996,1.3342355838343951,5,0.5066666666666667,0.04714045207910318,50,3
0.19644526837859508,0.3807588094711804,2.0587403020219837,3,0.5266666666666667,0.009428090415820642,50,3
0.19644526837859508,0.3807588094711804,2.0587403020219837,5,0.5800000000000001,0.028284271247461874,50,3
