parameter,mean,sd,se,ci_lower,ci_upper,n
alpha_pos,0.043014096370756004,0.14699599354237547,0.012843099587089318,0.017605559802453756,0.06842263293905826,131
alpha_neg,0.028571675709299457,0.14883865610552513,0.013004093762737446,0.002844631418503857,0.05429872000009506,131
phi,0.24679332041227833,0.17994123525096334,0.015721538719936482,0.21569013626527933,0.27789650455927734,131
rho,0.8137506248841759,0.22195433566645198,0.019392240346528478,0.7753853965648848,0.852115853203467,131
capacity,3.116804618871849,1.2232480288232879,0.10687567650855248,2.905363874648434,3.328245363095264,131
epsilon,0.08514235928683107,0.09919083681246242,0.008666343650665143,0.06799703482148495,0.1022876837521772,131
nll,952.5487260891281,162.49816223575854,14.197530354534571,,,131
aic,1917.0974521782562,324.9963244715171,28.395060709069142,,,131
bic,1947.9268254375625,325.08243917314707,28.40258458548437,,,131
