participant_id,alpha_pos,alpha_neg,phi,rho,capacity,kappa,v_scale,A,delta,t0,nll,aic,bic,aicc,pseudo_r2,grad_norm,hessian_condition,hessian_invertible,n_trials,converged,n_successful_starts,n_near_best,at_bounds
10039,0.0037551489871928,0.0010000000015886,0.2261861816764979,0.8088118467218139,2.271269088033925,0.0728602518381241,0.4729804797024363,0.2145791242354182,0.0887380268831772,0.05,466.6473452911823,953.2946905823644,998.9191315193016,953.6103290328668,0.400055482082892,9.855242171515108e-05,,False,708,True,50,1,"['alpha_pos', 'alpha_neg', 't0']"
10041,0.0258435503173443,0.001,0.964924518730938,0.6621719468703028,7.0,0.0972678832056514,0.5339024341128529,0.26368298328064,0.042624227046476,0.05,703.0682862922044,1426.136572584409,1471.2836994931342,1426.4678978856136,0.0519106175104118,2.9706086219444287e-05,,False,675,True,50,4,"['alpha_neg', 'capacity', 't0']"
10043,0.004704682078488,0.001,0.4265054635823468,0.6237230692650776,1.9994567303659392,0.0313020405665925,0.5325908863837631,0.194273647689945,0.1157910106839626,0.0500000000000013,540.9711392869225,1101.942278573845,1147.6511081972408,1102.2552230973158,0.3103457262577487,0.0001988898972494,,False,714,True,50,5,"['alpha_pos', 'alpha_neg', 't0']"
10047,0.0042956428283529,0.001,0.3500609169607852,0.996423120727594,1.1918077986258395,0.0414625295033642,0.5587227975210625,0.1565059586435113,0.1636266731574351,0.0500000000056698,451.8456466785884,923.6912933571768,969.442051763173,924.002908088055,0.4263770823048515,0.0002703888829255,,False,717,True,50,1,"['alpha_pos', 'alpha_neg', 'rho', 't0']"
10048,0.0133837236522773,0.0010000000000003,0.4566168014814123,0.999,1.956462655713553,0.3188895229277192,0.4343174173603144,0.2389018287510706,0.0184722670455842,0.0962899017020292,395.2141866638233,810.4283733276466,854.0586543630512,810.8150165613899,0.3797595592744257,4.74465883782496e-05,,False,580,True,50,1,"['alpha_neg', 'rho']"
10050,0.0086816230533619,0.001,0.4058182824926233,0.999,1.4076477458449723,2.993649998215345e-14,0.4938566012689391,0.2533581575270213,0.0606007729870947,0.05,466.0192206557076,952.0384413114152,997.6910910117688,952.3531766476096,0.4025507394325455,0.0001224951697923,,False,710,True,50,4,"['alpha_pos', 'alpha_neg', 'rho', 'kappa', 't0']"
10051,0.0075665693071484,0.001,0.2804267418274046,0.9989999999999074,1.6306478586297262,0.0493046797717588,0.4681096616418406,0.2355043796289387,0.08712373631839,0.0500000000031241,414.9822093103192,849.9644186206384,895.5463966487611,850.2814215024828,0.4642083896928776,0.0046472849560486,,False,705,False,50,3,"['alpha_pos', 'alpha_neg', 'rho', 't0']"
10052,0.0301046938096382,0.001,0.9701473796406336,0.605665933420894,7.0,0.0399833638215302,0.5056165321940824,0.1962845963545514,0.0813310752957091,0.05,573.3450834495969,1166.690166899194,1212.328722164515,1167.0053531456122,0.2639193436537932,2.290860875158636e-05,,False,709,True,50,1,"['alpha_neg', 'capacity', 't0']"
10055,0.9989999999997108,0.0328974898611132,0.999,0.6086698219362854,6.628698718253482,2.575344006879429e-42,0.5277504379666978,0.1395473507462934,0.1089977100770078,0.05,296.9120842795379,613.8241685590758,659.6027821362862,614.1349030223527,0.624115401987804,1.375880531069718e-05,,False,719,True,50,1,"['alpha_pos', 'phi', 'kappa', 't0']"
10057,0.0051573604637837,0.0010000000000061,0.3205978634947563,0.999,1.0,8.091655933907687e-09,0.4649594264445754,0.1616478797588497,0.091722282377684,0.05,535.0344338607752,1090.0688677215503,1135.74964683567,1090.3827050967286,0.3159981330110116,0.0002020016120729,,False,712,True,50,1,"['alpha_pos', 'alpha_neg', 'rho', 'capacity', 'kappa', 't0']"
10058,0.0027599081589437,0.001,0.2830850283428968,0.9989999551387576,1.2501333748491712,0.0299148563896097,0.5156739287798109,0.1845873255236906,0.1159779037532155,0.05,526.2644060094449,1072.5288120188898,1117.7937606145977,1072.8561929712707,0.2986434759483616,0.0001702993079006,,False,683,True,50,3,"['alpha_pos', 'alpha_neg', 'rho', 't0']"
10059,0.0066061706229412,0.0010000000000003,0.2341686367630491,0.9382880924838558,2.198944412220444,0.1516311970176249,0.467371652694374,0.1448624886901174,0.1016391726415879,0.0500000000011111,192.00249435166455,404.0049887033292,449.7278141302692,404.3174887033292,0.755568948294989,9.353980720779152e-05,,False,715,True,50,3,"['alpha_pos', 'alpha_neg', 't0']"
10062,0.0015544949038353,0.0166280450768901,0.1783589322765498,0.9980206812035384,1.6534698311835934,0.072751597491631,0.6020069833262518,0.1219142356943131,0.1522018232916582,0.0500000000291999,-27.481612706013493,-34.963225412026986,10.75960001491309,-34.650725412026986,1.0349857928615105,0.0059030284498936,,False,715,False,50,3,"['alpha_pos', 'rho', 't0']"
10063,0.0053148571420418,0.001,0.5826068633607874,0.6953684902531733,1.0000009219172938,0.0372629359426752,0.5744570339918813,0.2492756245552706,0.0733951985749037,0.0500000000003333,617.7191064578955,1255.438212915791,1301.0485195747567,1255.754304869814,0.2047069848163285,0.0001820777526017,,False,707,True,50,1,"['alpha_pos', 'alpha_neg', 'capacity', 't0']"
10064,0.0027315496587955,0.001,0.1046427663014841,0.999,1.5330397735523988,0.0535821399585042,0.4921313313264319,0.227799583345625,0.0700300526312295,0.05,526.3670948257775,1072.734189651555,1117.96981271305,1073.0625478605102,0.2964464356592792,0.0001215155932924,,False,681,True,50,1,"['alpha_pos', 'alpha_neg', 'rho', 't0']"
10065,0.00380259762449,0.0010000000000051,0.1958025319538135,0.999,2.460484488400845,0.1213201725265223,0.4255325427608369,0.0900495463779455,0.0629305364434487,0.1938481031207862,-54.905146170016565,-89.81029234003313,-44.031678762822665,-89.4995578767563,1.0695087869090811,6.307920325453946e-05,,False,719,True,50,4,"['alpha_pos', 'alpha_neg', 'rho']"
