participant_id,alpha_pos,alpha_neg,phi,rho,capacity,epsilon,nll,aic,bic,aicc,pseudo_r2,grad_norm,n_trials,converged,n_successful_starts,n_near_best,at_bounds
10000,0.007964834570884705,0.0010000000474974513,0.34478482604026794,0.8015550374984741,2.987875461578369,0.022009100764989853,882.1845092773438,1776.3690185546875,1806.5008770931204,1776.4444225044183,0.2836762306273102,6.1262126109795645e-06,1121,True,48,4,"['alpha_pos', 'alpha_neg']"
9187,0.013394659385085106,0.0020994823426008224,0.13517524302005768,0.19704070687294006,3.036656618118286,0.035906754434108734,1151.258544921875,2314.51708984375,2345.1271456734667,2314.586683878547,0.13680338749816678,8.976805474958383e-06,1214,True,50,12,['alpha_neg']
10002,0.021700207144021988,0.003274260088801384,0.0010884254006668925,0.9673402309417725,2.2256782054901123,0.12039019167423248,1093.8477783203125,2199.695556640625,2230.9471586683862,2199.758056640625,0.2630176493073535,9.838680853135884e-06,1351,True,50,5,"['alpha_neg', 'phi']"
10003,0.009801432490348816,0.0010000000474974513,0.3482263386249542,0.9495561718940735,2.512953519821167,0.0021118561271578074,953.0557861328125,1918.111572265625,1949.305159709754,1918.1746827089007,0.35163769678492995,7.803873813827522e-06,1338,True,49,6,"['alpha_pos', 'alpha_neg', 'epsilon']"
10004,0.03736342862248421,0.0028861365281045437,0.09724336862564087,0.9699035882949829,2.966550827026367,0.09162587672472,726.6895141601562,1465.3790283203125,1495.959356591281,1465.4489700355498,0.4524326975438967,8.646266905998345e-06,1208,True,50,11,['alpha_neg']
10005,0.011240185238420963,0.0028975727036595345,0.11729642003774643,0.9853096008300781,2.7092480659484863,0.013508129864931107,797.5886840820312,1607.1773681640625,1638.3349734913572,1607.2408602275545,0.45413796468786094,9.160154149867594e-06,1330,True,50,10,['alpha_neg']
10006,0.03432518616318703,0.0010000000474974513,0.17808660864830017,0.9565994739532471,2.974236488342285,0.07058297097682953,828.3812255859375,1668.762451171875,1700.0273618927083,1668.8248119736568,0.44311293491171677,9.560280886944383e-05,1354,True,48,7,['alpha_neg']
10007,0.02379741705954075,0.0010000000474974513,0.9367141723632812,0.3241288363933563,6.91787576675415,0.2934555113315582,1249.4952392578125,2510.990478515625,2541.505887301819,2511.061185586332,0.048251397275358765,7.63273965276312e-06,1195,True,50,2,['alpha_neg']
10016,0.0017586583271622658,0.0010000000474974513,0.17765533924102783,0.9591100811958313,4.440485000610352,0.025096364319324493,734.134521484375,1480.26904296875,1511.5781039991705,1480.3309442215134,0.5100894141671548,8.787912520347163e-06,1364,True,49,10,"['alpha_pos', 'alpha_neg']"
10017,0.0011735905427485704,0.009715670719742775,0.012834782712161541,0.9990000128746033,4.862486362457275,0.14032875001430511,829.3907470703125,1670.781494140625,1701.6003933921666,1670.848694140625,0.3994081207758663,8.849186087900307e-06,1257,True,50,1,"['alpha_pos', 'alpha_neg', 'rho']"
10018,0.01081471424549818,0.0010000000474974513,0.21616621315479279,0.9990000128746033,2.055525779724121,0.03545065596699715,899.5946044921875,1811.189208984375,1842.2329589029157,1811.2539239304458,0.3725315731259431,7.989818186615594e-06,1305,True,48,9,"['alpha_pos', 'alpha_neg', 'rho']"
10024,0.01732093095779419,0.0028820352163165808,0.23566532135009766,0.9959062933921814,2.5957858562469482,0.09145060181617737,831.1630249023438,1674.3260498046875,1704.7299688966084,1674.3980909710683,0.35502370930270066,2.4118842702591792e-05,1173,True,49,14,"['alpha_neg', 'rho']"
10025,0.09129853546619415,0.0010000000474974513,0.768573522567749,0.22242902219295502,5.804250717163086,0.09671319276094437,889.5513916015625,1791.102783203125,1821.7865198605211,1791.1715229739925,0.34116796522682413,9.922310709953308e-06,1229,True,49,21,['alpha_neg']
10027,0.04511337727308273,0.0010000000474974513,0.19563642144203186,0.9012219309806824,2.6097278594970703,0.06231197342276573,717.6756591796875,1447.351318359375,1477.3038969238703,1447.429024187312,0.39958038880457314,2.2679592802887782e-05,1088,True,50,14,['alpha_neg']
10028,0.017445385456085205,0.003975850064307451,0.8321192264556885,0.7162132859230042,3.000000238418579,0.04891451448202133,1213.5433349609375,2439.086669921875,2469.8816552318353,2439.1541398013933,0.1177198508841878,0.030748607590794563,1252,False,50,5,['alpha_neg']
10029,0.0422293059527874,0.0032176589593291283,0.24457496404647827,0.6012217402458191,3.1521108150482178,0.0534750372171402,919.6401977539062,1851.2803955078125,1882.099294759354,1851.3475955078125,0.33405522483813255,2.156151458621025e-05,1257,True,50,26,['alpha_neg']
10030,0.031448930501937866,0.01562398299574852,0.0017387771513313055,0.9352943897247314,2.7258248329162598,0.05144842341542244,829.9030151367188,1671.8060302734375,1702.4012407347561,1671.875797715298,0.3762095138948577,5.251853963272879e-06,1211,True,50,5,['phi']
10031,0.010103161446750164,0.003916770685464144,0.21350683271884918,0.8048539161682129,3.3718228340148926,0.0010000000474974513,859.9448852539062,1731.8897705078125,1762.6847558177728,1731.9572403873306,0.3747958727673961,1.8712878954829648e-05,1252,True,50,16,"['alpha_pos', 'alpha_neg', 'epsilon']"
10035,0.022257685661315918,0.0010000000474974513,0.17768271267414093,0.9959627985954285,2.7218236923217773,0.010909667238593102,643.0386962890625,1298.077392578125,1328.4761943989467,1298.1494955824169,0.5005810191115307,8.289553989015985e-06,1172,True,47,10,"['alpha_neg', 'rho', 'epsilon']"
10036,0.01712631620466709,0.006974902469664812,0.3823184072971344,0.8494521975517273,2.321899652481079,0.0021055019460618496,909.3132934570312,1830.6265869140625,1861.0966363914085,1830.697833733401,0.30211414081127275,0.002717990893870592,1186,False,50,7,"['alpha_neg', 'epsilon']"
10039,0.00862629059702158,0.0017328177345916629,0.2149983048439026,0.9990000128746033,3.559283494949341,0.0717560201883316,710.672119140625,1433.34423828125,1463.518763666148,1433.4191045914104,0.42703131965295127,9.013871931529138e-06,1129,True,50,9,"['alpha_pos', 'alpha_neg', 'rho']"
10041,0.7051199674606323,0.0010000000474974513,0.5105639696121216,0.8204811215400696,3.9812276363372803,0.42555034160614014,1261.3232421875,2534.646484375,2565.583544199884,2534.712366727941,0.10444158151700067,4.1722978494362906e-06,1282,True,50,3,['alpha_neg']
10043,0.010657609440386295,0.002066600602120161,0.3771652281284332,0.8188297748565674,2.3342933654785156,0.0010000000474974513,912.58935546875,1837.1787109375,1867.3319408253312,1837.2538451056573,0.261622551866881,9.149254765361547e-06,1125,True,50,10,"['alpha_pos', 'alpha_neg', 'epsilon']"
10047,0.014392562210559845,0.002261873334646225,0.2702631950378418,0.9794507026672363,2.099909782409668,0.014448422007262707,923.9752807617188,1859.9505615234375,1891.1126764338082,1860.0140056321989,0.3681152930256486,8.395429176744074e-06,1331,True,50,6,['alpha_neg']
10048,0.021580541506409645,0.0010000000474974513,0.3818475008010864,0.5143765211105347,2.029672622680664,0.22822850942611694,1158.0634765625,2328.126953125,2358.791129862873,2328.1959186422414,0.13949811976241921,9.392297215526924e-06,1225,True,50,15,['alpha_neg']
10050,0.012743712402880192,0.0010000000474974513,0.20851364731788635,0.6903403401374817,2.755657434463501,0.00785566121339798,1060.9775390625,2133.955078125,2165.228844936002,2134.0173464719237,0.28779987122072637,0.0038000650238245726,1356,False,50,6,"['alpha_neg', 'epsilon']"
