parameter,mean,sd,se,ci_lower,ci_upper,n
alpha_pos,0.15049949706631846,0.2912264197151681,0.02751831006350188,0.09597012863360344,0.20502886549903349,112
alpha_neg,0.06613817102333996,0.18199201314314745,0.017196628834884518,0.032061902990377124,0.10021443905630281,112
phi,0.22368459433762058,0.18111407383067699,0.017113671367491524,0.18977271206429483,0.25759647661094637,112
rho,0.8373268097368834,0.26626767024732906,0.025159929916106605,0.7874707290047923,0.8871828904689746,112
capacity,4.27542295306921,1.4833098777081897,0.1401596090593393,3.9976873310726093,4.553158575065811,112
epsilon,0.008103501811482212,0.022223777628922997,0.0020999495999475333,0.003942311492693444,0.01226469213027098,112
nll,622.6361331939697,238.2810570310876,22.515443537209162,,,112
aic,1257.2722663879395,476.5621140621752,45.030887074418324,,,112
bic,1288.0800050850353,476.6434546574357,45.038573038223795,,,112
