parameter,mean,sd,se,ci_lower,ci_upper,n
alpha_pos,0.12631225532719068,0.2508750792775597,0.047410933565145474,0.02903305502340578,0.22359145563097557,28
alpha_neg,0.06151773521976013,0.20368074969490024,0.038492043610278644,-0.01746141450149953,0.1404968849410198,28
epsilon,0.1136277746741793,0.0652608826364161,0.01233314755689502,0.08832224615268783,0.13893330319567077,28
nll,468.01051112583707,151.1243512181175,28.559817883508575,,,28
aic,942.0210222516741,302.248702436235,57.11963576701715,,,28
bic,956.0179285161264,302.49733628106395,57.16662314708366,,,28
