participant_id,n_trials,n_blocks,fit_time_s,is_first_fit,memory_before_mb,memory_after_mb,nll,converged
10000,988,17,196.03496767679852,False,2022.4375,2011.625,763.231201171875,True
9187,990,17,196.03496767679852,False,2022.4375,2011.625,824.5630493164062,True
10002,986,17,196.03496767679852,False,2022.4375,2011.625,478.10943603515625,True
10003,973,17,196.03496767679852,False,2022.4375,2011.625,670.17626953125,True
10004,990,17,196.03496767679852,False,2022.4375,2011.625,406.94873046875,True
10005,985,17,196.03496767679852,False,2022.4375,2011.625,447.56915283203125,True
10006,987,17,196.03496767679852,False,2022.4375,2011.625,389.732177734375,True
10007,987,17,196.03496767679852,False,2022.4375,2011.625,907.6749877929688,False
10016,987,17,196.03496767679852,False,2022.4375,2011.625,444.25,True
10017,986,17,196.03496767679852,False,2022.4375,2011.625,411.6437072753906,True
10018,986,17,196.03496767679852,False,2022.4375,2011.625,589.9991455078125,True
10024,718,17,196.03496767679852,False,2022.4375,2011.625,312.2280578613281,True
10025,414,17,196.03496767679852,False,2022.4375,2011.625,259.9071044921875,True
10027,718,17,196.03496767679852,False,2022.4375,2011.625,299.33380126953125,True
10028,699,17,196.03496767679852,False,2022.4375,2011.625,709.6062622070312,True
10029,720,17,196.03496767679852,False,2022.4375,2011.625,286.3038024902344,True
10030,716,17,196.03496767679852,False,2022.4375,2011.625,255.02084350585938,True
10031,719,17,196.03496767679852,False,2022.4375,2011.625,380.5106201171875,True
10035,717,17,196.03496767679852,False,2022.4375,2011.625,355.99566650390625,True
10036,713,17,196.03496767679852,False,2022.4375,2011.625,529.3126220703125,False
10039,711,17,196.03496767679852,False,2022.4375,2011.625,393.60980224609375,True
10041,696,17,196.03496767679852,False,2022.4375,2011.625,657.160888671875,True
10043,716,17,196.03496767679852,False,2022.4375,2011.625,541.34765625,True
10044,716,17,196.03496767679852,False,2022.4375,2011.625,541.34765625,True
10047,717,17,196.03496767679852,False,2022.4375,2011.625,473.52886962890625,True
10048,702,17,196.03496767679852,False,2022.4375,2011.625,539.8719482421875,True
10050,717,17,196.03496767679852,False,2022.4375,2011.625,445.66357421875,True
10051,709,17,196.03496767679852,False,2022.4375,2011.625,369.9471130371094,True
10052,709,17,196.03496767679852,False,2022.4375,2011.625,495.344970703125,True
10055,719,17,196.03496767679852,False,2022.4375,2011.625,361.3428039550781,True
