participant_id,n_trials,n_blocks,fit_time_s,is_first_fit,memory_before_mb,memory_after_mb,nll,converged
10000,1121,21,62.31060364029624,False,1624.23046875,1649.5859375,1036.7696533203125,True
9187,1214,21,62.31060364029624,False,1624.23046875,1649.5859375,1159.504638671875,True
10002,1351,21,62.31060364029624,False,1624.23046875,1649.5859375,798.6448364257812,True
10003,1338,21,62.31060364029624,False,1624.23046875,1649.5859375,1121.50390625,False
10004,1208,21,62.31060364029624,False,1624.23046875,1649.5859375,576.085205078125,True
10005,1330,21,62.31060364029624,False,1624.23046875,1649.5859375,867.7879638671875,True
10006,1354,21,62.31060364029624,False,1624.23046875,1649.5859375,731.0419311523438,True
10007,1195,21,62.31060364029624,False,1624.23046875,1649.5859375,1239.5152587890625,True
10016,1364,21,62.31060364029624,False,1624.23046875,1649.5859375,785.1671142578125,True
10017,1257,21,62.31060364029624,False,1624.23046875,1649.5859375,918.7838745117188,True
10018,1305,21,62.31060364029624,False,1624.23046875,1649.5859375,1011.064208984375,False
10024,1176,21,62.31060364029624,False,1624.23046875,1649.5859375,894.9273071289062,True
10025,1229,21,62.31060364029624,False,1624.23046875,1649.5859375,828.132080078125,True
10027,1088,21,62.31060364029624,False,1624.23046875,1649.5859375,641.336181640625,True
10028,1252,21,62.31060364029624,False,1624.23046875,1649.5859375,1305.3880615234375,True
10029,1061,21,62.31060364029624,False,1624.23046875,1649.5859375,611.1419677734375,True
10030,1211,21,62.31060364029624,False,1624.23046875,1649.5859375,732.3092651367188,True
10031,1319,21,62.31060364029624,False,1624.23046875,1649.5859375,836.3597412109375,True
10035,1190,21,62.31060364029624,False,1624.23046875,1649.5859375,830.0857543945312,True
10036,1242,21,62.31060364029624,False,1624.23046875,1649.5859375,1106.3165283203125,True
10039,1132,21,62.31060364029624,False,1624.23046875,1649.5859375,811.3427734375,True
10041,1282,21,62.31060364029624,False,1624.23046875,1649.5859375,1288.41357421875,True
10043,1125,21,62.31060364029624,False,1624.23046875,1649.5859375,1001.2137451171875,False
10047,1331,21,62.31060364029624,False,1624.23046875,1649.5859375,1053.5653076171875,True
10048,1225,21,62.31060364029624,False,1624.23046875,1649.5859375,999.7601318359375,True
10050,1356,21,62.31060364029624,False,1624.23046875,1649.5859375,1061.101806640625,False
10051,1156,21,62.31060364029624,False,1624.23046875,1649.5859375,670.5564575195312,True
10052,1195,21,62.31060364029624,False,1624.23046875,1649.5859375,985.1759033203125,True
10055,1214,21,62.31060364029624,False,1624.23046875,1649.5859375,732.5022583007812,True
10057,1316,21,62.31060364029624,False,1624.23046875,1649.5859375,1015.5789184570312,True
10058,1367,21,62.31060364029624,False,1624.23046875,1649.5859375,1022.2265625,True
10059,1315,21,62.31060364029624,False,1624.23046875,1649.5859375,785.4058227539062,True
10062,1244,21,62.31060364029624,False,1624.23046875,1649.5859375,649.7222900390625,False
10063,1199,21,62.31060364029624,False,1624.23046875,1649.5859375,1136.994140625,True
10064,1247,21,62.31060364029624,False,1624.23046875,1649.5859375,944.6862182617188,False
10065,1330,21,62.31060364029624,False,1624.23046875,1649.5859375,708.2566528320312,True
10066,1229,21,62.31060364029624,False,1624.23046875,1649.5859375,725.9663696289062,True
10067,1349,21,62.31060364029624,False,1624.23046875,1649.5859375,1307.7713623046875,True
10071,1275,21,62.31060364029624,False,1624.23046875,1649.5859375,811.4075927734375,False
10072,1387,21,62.31060364029624,False,1624.23046875,1649.5859375,978.2158203125,True
10074,1351,21,62.31060364029624,False,1624.23046875,1649.5859375,1053.95361328125,True
10075,1331,21,62.31060364029624,False,1624.23046875,1649.5859375,919.9773559570312,True
10076,1227,21,62.31060364029624,False,1624.23046875,1649.5859375,1131.37158203125,True
10077,1274,21,62.31060364029624,False,1624.23046875,1649.5859375,911.961181640625,True
10078,1211,21,62.31060364029624,False,1624.23046875,1649.5859375,887.8515014648438,True
10079,1228,21,62.31060364029624,False,1624.23046875,1649.5859375,740.435546875,True
10081,1256,21,62.31060364029624,False,1624.23046875,1649.5859375,937.537841796875,True
10083,1305,21,62.31060364029624,False,1624.23046875,1649.5859375,946.467529296875,True
10084,1356,21,62.31060364029624,False,1624.23046875,1649.5859375,730.5339965820312,True
10086,1313,21,62.31060364029624,False,1624.23046875,1649.5859375,1047.0487060546875,True
10087,1156,21,62.31060364029624,False,1624.23046875,1649.5859375,765.2018432617188,True
10088,1278,21,62.31060364029624,False,1624.23046875,1649.5859375,905.5205688476562,True
10089,1223,21,62.31060364029624,False,1624.23046875,1649.5859375,888.2908935546875,True
10090,1182,21,62.31060364029624,False,1624.23046875,1649.5859375,1272.018798828125,True
10092,1299,21,62.31060364029624,False,1624.23046875,1649.5859375,749.1693115234375,True
10093,1303,21,62.31060364029624,False,1624.23046875,1649.5859375,1161.66357421875,True
10094,1262,21,62.31060364029624,False,1624.23046875,1649.5859375,1144.696533203125,True
10095,1295,21,62.31060364029624,False,1624.23046875,1649.5859375,969.6686401367188,True
10097,1157,21,62.31060364029624,False,1624.23046875,1649.5859375,894.6792602539062,True
10098,1252,21,62.31060364029624,False,1624.23046875,1649.5859375,794.2025756835938,True
10099,1135,21,62.31060364029624,False,1624.23046875,1649.5859375,818.374755859375,True
10101,1437,21,62.31060364029624,False,1624.23046875,1649.5859375,936.55029296875,True
