parameter,mean,sd,se,ci_lower,ci_upper,n
alpha_pos,0.14950187151192976,0.2719307747858448,0.023064867281265097,0.10389562774028661,0.1951081152835729,139
alpha_neg,0.09779126927333635,0.2410119782068748,0.020442369183534165,0.057370500279297354,0.13821203826737535,139
epsilon,0.1838554349500123,0.13032200883993306,0.011053768519168655,0.1619987793043064,0.2057120905957182,139
nll,956.3161160036815,190.34019179391825,16.14444435527639,,,139
aic,1918.632232007363,380.6803835878365,32.28888871055278,,,139
bic,1934.0317189869172,380.71257927525585,32.291619513118036,,,139
