parameter,mean,sd,se,ci_lower,ci_upper,n
alpha_pos,0.13155680732403435,0.28366842981685597,0.024784225787765398,0.08252418066134451,0.1805894339867242,131
alpha_neg,0.023281540642563565,0.12332983569175185,0.010775377775122285,0.0019637443909723065,0.04459933689415482,131
phi,0.2704558471050682,0.24525961144212252,0.021428431745209236,0.2280622576208873,0.3128494365892491,131
rho,0.6844831685187253,0.2586682581348734,0.02259995064618834,0.6397718689962365,0.729194468041214,131
capacity,4.0701737340170006,1.7269579700858724,0.1508850184147138,3.7716657701098177,4.368681697924184,131
epsilon,0.11958387549806614,0.12388323937939345,0.01082372887980865,0.09817042236838165,0.1409973286277506,131
nll,987.756510261361,161.11893665789492,14.07702685629156,,,131
aic,1987.513020522722,322.23787331578984,28.15405371258312,,,131
bic,2018.3566563778222,322.31946727795963,28.161182610157798,,,131
