parameter,mean,sd,se,ci_lower,ci_upper,n
alpha_pos,0.7149215954948556,0.4057013491506591,0.03868210588216175,0.6382549192018666,0.7915882717878445,110
alpha_neg,0.7379261025936682,0.4218773663452783,0.04022442860596803,0.6582025928034134,0.817649612383923,110
epsilon,0.14896126162281936,0.1254672316737995,0.011962831157717747,0.12525131918301613,0.1726712040626226,110
nll,865.7662259188565,207.5315075820028,19.787352856917767,,,110
aic,1737.532451837713,415.0630151640056,39.574705713835534,,,110
bic,1752.92855916894,415.1109955082534,39.57928046016147,,,110
