source,overall_accuracy,accuracy_ss2,accuracy_ss3,accuracy_ss5,accuracy_ss6,accuracy_early,accuracy_late,learning_effect,post_reversal_accuracy
real,0.7354589955668482,0.8324618136782717,0.8102649006622517,0.7147064710760345,0.681410439927474,0.7334021182960982,0.7547583669426166,0.021356248646518305,0.4035930645498224
synthetic,0.4966123647396965,0.514819296692976,0.5059680088251517,0.4839158105084819,0.4786026943181335,0.5011401182000093,0.49214410654555496,-0.008996011654454295,0.4510822510822511
difference,-0.23884663082715174,-0.31764251698529566,-0.30429689183709996,-0.23079066056755254,-0.20280774560934045,-0.232262000096089,-0.2626142603970616,-0.0303522603009726,0.04748918653242867
