dataset,subject,nll,converged,true_alpha_pos,recovered_alpha_pos,true_alpha_neg,recovered_alpha_neg,true_phi,recovered_phi,true_rho,recovered_rho,true_capacity,recovered_capacity,true_epsilon,recovered_epsilon
1,15,1202.7730712890625,True,0.38953443803789967,0.36373838782310486,0.25640352470768,0.22774745523929596,0.9432490466568283,0.9281321167945862,0.6115552633840847,0.561033308506012,6.594176356120061,6.813060760498047,0.06660944988599758,0.0993986427783966
1,16,1352.08154296875,True,0.04964012964609497,0.07895834743976593,0.6793431127927463,0.5870106220245361,0.4195446093233476,0.10920273512601852,0.14015265712912875,0.14585912227630615,3.676374619888218,5.0005316734313965,0.5806101718083564,0.5798113942146301
1,17,762.2185668945312,True,0.04494170283320061,0.039720676839351654,0.468535860029014,0.3709659278392792,0.6350457849270252,0.6098651885986328,0.18110399917651493,0.2125314325094223,5.893664665251634,6.5816650390625,0.020698822836622114,0.003950265236198902
1,18,879.5101928710938,True,0.8490763839170867,0.9542275667190552,0.5167272134371136,0.5247864723205566,0.9648794402504701,0.9501728415489197,0.7583863025511585,0.48218461871147156,1.2778727613066272,2.194952964782715,0.052665294808455665,0.0010000000474974513
1,19,1189.3179931640625,True,0.9850305702287532,0.9990000128746033,0.6500932135130836,0.5206462144851685,0.2337282986488855,0.4483039379119873,0.5958038492605198,0.46177399158477783,1.381265097782408,1.9069868326187134,0.6512507519822556,0.6159074306488037
1,20,1421.94921875,True,0.44664133321446636,0.6321669816970825,0.207155221511742,0.2681710422039032,0.352052775184799,0.7319397926330566,0.31054820331246386,0.7173244953155518,4.779977264662508,1.660398006439209,0.7240678790096172,0.6992624402046204
1,21,1198.3267822265625,True,0.018144151168708666,0.021087685599923134,0.2700473856381863,0.12206070870161057,0.30232165461778376,0.1961720883846283,0.6774170460532248,0.5809141397476196,2.8720310701552085,2.4512436389923096,0.5362023019366003,0.548916220664978
1,22,1306.3975830078125,True,0.8351610546349572,0.9132318496704102,0.8727105612569864,0.9520821571350098,0.7945149485248093,0.2522851228713989,0.37212974769549145,0.38486939668655396,5.1743212366587645,3.000717878341675,0.6508071145814938,0.7112202048301697
1,23,1282.0263671875,True,0.6394344116281828,0.5212680697441101,0.9822580256228067,0.9563776850700378,0.4468807545572861,0.9469685554504395,0.06099247265305589,0.2185361534357071,4.196252382258496,5.442466735839844,0.5410190971156709,0.44439786672592163
1,24,1276.9368896484375,True,0.3330779187955817,0.3356674611568451,0.2877030022007904,0.3340984880924225,0.9571818174303417,0.9817767143249512,0.6650465259808952,0.8478865623474121,3.428977239365265,4.511562824249268,0.506458967629819,0.0010000000474974513
1,25,1185.4256591796875,True,0.918516115070364,0.9149541258811951,0.5358405128464124,0.5295845866203308,0.5279203247198864,0.5708596110343933,0.48024944730407554,0.4492626190185547,6.3879620813547895,5.4781975746154785,0.3202677221541614,0.2957971394062042
1,26,1319.8408203125,True,0.9220163406779388,0.9458092451095581,0.28506301099174675,0.34110507369041443,0.7769740614408712,0.7734425067901611,0.9251944812595371,0.9990000128746033,5.352545281866815,5.000295162200928,0.4282779524318773,0.3702026307582855
1,27,1196.8397216796875,True,0.777842480407636,0.7880662679672241,0.18270648229733752,0.057831063866615295,0.7656071238207076,0.7497758865356445,0.821142541851702,0.8443623781204224,3.8928572980655827,3.848933458328247,0.48622991376437186,0.48139598965644836
1,28,1319.6180419921875,True,0.7592651773632114,0.6480324268341064,0.40695759769339324,0.3786624073982239,0.39237535885314817,0.028593072667717934,0.028910877199172798,0.11736447364091873,2.1525250603275925,5.818768501281738,0.7758567758230155,0.6942521929740906
1,29,997.3126220703125,True,0.30613501899156303,0.19267193973064423,0.8955786700945015,0.4979216158390045,0.05196166777094904,0.0202835351228714,0.565419348876468,0.6961755156517029,4.422550867960847,5.0003228187561035,0.2944867089258066,0.2918364107608795
1,30,965.0145263671875,True,0.04923712369405487,0.0545634850859642,0.565427416969243,0.5089494585990906,0.6007035131749265,0.006723165977746248,0.04957786378483164,0.07692670077085495,2.539035387818255,6.520453929901123,0.16660319070446142,0.1954452246427536
1,31,969.0844116210938,True,0.7763816108212322,0.816615879535675,0.13057794456122987,0.1387321799993515,0.5079816648209193,0.5375508069992065,0.7766807223726798,0.7307658195495605,1.8599393665183097,1.990935206413269,0.2438899668099644,0.23324985802173615
1,32,1309.6356201171875,True,0.7725891051159136,0.8429620265960693,0.8791404174977812,0.7856472730636597,0.4332940031718755,0.3967624008655548,0.7981082930539919,0.7848828434944153,6.8010604051424135,4.999992847442627,0.4747691133285163,0.4786055386066437
1,33,1407.426513671875,True,0.0891655650428351,0.1577948033809662,0.2904064024444545,0.2773486077785492,0.11407451183843471,0.11190491169691086,0.6582368915778598,0.5118020176887512,3.704806795762754,3.000450372695923,0.799582370537397,0.746655285358429
1,34,1329.1563720703125,True,0.9494681753598162,0.27056190371513367,0.04824995247904378,0.25963327288627625,0.4719281696477957,0.3927452564239502,0.5991851249563721,0.9990000128746033,6.564228620160222,2.999847173690796,0.7813074735046593,0.8323270678520203
1,35,945.1749267578125,True,0.4309611928900364,0.1875910758972168,0.1516183161884712,0.10750847309827805,0.10555137684512297,0.10520311444997787,0.8294485127348915,0.7944856286048889,4.375163311042336,5.000033378601074,0.2744004914272564,0.2533837854862213
