source,overall_accuracy,accuracy_ss2,accuracy_ss3,accuracy_ss5,accuracy_ss6,accuracy_early,accuracy_late,learning_effect,post_reversal_accuracy
real,0.7354589955668482,0.8324618136782717,0.8102649006622517,0.7147064710760345,0.681410439927474,0.7334021182960982,0.7547583669426166,0.021356248646518305,0.4035930645498224
synthetic,0.5108062811025449,0.5211025287191526,0.5169907052101987,0.5075450052947406,0.49518308631211855,0.5125154511742892,0.5100535469036928,-0.002461904270596449,0.46091527520098946
difference,-0.22465271446430335,-0.311359284959119,-0.2932741954520529,-0.2071614657812939,-0.18622735361535542,-0.22088666712180904,-0.2447048200389238,-0.023818152917114754,0.05732221065116705
