dataset,subject,nll,converged,true_alpha_pos,recovered_alpha_pos,true_alpha_neg,recovered_alpha_neg,true_phi,recovered_phi,true_rho,recovered_rho,true_capacity,recovered_capacity,true_kappa_total,recovered_kappa_total,true_kappa_share,recovered_kappa_share,true_epsilon,recovered_epsilon
0,31,1293.349853515625,True,0.3744356753203683,0.17055918276309967,0.42603032220076287,0.277302086353302,0.6516271635288142,0.678652822971344,0.8667556504888202,0.8034202456474304,3.7233812924577983,6.001583099365234,0.24783956295135812,0.24828030169010162,0.23666236299758114,0.2514856457710266,0.7455222516829595,0.7532135844230652
0,32,498.5730895996094,True,0.8159356258970626,0.9009953737258911,0.10606752369441672,0.1035754457116127,0.06742573924126781,0.08411611616611481,0.5942447964289389,0.3998097777366638,1.8770394651561897,2.999819755554199,0.8246641904563413,0.8320859670639038,0.31033467392407443,0.34138789772987366,0.14458418910520035,0.08605199307203293
0,33,757.7202758789062,True,0.9201285315424753,0.9330036044120789,0.1662006592898076,0.18303069472312927,0.2851506421732597,0.8293001055717468,0.15430616840167452,0.20275822281837463,1.6929403819921298,2.5614452362060547,0.021148016336440034,0.04423684626817703,0.05539540916426011,1.391795558447484e-05,0.175292187993981,0.11893944442272186
0,34,1048.3436279296875,True,0.05427516876192104,0.2020113319158554,0.5909615284787493,0.3830503821372986,0.6803530977459074,0.9344120621681213,0.3938431959183642,0.687166690826416,2.9079465817122965,2.619422435760498,0.5045262370222301,0.4605032503604889,0.8750049422346086,0.9307042956352234,0.8504293635685616,0.8147300481796265
0,35,1163.5283203125,True,0.04438811188876636,0.05809937044978142,0.18213541277733103,0.22731754183769226,0.23727138136218723,0.37909314036369324,0.2498888006805474,0.3134344220161438,4.427395910456636,6.5599493980407715,0.4162624257031923,0.4240514934062958,0.04925411992759399,0.062030211091041565,0.37386691018265245,0.35140201449394226
0,36,1366.190673828125,True,0.5237054428202019,0.5251645445823669,0.10246855909790854,0.10405834019184113,0.8327916366809825,0.341587632894516,0.05285794273217405,0.17897345125675201,6.549051214108372,6.519320487976074,0.0991131415798755,0.09684780985116959,0.8435749515977528,0.7112420201301575,0.9018478376397618,0.8769503235816956
0,37,1142.4849853515625,True,0.9786115392254195,0.9990000128746033,0.8014218285130463,0.82432621717453,0.7789185856897862,0.8292184472084045,0.6421983094435566,0.6015629768371582,5.673978127468774,6.935025215148926,0.13455220841314708,0.12411626428365707,0.5360680359476373,0.35555699467658997,0.5141944244500336,0.5617582201957703
0,38,1097.0672607421875,True,0.8568569998343124,0.9146489500999451,0.46287376686232884,0.2730938792228699,0.38531931710815276,0.2877177596092224,0.6392841446946359,0.7183070778846741,2.5987799050050766,2.011362314224243,0.13976841095395687,0.10902220755815506,0.4778772740237458,0.46625250577926636,0.41705558985769525,0.44020572304725647
0,39,954.5541381835938,True,0.23310480064781594,0.14145000278949738,0.36777678649489776,0.9990000128746033,0.3666596649265949,0.9834070801734924,0.32784057328372035,0.9990000128746033,3.2767844783615736,2.0012118816375732,0.6857433454559454,0.6797956824302673,0.2968764745712853,0.2767822742462158,0.9479602108619097,0.655256986618042
0,40,870.4367065429688,True,0.9155153234991016,0.10013535618782043,0.4809486074434784,0.9990000128746033,0.32870448259467944,0.46655142307281494,0.5353639202503432,0.6983705163002014,6.091362932641747,5.249106407165527,0.652587340560102,0.682033896446228,0.8043918279470774,0.7140748500823975,0.5326568315136087,0.43855777382850647
0,41,520.9707641601562,True,0.6326517940090854,0.6063502430915833,0.2885793029540968,0.29210156202316284,0.7344233759856702,0.9990000128746033,0.2029997839394669,0.0010000000474974513,5.16878877291099,6.375163555145264,0.8607190683258941,0.8492236137390137,0.13210283730154393,0.12180749326944351,0.614150981060836,0.6664263010025024
0,42,264.3326721191406,True,0.09590555673347474,0.0174030140042305,0.725264197014884,0.018656840547919273,0.0853242323858732,0.9093236327171326,0.9350679430552248,0.004289211239665747,1.824447580226813,1.32976233959198,0.9588802459090804,0.9567338228225708,0.8008841760850967,0.7941997051239014,0.5934946404574214,0.3228406310081482
0,43,1010.8285522460938,True,0.7820588564202878,0.9391973614692688,0.7945246093051197,0.5117579102516174,0.9451350086916956,0.8023656010627747,0.25387658713150885,0.17492717504501343,4.5404553721498555,3.632371664047241,0.09504919756440122,0.06784819066524506,0.6161657000241213,0.9988434910774231,0.17194872148460325,0.3100612163543701
0,44,670.5778198242188,True,0.564820710249497,0.5610618591308594,0.572285653005782,0.3996906578540802,0.46605318267526485,0.5151751637458801,0.5225865119620965,0.45775315165519714,5.583540340039527,6.283236503601074,0.7992447165120666,0.8314806818962097,0.4921532155754291,0.4525242745876312,0.5993942546395671,0.421015202999115
0,45,1060.4017333984375,True,0.9303737632187217,0.9050753116607666,0.12049412132412057,0.09095445275306702,0.11786935876831028,0.9902893304824829,0.08853359388694687,0.42562565207481384,4.947179710243167,6.8715901374816895,0.4186083007903795,0.39104560017585754,0.7743214161418432,0.8064799904823303,0.6708889504819754,0.41882574558258057
0,46,846.3988647460938,True,0.3339704828115817,0.30856451392173767,0.8975698142668127,0.8924238085746765,0.762007082776511,0.792504608631134,0.27099387102835537,0.27374687790870667,3.185152106632324,3.850937604904175,0.3144399802042629,0.30464762449264526,0.15761164862499966,0.0877450555562973,0.14848780579710727,0.12796488404273987
0,47,277.4822998046875,True,0.9352552084489926,0.19845952093601227,0.43802822912435574,0.38114315271377563,0.383553183131855,0.363042950630188,0.7292263372600232,0.6654830574989319,4.3179583915174,6.413028240203857,0.9361399868384622,0.9556988477706909,0.7803014939093922,0.7367849946022034,0.4794108249962913,0.0010000000474974513
0,48,644.0447998046875,True,0.37660675453386455,0.275577187538147,0.9856582818344733,0.9990000128746033,0.7173247155316362,0.7253110408782959,0.9502922706838335,0.8405069708824158,1.7108714633022482,1.9977611303329468,0.8505336791907826,0.8506038784980774,0.6370738839912076,0.6747652292251587,0.12267783497844235,0.09320972114801407
0,49,1096.911865234375,True,0.5880814839692823,0.4976370632648468,0.6857241723752379,0.8721955418586731,0.013278080516825632,0.11681804805994034,0.45440932591806305,0.47743234038352966,5.952397067177927,2.993300199508667,0.29535902534408986,0.35322484374046326,0.4585480817985511,0.4533774256706238,0.4424294988137574,0.407267302274704
1,0,702.81201171875,True,0.6641074136585181,0.39708754420280457,0.4803422958378181,0.5063538551330566,0.8994462114936767,0.8103083968162537,0.3086207474810451,0.0010000000474974513,2.6749610393151078,2.9953863620758057,0.8599944494071756,0.8508094549179077,0.2648941924235202,0.2715221345424652,0.8863314679772147,0.9001274704933167
1,1,1229.846923828125,True,0.8998418402617222,0.0010000000474974513,0.6498736244973617,0.6168956756591797,0.5871936125082163,0.6121108531951904,0.8204042463474616,0.8209637403488159,4.4148259676076975,4.693458557128906,0.01800517102587551,0.04274023696780205,0.5419398461831909,0.5325596928596497,0.8917887591108522,0.8788986802101135
1,2,938.8607177734375,True,0.7430389985294513,0.5097628831863403,0.7197910622712809,0.7081116437911987,0.01263751680494354,0.008407303132116795,0.37622314332027307,0.40665194392204285,6.088072440234712,4.965391159057617,0.027973137654861202,0.03309492766857147,0.07974371962355142,8.548182086087763e-05,0.2536533525700423,0.2620367705821991
1,3,1016.3289794921875,True,0.6810843712499934,0.5710532665252686,0.778321202939079,0.43538206815719604,0.2034174073471856,0.24040837585926056,0.8383255924406395,0.8536044359207153,3.896750858540213,2.3626859188079834,0.33283789138553865,0.3756372928619385,0.28862397496132086,0.24447864294052124,0.5421555839036124,0.5201982855796814
1,4,228.14996337890625,True,0.8578913630338733,0.5638973116874695,0.46546022537020876,0.37972596287727356,0.22320937382748077,0.014813529327511787,0.012394422957972162,0.0010000000474974513,6.472434955323676,1.295703649520874,0.9476880934502885,0.9603695869445801,0.015502799821102364,0.014682084321975708,0.055442309906285854,0.0795617625117302
1,5,548.4428100585938,True,0.10666799674245489,0.10476464033126831,0.5317106840899171,0.6269588470458984,0.9076050607836081,0.8787349462509155,0.23850174003385752,0.5446106195449829,4.722973464327959,1.5209405422210693,0.8840603620698839,0.8757778406143188,0.7163439482024484,0.7617620825767517,0.03750284254533904,0.0010000000474974513
1,6,773.3095703125,True,0.2081926459889241,0.23301474750041962,0.10410455123457256,0.11759213358163834,0.712060223314786,0.7487063407897949,0.3472951297644991,0.31086209416389465,5.927017916184996,4.999481201171875,0.6540657835557958,0.6507231593132019,0.1258346983316545,0.13665996491909027,0.15648649747789678,0.18212206661701202
1,7,306.55657958984375,True,0.514096713848963,0.005982204806059599,0.6819206342044017,0.9990000128746033,0.6294912221500177,0.3549402952194214,0.16985043218823664,0.1334179937839508,5.733146375726897,2.206115961074829,0.961191144040561,0.9726626873016357,0.41880449348686055,0.41522982716560364,0.5947481712861178,0.2963767647743225
1,8,1325.3814697265625,True,0.8207335657293345,0.7437450289726257,0.3851915722323393,0.7610962390899658,0.7282119855255113,0.7037192583084106,0.8648501076822958,0.8773147463798523,5.144098698877328,4.755733966827393,0.26076099704621614,0.30078262090682983,0.6285813882440292,0.5549442172050476,0.41121216151558454,0.46156686544418335
1,9,168.10455322265625,True,0.2441429220296785,0.4256201386451721,0.09215147671281292,0.39949706196784973,0.7915876345132005,0.8989378809928894,0.6840328546661372,0.3904680907726288,1.8408760192236233,5.110376834869385,0.9679378512744189,0.9662140011787415,0.8756142074439632,0.8968610763549805,0.33553746809149976,0.0010000000474974513
1,10,548.2882080078125,True,0.31773889910337827,0.3026389181613922,0.4268549144620434,0.42386341094970703,0.996361478772475,0.9784800410270691,0.2448810385086398,0.0010000000474974513,2.1236776432649487,4.576022624969482,0.8760063670776945,0.8775449395179749,0.6844286910115196,0.6523662209510803,0.47025812794670985,0.5890941023826599
1,11,679.929931640625,True,0.7828247380999273,0.6996265649795532,0.5436369379116405,0.7160541415214539,0.38953443803789967,0.4283292889595032,0.25640352470768,0.25829848647117615,6.664823927796563,5.00001335144043,0.611778821026137,0.6191604733467102,0.93236272602001,0.9356124997138977,0.06660944988599758,0.027901288121938705
1,12,970.9256591796875,True,0.04964012964609497,0.028428835794329643,0.6793431127927463,0.5797442197799683,0.4195446093233476,0.5179311633110046,0.14015265712912875,0.34690073132514954,3.676374619888218,3.0060675144195557,0.5807717152388341,0.5782615542411804,0.04402976235791645,0.05751122906804085,0.468535860029014,0.4576617479324341
