participant_id,alpha_pos,alpha_neg,phi,rho,capacity,epsilon,nll,aic,bic,aicc,pseudo_r2,grad_norm,n_trials,converged,n_successful_starts,n_near_best,at_bounds
10000,0.007964834570884705,0.0010000000474974513,0.34478482604026794,0.8015550374984741,2.987875461578369,0.022009100764989853,882.1845092773438,1776.3690185546875,1806.5008770931204,1776.4444225044183,0.2836762306273102,6.1262126109795645e-06,1121,True,48,4,"['alpha_pos', 'alpha_neg']"
9187,0.013395167887210846,0.002565983682870865,0.15334999561309814,0.18676449358463287,3.000000238418579,0.03175749257206917,1152.2381591796875,2316.476318359375,2347.0863741890917,2316.545912394172,0.13606888723093136,0.3557235896587372,1214,False,50,9,['alpha_neg']
10002,0.025553107261657715,0.010314772836863995,0.0027859897818416357,0.9990000128746033,2.2534430027008057,0.1372547298669815,1071.6356201171875,2155.271240234375,2186.5228422621362,2155.333740234375,0.2779831398362399,9.24441610550275e-06,1351,True,50,1,"['alpha_neg', 'phi', 'rho']"
10003,0.009290928952395916,0.0010000000474974513,0.344485878944397,0.9661771059036255,2.4664816856384277,0.0010000000474974513,941.0089721679688,1894.0179443359375,1925.2115317800665,1894.0810547792132,0.3598331247570352,2.493741521902848e-05,1338,True,47,4,"['alpha_pos', 'alpha_neg', 'epsilon']"
10004,0.04120732843875885,0.0033139390870928764,0.10022789239883423,0.9650512337684631,3.0,0.0780896246433258,696.8096313476562,1405.6192626953125,1436.199590966281,1405.6892044105498,0.47494746693375645,0.1570124328136444,1208,False,50,18,['alpha_neg']
10005,0.008239627815783024,0.006539573892951012,0.12610027194023132,0.9383297562599182,2.9791181087493896,0.002456594491377473,782.4441528320312,1576.8883056640625,1608.0459109913572,1576.9517977275545,0.4645027364266774,9.788371244212613e-06,1330,True,49,9,"['alpha_pos', 'alpha_neg', 'epsilon']"
10006,0.0331149697303772,0.0010000000474974513,0.18435965478420258,0.9712561368942261,3.0424036979675293,0.05793225020170212,788.0848999023438,1588.1697998046875,1619.4347105255208,1588.2321606064693,0.47020251860901185,6.6565689849085175e-06,1354,True,47,14,['alpha_neg']
10007,0.010304815135896206,0.0010000000474974513,0.6740677356719971,0.3680628836154938,1.0823478698730469,0.032298844307661057,1243.89892578125,2499.7978515625,2530.313260348694,2499.868558633207,0.052514145435080595,7.683138392167166e-06,1195,True,50,3,"['alpha_pos', 'alpha_neg']"
10016,0.0035956939682364464,0.0016430639661848545,0.1765560656785965,0.8994825482368469,4.335085391998291,0.0010000000474974513,795.4822998046875,1602.964599609375,1634.2736606397955,1603.0265008621384,0.46915015148859485,9.099279850488529e-06,1364,True,46,2,"['alpha_pos', 'alpha_neg', 'epsilon']"
10017,0.0073714773170650005,0.003851774148643017,0.013371333479881287,0.9707785844802856,4.524509906768799,0.09306992590427399,823.3458251953125,1658.691650390625,1689.5105496421666,1658.758850390625,0.4037854676434236,9.001239050121512e-06,1257,True,49,3,"['alpha_pos', 'alpha_neg']"
10018,0.015172268263995647,0.0010000000474974513,0.21313129365444183,0.9898640513420105,2.236607074737549,0.07379484921693802,922.5762939453125,1857.152587890625,1888.1963378091657,1857.2173028366958,0.35650181432564376,0.03658395633101463,1305,False,50,20,"['alpha_neg', 'rho']"
10024,0.009330002591013908,0.002121953759342432,0.22311033308506012,0.9703471660614014,2.715413808822632,0.0010000000474974513,747.2250366210938,1506.4500732421875,1536.8539923341084,1506.5221144085683,0.42015896040051615,5.265403615339892e-06,1173,True,50,7,"['alpha_pos', 'alpha_neg', 'epsilon']"
