parameter,mean,sd,se,ci_lower,ci_upper,n
alpha_pos,0.7813883453861556,0.3879214427525498,0.0369868583230732,0.7080815946423353,0.854695096129976,110
alpha_neg,0.7732340486603789,0.4099293351275914,0.039085228527847744,0.6957683963892638,0.850699700931494,110
epsilon,0.35915794440291143,0.14556938819129894,0.013879496577977265,0.33164923341145175,0.3866666553943711,110
nll,1098.2614801580255,129.3757588636857,12.335494603178315,,,110
aic,2202.522960316051,258.7515177273714,24.67098920635663,,,110
bic,2217.92576035375,258.8176323566878,24.677292988922133,,,110
