participant_id,alpha_pos,alpha_neg,phi,rho,capacity,kappa,phi_rl,epsilon,nll,aic,bic,aicc,pseudo_r2,alpha_pos_hdi_low,alpha_pos_hdi_high,alpha_pos_sd,alpha_neg_hdi_low,alpha_neg_hdi_high,alpha_neg_sd,phi_hdi_low,phi_hdi_high,phi_sd,rho_hdi_low,rho_hdi_high,rho_sd,capacity_hdi_low,capacity_hdi_high,capacity_sd,kappa_hdi_low,kappa_hdi_high,kappa_sd,phi_rl_hdi_low,phi_rl_hdi_high,phi_rl_sd,epsilon_hdi_low,epsilon_hdi_high,epsilon_sd,max_rhat,min_ess_bulk,num_divergences,min_bfmi,per_chain_ess_bulk,n_trials,converged,at_bounds,parameterization_version,kappa_parameterization
9187,0.037463486194610596,0.0001901393261505291,0.2920260429382324,0.14948944747447968,2.3797836303710938,0.011796724051237106,0.05507536232471466,0.07587756216526031,,,,,,0.02315559796988964,0.05520816147327423,0.008584675379097462,4.018503751979097e-09,0.0006116697913967073,0.00022207535221241415,0.010117530822753906,0.8210889101028442,0.26474159955978394,0.010452103801071644,0.3111286461353302,0.08257772028446198,2.0,3.0942745208740234,0.3624054491519928,4.356016870588064e-05,0.028128914535045624,0.008441121317446232,0.03546588122844696,0.07441969215869904,0.010209786705672741,0.002461266005411744,0.16789138317108154,0.047249097377061844,1.01,864.0,0,0.7779409885406494,296;196;99;172,990,False,,"v4.0-K[2,6]-phiapprox",convex
10000,0.05384661629796028,0.00020391186990309507,0.3508332073688507,0.5030165314674377,2.273660182952881,0.005284520797431469,0.07319173961877823,0.07321374863386154,,,,,,0.03502436354756355,0.07458768784999847,0.01025474164634943,3.99799793271427e-09,0.000669651897624135,0.00026127015007659793,0.15816470980644226,0.4995715022087097,0.092869833111763,0.21807226538658142,0.7715060710906982,0.14252053201198578,2.0000321865081787,2.7641680240631104,0.24167358875274658,1.4791467037866823e-06,0.014588058926165104,0.0045959847047924995,0.050852663815021515,0.10359257459640503,0.013211587443947792,0.03077986277639866,0.12226051092147827,0.023976990953087807,1.0,1385.0,0,0.7779409885406494,296;196;99;172,988,True,,"v4.0-K[2,6]-phiapprox",convex
10002,0.07971306890249252,0.000216978311073035,0.10324564576148987,0.7884613275527954,2.329864263534546,0.06382036954164505,0.05758904293179512,0.03989064693450928,,,,,,0.05274873971939087,0.1075524389743805,0.01434839703142643,4.172174161709563e-09,0.0007072751759551466,0.00029975289362482727,0.01504067424684763,0.1834905445575714,0.04686500132083893,0.5667030811309814,0.9831380248069763,0.1148286983370781,2.0000393390655518,2.8882460594177246,0.29759395122528076,0.03912412375211716,0.09320560097694397,0.013865306973457336,0.036740899085998535,0.0768403708934784,0.010468731634318829,0.014247694052755833,0.06473174691200256,0.01327651459723711,1.0,3866.0,0,0.7779409885406494,296;196;99;172,986,True,,"v4.0-K[2,6]-phiapprox",convex
10003,0.05967971310019493,0.00020196694822516292,0.2645520269870758,0.4888339936733246,2.2678701877593994,0.021433714777231216,0.082679882645607,0.017769454047083855,,,,,,0.041748784482479095,0.08240091800689697,0.010720910504460335,4.168190681497208e-09,0.0006706516142003238,0.0002566571347415447,0.0752369835972786,0.3952241539955139,0.087697334587574,0.1527506411075592,0.8101930618286133,0.17023925483226776,2.0001461505889893,2.743466377258301,0.2408573031425476,0.0005372709129005671,0.045018233358860016,0.012722212821245193,0.05839960649609566,0.11098018288612366,0.014156065881252289,0.0015812594210729003,0.036453474313020706,0.009678374044597149,1.0,1245.0,0,0.7779409885406494,296;196;99;172,973,True,,"v4.0-K[2,6]-phiapprox",convex
10004,0.08604614436626434,0.0002422193210804835,0.11499777436256409,0.9168271422386169,2.9817070960998535,0.030450353398919106,0.05910475179553032,0.051649224013090134,,,,,,0.052930328994989395,0.1240328848361969,0.019110415130853653,3.779452306673647e-09,0.0007370327366515994,0.0007585905841551721,0.0628800243139267,0.17880642414093018,0.029841404408216476,0.8024846315383911,0.9998698234558105,0.05932756885886192,2.009510040283203,3.9256458282470703,0.5327562093734741,0.008125298656523228,0.052382126450538635,0.011478068307042122,0.03632758557796478,0.07948234677314758,0.010905499570071697,0.027508271858096123,0.0776074156165123,0.012913940474390984,1.0,3019.0,0,0.7779409885406494,296;196;99;172,990,True,,"v4.0-K[2,6]-phiapprox",convex
10005,0.07485019415616989,0.00020611674699466676,0.13308663666248322,0.801864504814148,2.334268093109131,0.013437910936772823,0.07415828108787537,0.017462238669395447,,,,,,0.05254408344626427,0.10122400522232056,0.01275685615837574,4.315987123248988e-09,0.0006869849166832864,0.00026634865207597613,0.028909163549542427,0.227177232503891,0.05127541720867157,0.5941222310066223,0.988373875617981,0.10841792076826096,2.000002384185791,2.8538742065429688,0.26609092950820923,0.0002724650548771024,0.027873307466506958,0.007872678339481354,0.05448107048869133,0.09609678387641907,0.010610201396048069,0.0023227634374052286,0.03516412898898125,0.008880296722054482,1.0,3096.0,0,0.7779409885406494,296;196;99;172,985,True,,"v4.0-K[2,6]-phiapprox",convex
10006,0.09397811442613602,0.00021682980877812952,0.13950912654399872,0.8890854120254517,2.4958114624023438,0.007622737903147936,0.0635247752070427,0.029455233365297318,,,,,,0.06133107468485832,0.1256023645401001,0.01645616814494133,2.3663213610802813e-09,0.0007242257706820965,0.0003141830675303936,0.05084686353802681,0.21063849329948425,0.04026647284626961,0.7456164360046387,0.9999892711639404,0.0748901516199112,2.0006320476531982,3.146829843521118,0.34445837140083313,4.219593756715767e-05,0.017481988295912743,0.005234303884208202,0.040835678577423096,0.08454495668411255,0.010937342420220375,0.014525745064020157,0.0470249243080616,0.008498833514750004,1.0,5753.0,0,0.7779409885406494,296;196;99;172,987,True,,"v4.0-K[2,6]-phiapprox",convex
10016,0.09731367230415344,0.00021782338444609195,0.15676189959049225,0.7688554525375366,2.7472450733184814,0.03853903338313103,0.06980790942907333,0.02721855230629444,,,,,,0.062291037291288376,0.1353154480457306,0.019310664385557175,3.990531016739851e-09,0.0007251053466461599,0.00034184425021521747,0.06487884372472763,0.2251025140285492,0.04084322601556778,0.5771617293357849,0.9578003883361816,0.10125292837619781,2.000532865524292,3.9910051822662354,0.6099902391433716,0.017872843891382217,0.06264670193195343,0.011425959877669811,0.05059637129306793,0.09212946891784668,0.010507464408874512,0.010748445987701416,0.04503537341952324,0.009008131921291351,1.0,4224.0,0,0.7779409885406494,296;196;99;172,987,True,,"v4.0-K[2,6]-phiapprox",convex
10017,0.0938294380903244,0.0002249994286103174,0.08804953098297119,0.9292997717857361,3.700183153152466,0.03494160622358322,0.06384200602769852,0.06953448802232742,,,,,,0.04235043004155159,0.15264397859573364,0.03005993738770485,3.954707228359666e-09,0.0007286343025043607,0.0004272053192835301,0.008005669340491295,0.16415023803710938,0.04448137432336807,0.8288512229919434,0.9998912811279297,0.051811546087265015,2.0801680088043213,5.012434005737305,0.8025498986244202,0.011636613868176937,0.05972384288907051,0.012410423718392849,0.038619913160800934,0.08730503916740417,0.01189993042498827,0.040660712867975235,0.09915834665298462,0.014984985813498497,1.0,2173.0,0,0.7779409885406494,296;196;99;172,986,True,,"v4.0-K[2,6]-phiapprox",convex
10018,0.05785897374153137,0.00020799825142603368,0.20908217132091522,0.5442728400230408,2.242018938064575,0.03152195364236832,0.06461721658706665,0.02430717833340168,,,,,,0.0392744354903698,0.07703932374715805,0.009683343581855297,1.7227467230540583e-09,0.0006797644891776145,0.0002897902450058609,0.06031584367156029,0.32111841440200806,0.06276334077119827,0.2512395977973938,0.8405839800834656,0.15281111001968384,2.000087261199951,2.68100643157959,0.23668192327022552,0.007220786064863205,0.0562017448246479,0.012600427493453026,0.04493521898984909,0.08417052030563354,0.009757558815181255,0.0019189517479389906,0.048677098006010056,0.012848105281591415,1.0,4432.0,0,0.7779409885406494,296;196;99;172,986,True,,"v4.0-K[2,6]-phiapprox",convex
