parameter,mean,sd,se,ci_lower,ci_upper,n
alpha_pos,0.14200619270649645,0.30414388055612557,0.026778375528903303,0.08902060164144467,0.19499178377154824,129
alpha_neg,0.04757066034935704,0.18851287377036724,0.016597633056516774,0.01472940764412245,0.08041191305459162,129
phi,0.24327628691446093,0.19256366156593932,0.016954285035111198,0.20972933733564458,0.2768232364932773,129
rho,0.8078772142645001,0.20986313325215614,0.018477418587619605,0.7713164847249254,0.8444379438040748,129
capacity,3.4343198463898297,1.3171547666486423,0.11596901080669127,3.204855345222101,3.6637843475575584,129
epsilon,0.12606851600359606,0.09815715908511091,0.008642255967883435,0.10896833604310804,0.14316869596408408,129
nll,970.6104187484859,145.79169437741075,12.836242944933964,,,129
aic,1953.2208374969719,291.5833887548215,25.67248588986793,,,129
bic,1984.0349668142342,291.6950322689119,25.68231555318456,,,129
