parameter,mean,sd,se,ci_lower,ci_upper,n
alpha_pos,0.8317936426896791,0.3446993693370428,0.031732149021724124,0.7689497843585418,0.8946375010208165,118
alpha_neg,0.802355958546425,0.3908076359709458,0.03597675901557005,0.7311058725456279,0.8736060445472222,118
epsilon,0.3624401610912913,0.1384923443183462,0.01274925369527046,0.3371909322254874,0.3876893899570952,118
nll,1088.5601346290719,130.5041238644309,12.013878396065396,,,118
aic,2183.1202692581437,261.0082477288618,24.02775679213079,,,118
bic,2198.5175331923524,261.07548929775663,24.033946880290014,,,118
