model,outcome,predictor,beta,se,ci_lower,ci_upper,t,p,r2,r2_adj,n,predictor_set
WM-RL,rho,intercept,0.7839205411077527,0.05587667517384466,0.6728947777380919,0.8949463044774134,14.02947721332386,2.859004699603426e-24,0.06674670564179797,0.03528872942747652,93,
WM-RL,rho,ies_intrusion,0.0030617093072360228,0.008277088259582406,-0.013384688758487731,0.019508107372959778,0.36990173491160666,0.7123344683383368,0.06674670564179797,0.03528872942747652,93,
WM-RL,rho,ies_avoidance,0.006078447166859757,0.005276818106778679,-0.0044064780124785366,0.01656337234619805,1.1519152344954422,0.2524408396844816,0.06674670564179797,0.03528872942747652,93,
WM-RL,rho,ies_hyperarousal,-0.015381919449033174,0.007777755468723706,-0.030836153895355666,7.23149972893175e-05,-1.977681030329085,0.0510585447183969,0.06674670564179797,0.03528872942747652,93,
WM-RL,capacity,intercept,2.9811089115243714,0.31756185589636465,2.3501202680826117,3.612097554966131,9.38749051931869,5.920022899175478e-15,0.018100315355000896,-0.014997426824044036,93,
WM-RL,capacity,ies_intrusion,0.023281682999724253,0.04704087172247088,-0.07018752711903273,0.11675089311848122,0.49492456553697034,0.6218730099892538,0.018100315355000896,-0.014997426824044036,93,
WM-RL,capacity,ies_avoidance,-0.016938708438599605,0.029989546550553626,-0.07652729864240171,0.042649881765202506,-0.5648204253454078,0.5736168254939507,0.018100315355000896,-0.014997426824044036,93,
WM-RL,capacity,ies_hyperarousal,0.017474998889563893,0.04420303201061156,-0.07035548416911558,0.10530548194824335,0.39533484683513953,0.6935417674627964,0.018100315355000896,-0.014997426824044036,93,
WM-RL,epsilon,intercept,0.05618827418844895,0.026354007279546187,0.0038234230773572103,0.10855312529954068,2.132058081051593,0.035756899634030614,0.038172714566017674,0.005751570113186721,93,
WM-RL,epsilon,ies_intrusion,0.0016673454185086377,0.0039038551160715386,-0.0060895315430841285,0.009424222380101405,0.42710227939670375,0.6703363194432972,0.038172714566017674,0.005751570113186721,93,
WM-RL,epsilon,ies_avoidance,0.0007711218167806191,0.002488789863860432,-0.004174050630257196,0.005716294263818434,0.3098380574342706,0.7574084178120426,0.038172714566017674,0.005751570113186721,93,
WM-RL,epsilon,ies_hyperarousal,0.001150167181802808,0.003668346829934892,-0.006138759831679211,0.008439094195284828,0.31353828716986987,0.75460538954927,0.038172714566017674,0.005751570113186721,93,
WM-RL,alpha_pos,intercept,0.1103776424946725,0.03850147562717012,0.03389919089745656,0.18685609409188841,2.8668418728548692,0.0051506518804500965,0.039090882758777146,0.028531441909972588,93,LESS
WM-RL,alpha_pos,lec_total,-0.007022761460456909,0.003649981296962295,-0.014273000922798047,0.0002274780018842286,-1.9240540948255318,0.057472878852165475,0.039090882758777146,0.028531441909972588,93,LESS
WM-RL,alpha_pos,intercept,0.047130293291970514,0.026953939628104967,-0.006410396606875833,0.10067098319081685,1.7485493379538326,0.08374120228589485,0.0008165652184585204,-0.010163472526393491,93,IES-R
WM-RL,alpha_pos,ies_total,-0.00018836804024459686,0.0006907385544230944,-0.0015604353244267725,0.0011836992439375788,-0.27270526458729677,0.7856976577593301,0.0008165652184585204,-0.010163472526393491,93,IES-R
WM-RL,alpha_pos,intercept,0.11297134750339918,0.04370226067341642,0.02614917885232329,0.19979351615447508,2.5850229659198924,0.011345355894074685,0.03926547153946214,0.01791581535145026,93,LESS + IES-R
WM-RL,alpha_pos,lec_total,-0.0069860877144884955,0.003681056502573298,-0.01429914895104292,0.0003269735220659282,-1.8978485414730162,0.06092138925751993,0.03926547153946214,0.01791581535145026,93,LESS + IES-R
WM-RL,alpha_pos,ies_total,-8.736587026507715e-05,0.000683146875514574,-0.0014445563754112072,0.001269824634881053,-0.12788738907613334,0.898523416658221,0.03926547153946214,0.01791581535145026,93,LESS + IES-R
WM-RL,alpha_neg,intercept,0.0979442968482015,0.030799122848643137,0.03676562284552432,0.15912297085087868,3.1801002038120205,0.002013202829957733,0.0835586109447577,0.07348782644964513,93,LESS
WM-RL,alpha_neg,lec_total,-0.008410378998336607,0.0029197899698436623,-0.014210183090134682,-0.0026105749065385335,-2.880473967374761,0.004951107692581256,0.0835586109447577,0.07348782644964513,93,LESS
WM-RL,alpha_neg,intercept,0.02122764775332646,0.022072960744941843,-0.022617577200804963,0.06507287270745787,0.9617036879926001,0.33874696142768146,0.0013292294361676449,-0.009645174635962261,93,IES-R
WM-RL,alpha_neg,ies_total,-0.00019686183946727485,0.0005656555296614641,-0.0013204670608573696,0.0009267433819228199,-0.3480242464616117,0.7286257500141979,0.0013292294361676449,-0.009645174635962261,93,IES-R
WM-RL,alpha_neg,intercept,0.10019248055514002,0.034958919945399076,0.030740484329114526,0.1696444767811655,2.866006178441056,0.0051748978245308155,0.08375410753947043,0.06339308770701424,93,LESS + IES-R
WM-RL,alpha_neg,lec_total,-0.008378590758008122,0.002944601894844966,-0.014228556375004689,-0.0025286251410115545,-2.845406970862951,0.005491591037959659,0.08375410753947043,0.06339308770701424,93,LESS + IES-R
WM-RL,alpha_neg,ies_total,-7.572739591110356e-05,0.0005464723463743077,-0.0011613900936515917,0.0010099353018293844,-0.13857498263825024,0.8900956080345279,0.08375410753947043,0.06339308770701424,93,LESS + IES-R
WM-RL,phi,intercept,0.292060087302084,0.05904613993848668,0.17477218387166935,0.4093479907324986,4.946302799917953,3.443322650316332e-06,0.0013933435647702774,-0.009580355956495978,93,LESS
WM-RL,phi,lec_total,-0.001994607058727977,0.005597637569018428,-0.01311362644454155,0.009124412327085593,-0.3563301543078897,0.7224181596886917,0.0013933435647702774,-0.009580355956495978,93,LESS
WM-RL,phi,intercept,0.21675446089163938,0.04000664815148541,0.13728616897866497,0.2962227528046138,5.417961036648142,4.892693000187486e-07,0.027367167882364818,0.0166788950019513,93,IES-R
WM-RL,phi,ies_total,0.0016405322579492185,0.0010252354458290835,-0.00039597200954585897,0.003677036525444296,1.6001517160017416,0.11303115298646735,0.027367167882364818,0.0166788950019513,93,IES-R
WM-RL,phi,intercept,0.24219748112057154,0.06606441592356803,0.11094898795875435,0.37344597428238874,3.666080714325505,0.00041622230839376533,0.02990411628592049,0.008346429981163195,93,LESS + IES-R
WM-RL,phi,lec_total,-0.0026996404169052786,0.005564628558725448,-0.013754746302998227,0.008355465469187669,-0.48514296837875887,0.6287537596609494,0.02990411628592049,0.008346429981163195,93,LESS + IES-R
WM-RL,phi,ies_total,0.001679562621067386,0.0010327085744636058,-0.00037209321178594055,0.0037312184539207123,1.626366491572668,0.10736825296877385,0.02990411628592049,0.008346429981163195,93,LESS + IES-R
WM-RL,rho,intercept,0.8697053707098259,0.07743599991912518,0.7158882695409137,1.0235224718787381,11.231279658274621,7.086513523435239e-19,0.023627449806795098,0.012898081123353333,93,LESS
WM-RL,rho,lec_total,-0.010893752777212079,0.007341016073080701,-0.025475779394999454,0.0036882738405752957,-1.4839570801594024,0.14127583608834146,0.023627449806795098,0.012898081123353333,93,LESS
WM-RL,rho,intercept,0.8240021306132721,0.05327269146578604,0.7181824733312431,0.9298217878953011,15.467627182727963,3.3010218332603636e-27,0.019579968460735286,0.008806121960303837,93,IES-R
WM-RL,rho,ies_total,-0.0018404189109307704,0.0013651993883274742,-0.004552219787130735,0.0008713819652691949,-1.348095323413157,0.1809738952753422,0.019579968460735286,0.008806121960303837,93,IES-R
WM-RL,rho,intercept,0.9199727543707862,0.08715939468495341,0.7468154039670379,1.0931301047745343,10.555061306886333,2.022036922710057e-17,0.04009958540566827,0.018768465081349883,93,LESS + IES-R
WM-RL,rho,lec_total,-0.010182996059437146,0.007341465901798594,-0.02476809945798524,0.0044021073391109465,-1.3870521494818089,0.1688514559946682,0.04009958540566827,0.018768465081349883,93,LESS + IES-R
WM-RL,rho,ies_total,-0.0016931970693322093,0.0013624619695471866,-0.004399965576908717,0.001013571438244298,-1.2427481332891386,0.2171887524601065,0.04009958540566827,0.018768465081349883,93,LESS + IES-R
WM-RL,capacity,intercept,3.308474510993065,0.4339274295360594,2.4465309782870426,4.170418043699088,7.624488072879778,2.2780966529545328e-11,0.001297846938329017,-0.009676901996414689,93,LESS
WM-RL,capacity,lec_total,-0.014146363375277825,0.04113678699960917,-0.09585953727748625,0.06756681052693062,-0.3438859572433848,0.7317253806768721,0.001297846938329017,-0.009676901996414689,93,LESS
WM-RL,capacity,intercept,2.9177285770526167,0.29655933276286867,2.328649893522826,3.5068072605824074,9.838599749567338,5.549981233032828e-16,0.010312400229695595,-0.0005632876798682407,93,IES-R
WM-RL,capacity,ies_total,0.007400389080195485,0.007599815375400959,-0.007695710559300327,0.022496488719691298,0.9737590605357367,0.33275754898708976,0.010312400229695595,-0.0005632876798682407,93,IES-R
WM-RL,capacity,intercept,3.081322454035847,0.48987762030188214,2.1080950577215507,4.054549850350143,6.289984123253095,1.1224855756133032e-08,0.012254621664474441,-0.009695275631870448,93,LESS + IES-R
WM-RL,capacity,lec_total,-0.017358184613631047,0.0412625610641301,-0.09933346416397287,0.06461709493671078,-0.4206763750474196,0.6749942192658461,0.012254621664474441,-0.009695275631870448,93,LESS + IES-R
WM-RL,capacity,ies_total,0.007651347039003519,0.007657690026486763,-0.007561990777218894,0.02286468485522593,0.9991716839593527,0.32039039430840865,0.012254621664474441,-0.009695275631870448,93,LESS + IES-R
WM-RL,epsilon,intercept,0.12962642796080676,0.03621158737629763,0.05769655807129555,0.20155629785031798,3.579694715224056,0.0005542482420958023,0.010786084702034127,-8.43978836577719e-05,93,LESS
WM-RL,epsilon,lec_total,-0.0034195450386784354,0.0034328974280541614,-0.01023857406322765,0.0033994839858707796,-0.9961104607243408,0.3218378633204935,0.010786084702034127,-8.43978836577719e-05,93,LESS
WM-RL,epsilon,intercept,0.05550163412394082,0.02451853173710216,0.006798582821473269,0.10420468542640837,2.2636605943231958,0.02597177363196841,0.0378181328751972,0.027244705763935673,93,IES-R
WM-RL,epsilon,ies_total,0.001188305368858644,0.0006283272650430511,-5.978955592120423e-05,0.002436400293638492,1.8912204435012456,0.06177592827460946,0.0378181328751972,0.027244705763935673,93,IES-R
WM-RL,epsilon,intercept,0.09265610310274162,0.04023993433583542,0.012712450038146028,0.17259975616733722,2.3025908126352808,0.023607685892136864,0.05206699167056983,0.031001813707693726,93,LESS + IES-R
WM-RL,epsilon,lec_total,-0.003942287716682535,0.0033894235599613385,-0.010675969210919256,0.0027913937775541856,-1.1631145080986878,0.24785765183382666,0.05206699167056983,0.031001813707693726,93,LESS + IES-R
WM-RL,epsilon,ies_total,0.001245301448830952,0.0006290243339553212,-4.365180921229051e-06,0.0024949680785831332,1.979734934895864,0.05078859878979921,0.05206699167056983,0.031001813707693726,93,LESS + IES-R
WM-RL+K,alpha_pos,intercept,0.035404792713976875,0.028199508743146643,-0.02059384291182463,0.09140342833977838,1.255510974905949,0.21243870581057372,0.013996284756467747,-0.017810286703001,97,
WM-RL+K,alpha_pos,ies_intrusion,0.0036385966051035766,0.004437649350839062,-0.005173695527223197,0.01245088873743035,0.8199378358760135,0.41434805583595835,0.013996284756467747,-0.017810286703001,97,
WM-RL+K,alpha_pos,ies_avoidance,0.00013467380151404695,0.0032049198201000717,-0.006229661792073565,0.006499009395101659,0.042020958112406644,0.9665720758608247,0.013996284756467747,-0.017810286703001,97,
WM-RL+K,alpha_pos,ies_hyperarousal,-0.004518058610716555,0.003977755036106834,-0.01241709177844074,0.003380974557007632,-1.1358312841553295,0.2589457826512268,0.013996284756467747,-0.017810286703001,97,
WM-RL+K,alpha_neg,intercept,0.019800579450071767,0.01871910513142528,-0.017371853482842762,0.0569730123829863,1.05777382578139,0.29289839527806444,0.0034999384860545657,-0.028645224788588886,97,
WM-RL+K,alpha_neg,ies_intrusion,-0.0006487717812328382,0.0029457543211615644,-0.006498456056812521,0.005200912494346845,-0.22023960945154983,0.8261672949359886,0.0034999384860545657,-0.028645224788588886,97,
WM-RL+K,alpha_neg,ies_avoidance,-5.9406632519806985e-05,0.0021274566020524047,-0.004284113812817472,0.004165300547777858,-0.027923781130245424,0.9777827752710011,0.0034999384860545657,-0.028645224788588886,97,
WM-RL+K,alpha_neg,ies_hyperarousal,-5.045043912711988e-05,0.002640472051699705,-0.005293904630121832,0.005193003751867592,-0.019106598418507894,0.9847970000561602,0.0034999384860545657,-0.028645224788588886,97,
WM-RL+K,phi,intercept,0.21803362555709582,0.03795712775488102,0.14265829239409689,0.29340895872009476,5.744207700991239,1.1569037506009407e-07,0.06862568376715283,0.038581350985448126,97,
WM-RL+K,phi,ies_intrusion,-0.0071450823790973495,0.005973168712809556,-0.01900661164638827,0.004716446888193572,-1.1961963109755473,0.234660786494824,0.06862568376715283,0.038581350985448126,97,
WM-RL+K,phi,ies_avoidance,0.00196664419886585,0.004313889017135922,-0.006599884438249183,0.010533172835980882,0.45588660047901397,0.6495342684359651,0.06862568376715283,0.038581350985448126,97,
WM-RL+K,phi,ies_hyperarousal,0.010822295495248062,0.005354141359637064,0.0001900318690167685,0.021454559121479356,2.0212943156177077,0.04612373893619363,0.06862568376715283,0.038581350985448126,97,
WM-RL+K,rho,intercept,0.8469906824486731,0.0438092857041501,0.7599941234121773,0.933987241485169,19.333588047258136,2.4213419205791225e-34,0.02167641895147976,-0.00988240624363379,97,
WM-RL+K,rho,ies_intrusion,0.008701978763333116,0.006894100533329057,-0.004988338584034233,0.022392296110700465,1.262235547808448,0.2100202331076955,0.02167641895147976,-0.00988240624363379,97,
WM-RL+K,rho,ies_avoidance,-0.003840792746194995,0.0049789962419746125,-0.013728092517129217,0.006046507024739226,-0.7713990048467643,0.4424260552632314,0.02167641895147976,-0.00988240624363379,97,
WM-RL+K,rho,ies_hyperarousal,-0.006499467153726949,0.006179632717193254,-0.01877099301552012,0.005772058708066223,-1.051756220987671,0.2956365944581767,0.02167641895147976,-0.00988240624363379,97,
WM-RL+K,capacity,intercept,3.1192620808110987,0.26076746577520954,2.6014295741523252,3.637094587469872,11.96185295407982,1.6182366149577125e-20,0.028409449772380024,-0.0029321808801239246,97,
WM-RL+K,capacity,ies_intrusion,0.0521919546523632,0.04103598349026346,-0.02929737581606722,0.1336812851207936,1.271858262267473,0.20659476741216895,0.028409449772380024,-0.0029321808801239246,97,
WM-RL+K,capacity,ies_avoidance,-0.04274038684861014,0.029636644634929907,-0.10159288953577636,0.016112115838556075,-1.4421466186572311,0.1526202903319147,0.028409449772380024,-0.0029321808801239246,97,
WM-RL+K,capacity,ies_hyperarousal,-0.019350308327656728,0.03678323298778192,-0.0923945191322992,0.05369390247698573,-0.5260632836184957,0.6000965072330056,0.028409449772380024,-0.0029321808801239246,97,
WM-RL+K,kappa,intercept,0.053723274362785664,0.02295943181671082,0.008130393004812102,0.09931615572075922,2.339921771220996,0.021426914374085414,0.007087833219931006,-0.024941591514909822,97,
WM-RL+K,kappa,ies_intrusion,-0.0019118296590415734,0.0036130383910259398,-0.009086607851241997,0.005262948533158851,-0.5291473414149636,0.5979640045052299,0.007087833219931006,-0.024941591514909822,97,
WM-RL+K,kappa,ies_avoidance,0.0011607460198710077,0.0026093765943882154,-0.004020958755576636,0.006342450795318651,0.44483652622903663,0.6574714797997903,0.007087833219931006,-0.024941591514909822,97,
WM-RL+K,kappa,ies_hyperarousal,0.0016635646867194447,0.0032386023588892566,-0.004767657753507504,0.008094787126946393,0.5136674720665607,0.6087027648077462,0.007087833219931006,-0.024941591514909822,97,
WM-RL+K,epsilon,intercept,0.06187187057215843,0.019871167718379688,0.022411669663829896,0.10133207148048695,3.1136504632755178,0.002456055904714096,0.011572813723135789,-0.020311934221279193,97,
WM-RL+K,epsilon,ies_intrusion,0.003139043325453674,0.003127050025199908,-0.003070658288138455,0.009348744939045804,1.003835340067193,0.3180627314526264,0.011572813723135789,-0.020311934221279193,97,
WM-RL+K,epsilon,ies_avoidance,-0.0016559944496102458,0.00225839038010353,-0.006140710163920989,0.002828721264700498,-0.7332631524645137,0.46524229892600266,0.011572813723135789,-0.020311934221279193,97,
WM-RL+K,epsilon,ies_hyperarousal,-0.001454818497656659,0.00280297923573999,-0.0070209797495628,0.004111342754249482,-0.519025784817341,0.6049756991620459,0.011572813723135789,-0.020311934221279193,97,
WM-RL+K,alpha_pos,intercept,0.12487155332206215,0.04058885008467926,0.044292497960168625,0.20545060868395568,3.076498916858854,0.002736210489620831,0.05042123113835251,0.04042566515033519,97,LESS
WM-RL+K,alpha_pos,lec_total,-0.008602839606972699,0.003830352987520027,-0.01620705171924125,-0.000998627494704146,-2.245965224354592,0.027023531610221613,0.05042123113835251,0.04042566515033519,97,LESS
WM-RL+K,alpha_pos,intercept,0.04535688844155493,0.026207778651554534,-0.006672130426190401,0.09738590730930026,1.7306651221607656,0.08675842743588646,0.0008975493191938355,-0.009619318582709369,97,IES-R
WM-RL+K,alpha_pos,ies_total,-0.00020026368473987887,0.0006855138778071047,-0.0015611807985759089,0.001160653429096151,-0.29213658719864843,0.7708192240027707,0.0008975493191938355,-0.009619318582709369,97,IES-R
WM-RL+K,alpha_pos,intercept,0.12670834232858283,0.04479715319167369,0.03776254453762537,0.2156541401195403,2.8284909486644283,0.00571634823274164,0.05052088105309416,0.030319197671245135,97,LESS + IES-R
WM-RL+K,alpha_pos,lec_total,-0.008568611338791584,0.003865861285668328,-0.016244369544490617,-0.0008928531330925507,-2.216481840814484,0.029070722912367453,0.05052088105309416,0.030319197671245135,97,LESS + IES-R
WM-RL+K,alpha_pos,ies_total,-6.699523098833472e-05,0.0006745034965739106,-0.0014062377350568247,0.0012722472730801555,-0.09932525380317807,0.9210915441844313,0.05052088105309416,0.030319197671245135,97,LESS + IES-R
WM-RL+K,alpha_neg,intercept,0.07685549926435194,0.02656486362612349,0.024117577092505525,0.12959342143619834,2.8931260610264675,0.0047298177558596464,0.06708005243232207,0.05725984245792548,97,LESS
WM-RL+K,alpha_neg,lec_total,-0.006552031116627299,0.0025069151883115805,-0.01152888700993529,-0.0015751752233193065,-2.6135830789872565,0.010418017144706304,0.06708005243232207,0.05725984245792548,97,LESS
WM-RL+K,alpha_neg,intercept,0.0195771750407968,0.017284326980012234,-0.014736552441253437,0.053890902522847034,1.1326547492092713,0.26020990017683115,0.003295901310787719,-0.00719572078067765,97,IES-R
WM-RL+K,alpha_neg,ies_total,-0.0002533986476841939,0.00045210416994464873,-0.0011509389047574966,0.0006441416093891088,-0.5604873047625674,0.5764665510400555,0.003295901310787719,-0.00719572078067765,97,IES-R
WM-RL+K,alpha_neg,intercept,0.08104224257733193,0.02930201425927404,0.02286240637163383,0.13922207878303003,2.7657567107927465,0.006836892324691991,0.06826752273252612,0.04844342747151609,97,LESS + IES-R
