participant_id,alpha_pos,alpha_neg,phi,rho,capacity,kappa_s,epsilon,nll,aic,bic,aicc,pseudo_r2,grad_norm,hessian_condition,hessian_invertible,alpha_pos_se,alpha_neg_se,phi_se,rho_se,capacity_se,kappa_s_se,epsilon_se,alpha_pos_ci_lower,alpha_neg_ci_lower,phi_ci_lower,rho_ci_lower,capacity_ci_lower,kappa_s_ci_lower,epsilon_ci_lower,alpha_pos_ci_upper,alpha_neg_ci_upper,phi_ci_upper,rho_ci_upper,capacity_ci_upper,kappa_s_ci_upper,epsilon_ci_upper,n_trials,converged,n_successful_starts,n_near_best,at_bounds,high_correlations
10074,0.013506598770618439,0.0010000000474974513,0.08817283809185028,0.6540228724479675,4.208679676055908,0.10027690976858139,0.061227139085531235,431.62530517578125,877.2506103515625,909.2761412357598,877.4085793219433,0.4520470237436879,7.5545613071881235e-06,787198848.0,True,0.006449900806376611,1.7663174995108534e-07,0.04112569340968859,0.15062503669190264,1.2994643657124645,0.03710815039074741,0.08656774813635068,0.0008650254862644282,0.0009996538556290208,0.0075679601696243826,0.3588032253618142,1.6617763200662923,0.027546271469820527,-0.10844252948445049,0.026148172054972448,0.0010003462393658818,0.16877771601407618,0.9492425195341209,6.755583032045524,0.17300754806734225,0.23089680765551296,717,True,50,2,['alpha_neg'],"[('alpha_pos', 'epsilon', 0.9131239652633667)]"
10075,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,717,False,49,0,[],
10076,0.006298552267253399,0.0010000000474974513,0.2990666925907135,0.965764582157135,2.759174346923828,0.16272345185279846,0.0010000000474974513,501.3165588378906,1016.6331176757812,1048.5899724660287,1016.7926618353254,0.3572985960396775,7.535769327660091e-06,104808767488.0,True,0.002175259948076681,1.5906090508454124e-07,0.033120121922573485,0.03558369946845645,0.2731473940881224,0.03458994727621642,1.9446400937896673e-06,0.002035121112010636,0.0009996882938521372,0.234152446458894,0.8960218127622633,2.2238152920401393,0.09492840096427493,0.000996188622950731,0.010561983422496162,0.0010003118011427654,0.363980938722533,1.0355073515520068,3.294533401807517,0.230518502741322,0.0010038114720441716,710,True,50,6,"['alpha_pos', 'alpha_neg', 'epsilon']",[]
10077,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,719,False,49,0,[],
10078,0.007730444427579641,0.014726780354976654,0.13380515575408936,0.8702419996261597,3.0,0.07015141099691391,0.05736776068806648,432.00799560546875,878.0159912109375,910.0610207149848,878.1735158241584,0.4530867540799277,0.2634544372558594,95.44143676757812,True,0.0024567758042880277,0.008046627947845775,0.07128560392478492,0.12996422856477263,0.6497484842936199,0.036056500475666976,0.0553144728018185,0.0029152523330856824,-0.0010443206197945087,-0.005912060554676218,0.6155167923606736,1.726516371775016,-0.0005180313439446943,-0.05104661382731815,0.0125456365220736,0.030497881329747817,0.2735223720628549,1.1249672068916459,4.273483628224984,0.1408208533377725,0.16578213520345111,719,False,50,8,['alpha_pos'],[]
10079,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,719,False,49,0,[],
10081,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,716,False,49,0,[],
10083,0.022355109453201294,0.0010000000474974513,0.2506854832172394,0.589038610458374,3.0,0.0855909213423729,0.08170344680547714,439.66705322265625,893.3341064453125,925.2216046879871,893.4952575244492,0.43072233499474943,0.2695084810256958,17120031744.0,True,0.0071974488538933306,8.362417971086595e-07,0.05462052314673583,0.19894560129566297,1.4234771728515627,0.04118232912959526,0.03394612759501927,0.008248368919001277,0.0009983610436927514,0.14363122503290077,0.19911239703620948,0.21003600839603997,0.004875039448891436,0.015170259304638098,0.03646184998740131,0.0010016390513021512,0.357739741401578,0.9789648238805386,5.78996399160396,0.16630680323585434,0.14823663430631617,703,False,50,11,['alpha_neg'],[]
10084,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,717,False,49,0,[],
10086,0.04215173423290253,0.0010000000474974513,0.9990000128746033,0.823779821395874,1.0408692359924316,0.646019697189331,0.0010000020265579224,332.4007568359375,678.801513671875,709.921552407574,678.9815779805567,0.519739352646795,,,False,,,,,,,,,,,,,,,,,,,,,,630,True,50,1,"['alpha_neg', 'phi', 'epsilon']",
10087,0.004197851754724979,0.0010000000474974513,0.18673758208751678,0.8689302206039429,4.769701957702637,0.1110013872385025,0.0010000000474974513,366.4162292480469,746.8324584960938,778.8286392324709,746.9910987227227,0.5328761552741399,8.5429783212021e-06,807286210560.0,True,0.0027162435801330108,2.739213035544417e-07,0.02081302579959665,0.04462812119434924,0.3532182063662849,0.03755977673278969,5.340285021836423e-06,-0.0011258878355738583,0.0009994631716078862,0.14594480111100439,0.7814607103653297,4.0774069945408815,0.0373855775748692,0.0009895332811874732,0.009521591345023818,0.0010005369233870164,0.22753036306402918,0.956399730842556,5.461996920864392,0.1846171969021358,0.0010104668138074294,714,True,50,6,"['alpha_pos', 'alpha_neg', 'epsilon']",[]
10088,0.008009600453078747,0.0010000000474974513,0.16804589331150055,0.979627788066864,4.098932266235352,2.938758297831148e-39,0.024051079526543617,310.7647399902344,635.5294799804688,667.5842384645395,635.6867833512553,0.6071246436227762,8.984404303191695e-06,inf,False,0.003285682830263356,9.205398469095934e-07,0.02795535263054122,0.0686762761790313,0.38259237115808586,,0.039597191004189486,0.001569780441140937,0.0009981958225511744,0.11325440898052269,0.8450247601636367,3.3490649980057223,,-0.05355798873062119,0.014449420465016558,0.0010018042724437282,0.2228373776424784,1.1142308159700913,4.84879953446498,,0.10166014778370842,720,True,50,9,"['alpha_pos', 'alpha_neg', 'kappa_s']","[('rho', 'epsilon', 0.9138710498809814)]"
10089,0.018557490780949593,0.0010000000474974513,0.22646106779575348,0.9357485175132751,3.0,0.07244455069303513,0.021358631551265717,350.4671325683594,714.9342651367188,746.9500263054433,715.0924572271142,0.5544567992916918,1.5984642505645752,2017960192.0,True,0.003905734551548898,2.1848442600756522e-07,0.018640568123602253,0.0659193539023745,0.6470862229665121,0.034876192569079166,0.013632655871517236,0.010902391726740054,0.0009995718258912936,0.1899262256221277,0.8065489579804712,1.7317343080935812,0.004088469339756498,-0.005360882970536569,0.02621258983515913,0.001000428269103609,0.26299590996937927,1.064948077046079,4.268265691906419,0.14080063204631377,0.048078146073068,716,False,50,10,['alpha_neg'],[]
10090,0.7625605463981628,0.3688516914844513,0.41449853777885437,0.817237913608551,5.910083770751953,0.14159318804740906,0.7309523224830627,756.2902221679688,1526.5804443359375,1558.6254738399848,1526.7379689491584,0.042552118314866716,9.172327736450825e-06,471102272.0,True,784.8143124477515,0.7655961565989287,0.06295834227163198,0.29251879482661636,2.7894249958151933,0.028802543200700942,0.05416931545298163,-1537.4452264027598,-1.1316892021517362,0.29110245440011007,0.2439116109473215,0.44291124137838356,0.0851412407108762,0.6247824151280298,1538.970347495556,1.8693925851206388,0.5378946211575987,1.3905642162697807,11.377256300125524,0.19804513538394192,0.8371222298380957,719,True,50,10,[],[]
10092,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,714,False,49,0,[],
10093,0.010801488533616066,0.0010000000474974513,0.23727060854434967,0.595912516117096,2.993114948272705,0.056538138538599014,0.0010000000474974513,520.2657470703125,1054.531494140625,1086.5080395205089,1054.690585049716,0.3348788044189396,7.77193417889066e-06,134712737792.0,True,0.0014938737297235855,2.414649360353056e-07,0.038175792239577185,0.11704807381893322,0.7173545135945822,0.028907634211945685,1.8570321581209569e-06,0.007873549825907315,0.000999526784919293,0.1624474306734947,0.3665025069722012,1.5871259374800752,-0.00011978339507243835,0.0009963603313494016,0.013729427241324817,0.0010004733100756097,0.31209378641520463,0.8253225252619907,4.399103959065335,0.11319606047227046,0.001003639763645501,712,True,50,2,"['alpha_pos', 'alpha_neg', 'epsilon']",[]
10094,0.0032084258273243904,0.0010000000474974513,0.1628926545381546,0.7611072659492493,2.9883956909179688,0.07008148729801178,0.0010000000474974513,567.3524169921875,1148.704833984375,1180.6518226700998,1148.8646057390113,0.27161294038387074,9.932300599757582e-06,717335166976.0,True,0.0015330899949763054,1.7575530833356375e-07,0.0427413930023994,0.07883029369449576,0.37958280467636196,0.03170034746293224,5.277335684859996e-06,0.00020362465211213937,0.0009996555734230258,0.07912106360437948,0.6066027294173226,2.2444270646015974,0.007949947973258917,0.0009896566596207977,0.006213227002536641,0.0010003445215718769,0.24666424547192972,0.9156118024811759,3.73236431723434,0.13221302662276463,0.001010343435374105,709,True,50,2,"['alpha_pos', 'alpha_neg', 'epsilon']",[]
10095,0.02124912105500698,0.0010000000474974513,0.3440639078617096,0.9046996831893921,2.9999985694885254,0.1395496428012848,0.07853807508945465,456.1479187011719,926.2958374023438,958.2723827822276,926.4549283114346,0.4168486955814661,0.9201326370239258,3129231872.0,True,0.008914464289333101,2.978351802456863e-07,0.03429646201883634,0.1339686930225913,0.6270504536843244,0.03895612399581963,0.03243863263114761,0.0037770921064456536,0.0009994163012708407,0.2768440775076445,0.6421258698092107,1.7710022637777483,0.06319704279220173,0.014959523424679572,0.03872115000356831,0.001000583793724062,0.4112837382157747,1.1672734965695735,4.2289948751993025,0.21590224281036785,0.14211662675422973,712,False,50,19,['alpha_neg'],[]
10097,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,717,False,47,0,[],
10098,0.006394502706825733,0.0010000000474974513,0.1718008816242218,0.9407410621643066,4.008302688598633,0.11315261572599411,0.030926138162612915,372.0427551269531,758.0855102539062,790.0620556337901,758.2446011629971,0.5243709133442758,1.597330265212804e-05,56084746240.0,True,0.0035120930535560706,1.685682690640068e-06,0.03174959915243604,0.08460008713795729,0.46134736924194897,0.03867317364450895,0.05814352584004463,-0.0004890731884974681,0.0009966961701344341,0.10957281076186373,0.7749279382849601,3.104078460522111,0.037354588214892945,-0.08303307841804855,0.013278078602148934,0.0010033039248604685,0.23402895248657987,1.1065541860436532,4.912526916675155,0.18895064323709526,0.14488535474327438,712,True,50,13,"['alpha_pos', 'alpha_neg']",[]
10099,0.026373542845249176,0.0010000000474974513,0.1877436488866806,0.9990000128746033,2.1768293380737305,0.0768384039402008,0.13831058144569397,427.26104736328125,868.5220947265625,900.5182754629396,868.6807349531914,0.4553084519331574,,,False,,,,,,,,,,,,,,,,,,,,,,714,True,50,4,"['alpha_neg', 'rho']",
10101,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,715,False,49,0,[],
10102,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,716,False,49,0,[],
10103,0.0038059065118432045,0.0010000000474974513,0.0010000000474974513,0.875357449054718,5.0,0.029566209763288498,0.0010000296169891953,325.43115234375,664.8623046875,696.9073341915473,665.0198293007209,0.5880108478029826,0.18434445559978485,1.0515102142824448e+16,True,0.0021071735012616615,4.903523692865274e-07,0.0007694031862529079,0.03425800227407215,0.3474697271982829,0.03136185793229572,9.006265118385522e-05,-0.00032407765980681843,0.0009990389745139158,-0.0005080024871486114,0.8082129984152453,4.318971848973408,-0.03190190227227292,0.0008235100643166455,0.007935890683493228,0.0010009611204809868,0.002508002582143514,0.9425018996941907,5.681028151026592,0.09103432179884992,0.0011765491696617452,719,False,50,5,"['alpha_pos', 'alpha_neg', 'phi', 'epsilon']",[]
10104,0.007953554391860962,0.0010000000474974513,0.0010002701310440898,0.9990000128746033,2.725311756134033,0.19781751930713654,0.2407611608505249,556.295166015625,1126.59033203125,1158.596309830108,1126.7487478728342,0.2918018437897755,,,False,,,,,,,,,,,,,,,,,,,,,,715,True,50,1,"['alpha_pos', 'alpha_neg', 'phi', 'rho']",
10106,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,719,False,49,0,[],
10107,0.003381826914846897,0.0010000000474974513,0.17283901572227478,0.9440726041793823,4.416618824005127,0.1838468313217163,0.046061381697654724,393.8879699707031,801.7759399414062,833.7721206777834,801.9345801680352,0.4978539479499331,4.997596533939941e-06,1272989184.0,True,0.004833492767959992,2.6384370345026725e-07,0.03819982510659483,0.1735092695369383,0.5183861676774758,0.04027417495466065,0.1423627559053856,-0.006091644829889503,0.000999482923341141,0.09796873429761999,0.6040006849031305,3.400600605273533,0.10491089890351636,-0.23296449261676794,0.012855298659583297,0.0010005171716537615,0.24770929714692957,1.2841445234556341,5.4326370427367205,0.26278276373991627,0.3250872560120774,714,True,50,7,"['alpha_pos', 'alpha_neg']","[('rho', 'epsilon', 0.9758633375167847)]"
10109,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,719,False,48,0,[],
10110,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,719,False,48,0,[],
10111,0.01095772534608841,0.0010000000474974513,0.3051699101924896,0.9990000128746033,1.9999998807907104,0.08561469614505768,0.1579832136631012,579.6990356445312,1173.3980712890625,1205.3844412319627,1173.5569365372894,0.259937164261709,,,False,,,,,,,,,,,,,,,,,,,,,,713,False,50,3,"['alpha_pos', 'alpha_neg', 'rho']",
10112,0.01042657159268856,0.0010000000474974513,0.29220765829086304,0.9740010499954224,2.43074369430542,0.29970017075538635,0.03135572373867035,469.3271179199219,952.6542358398438,984.5814505011198,952.8144647382701,0.395756785218625,5.146928742760792e-06,842924800.0,True,0.0038568825469892146,1.9173575392194152e-07,0.04193279316489632,0.14881052741434075,0.47129519062899305,0.03744732831391847,0.0678473703506374,0.002867220707988587,0.0009996242523252156,0.21002089391649892,0.6823377757429041,1.5070220945856545,0.22630475594285912,-0.10162267859432966,0.017985922477388533,0.001000375842669687,0.37439442266522716,1.2656643242479406,3.3544652940251853,0.37309558556791356,0.16433412607167036,707,True,50,6,"['alpha_pos', 'alpha_neg']",[]
