participant_id,alpha_pos,alpha_neg,phi,rho,capacity,epsilon,nll,aic,bic,aicc,pseudo_r2,grad_norm,hessian_condition,hessian_invertible,alpha_pos_se,alpha_neg_se,phi_se,rho_se,capacity_se,epsilon_se,alpha_pos_ci_lower,alpha_neg_ci_lower,phi_ci_lower,rho_ci_lower,capacity_ci_lower,epsilon_ci_lower,alpha_pos_ci_upper,alpha_neg_ci_upper,phi_ci_upper,rho_ci_upper,capacity_ci_upper,epsilon_ci_upper,n_trials,converged,n_successful_starts,n_near_best,at_bounds,high_correlations
10051,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,709,False,49,0,[],
10052,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,709,False,48,0,[],
10055,0.0443066768348217,0.0010000000474974513,0.16060993075370789,0.9582130312919617,3.0,0.167711079120636,405.0546875,822.109375,849.5765431463262,822.2273525280899,0.48720908832882437,0.18431861698627472,18064814.0,True,0.050722621052987214,6.070772295249302e-06,0.03856561863745219,0.3445483773582898,2.6306875546773276,0.03335493914687374,-0.05510783363050635,0.000988101552440419,0.08502270718279492,0.2829106207379979,-2.156052861745306,0.10233659968623829,0.14372118730014977,0.0010118985425544836,0.23619715432462085,1.6335154418459255,8.156052861745305,0.23308555855503368,719,False,50,4,['alpha_neg'],"[('alpha_pos', 'capacity', -0.9361512064933777), ('rho', 'capacity', -0.9171504378318787)]"
10057,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,712,False,47,0,[],
10058,0.007691618520766497,0.0010000000474974513,0.25301793217658997,0.9989998936653137,2.000000238418579,0.001000025076791644,506.11444091796875,1024.2288818359375,1051.5095943005006,1024.3506209663724,0.33904559930294687,1.4873608350753784,53935188.0,True,0.0014675887436797945,2.6193872363793667e-06,0.0362858758745449,6.256439832863496e-05,0.22433578279858785,2.392423512834452e-05,0.004815197439037714,0.0009948661428525838,0.18189892231499113,0.9988772696978752,1.5603101836897468,0.0009531344375824208,0.010568039602495279,0.0010051339521423188,0.32413694203818877,0.9991225176327523,2.4396902931474114,0.0010469157160008674,697,False,50,5,"['alpha_pos', 'alpha_neg', 'rho', 'epsilon']",[]
10059,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,718,False,48,0,[],
10062,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,718,False,49,0,[],
10063,0.015691451728343964,0.001000000862404704,0.46627137064933777,0.2877840995788574,6.955504417419434,0.04025908187031746,591.5576171875,1195.115234375,1222.5321228974858,1195.2342145449716,0.2447981094334296,4.789715967490338e-05,inf,False,0.0035588438532467904,2.1108505364476448e-06,0.10943156983315545,0.06288569313422814,,0.07785553694117446,0.008716245949378504,0.0009958636713765197,0.2517894350046732,0.16453040589293252,,-0.1123349665314122,0.022666657507309423,0.0010041380534328884,0.6807533062940023,0.4110377932647823,,0.19285313027204712,713,True,50,15,['alpha_neg'],[]
10064,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,712,False,49,0,[],
10065,0.0038934419862926006,0.007130913436412811,0.12167183309793472,0.9324016571044922,4.338652610778809,0.0010000000474974513,324.94329833984375,661.8865966796875,689.3537648260137,662.0045742077774,0.5886284609479373,1.0602360816847067e-05,877334336.0,True,0.0020330947362642653,0.008540666778000977,0.03520439475213917,0.02728844682833877,0.2717198355532966,3.521057506781608e-05,-9.135047394331908e-05,-0.009608485852426848,0.05267248728621107,0.878917284126912,3.8060915192092013,0.0009309885884895878,0.00787823444652852,0.02387031272525247,0.19067117890965837,0.9858860300820724,4.871213702348416,0.0010690115065053148,719,True,50,5,"['alpha_pos', 'alpha_neg', 'epsilon']",[]
10066,0.00883508287370205,0.0010000000474974513,0.014747905544936657,0.9341118335723877,3.4494452476501465,0.0010000028414651752,337.8401794433594,687.6803588867188,715.0380503116783,687.8005305605385,0.5644258021813097,0.020854352042078972,461198784.0,True,0.0016634251973925201,2.892292477790939e-06,1.5733019261635175,0.030624061810152738,0.3368574884341458,2.774492113856638e-05,0.0055748293958362794,0.000994331258408225,-3.068867206543053,0.8740897753641599,2.789216702396603,0.000945623795279681,0.012095336351567818,0.0010056688365866777,3.098363017632926,0.9941338917806155,4.10967379290369,0.0010543818876506692,706,False,50,5,"['alpha_pos', 'alpha_neg', 'epsilon']",[]
10067,0.006529687438160181,0.0010000000474974513,0.4210277199745178,0.8419045805931091,2.4181952476501465,0.0010000000474974513,613.062255859375,1238.12451171875,1265.5665927205139,1238.2429884465357,0.2206238636207517,6.151264096843079e-05,363596224.0,True,0.001488440445314555,1.8479300157003853e-06,0.0448932228585254,0.07389299082655261,0.38856880966206,2.504528974466426e-05,0.0036123977722108936,0.000996378171220728,0.33303862002187773,0.6970769798631175,1.6566143751969096,0.000950912181615539,0.009446977104109468,0.0010036219237741747,0.5090168199271579,0.9867321813231008,3.1797761201033836,0.0010490879133793637,716,True,50,10,"['alpha_pos', 'alpha_neg', 'epsilon']",[]
10071,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,720,False,49,0,[],
10072,0.005890113767236471,0.005946180317550898,0.19172224402427673,0.7990498542785645,4.630433082580566,0.0010000000474974513,389.3524169921875,790.704833984375,818.1636513986643,790.8229774442906,0.5064013329689991,1.563189107400831e-05,279065792.0,True,0.001664057316306237,0.0077530883651985944,0.022679192723990594,0.05387850280693511,0.4209446310193408,2.0570268510117604e-05,0.0026286213590658697,-0.009249593647194873,0.14727184308681232,0.6934499292360314,3.8053967662971564,0.0009596830620653024,0.009151606175407072,0.02114195428229667,0.23617264496174115,0.9046497793210975,5.455469398863976,0.0010403170329296003,718,True,50,4,"['alpha_pos', 'alpha_neg', 'epsilon']",[]
10074,0.016880957409739494,0.0010000001639127731,0.08769997209310532,0.6381632089614868,3.5700318813323975,0.07795281708240509,436.28594970703125,884.5718994140625,912.0223544576602,884.6902092732174,0.4461302852866341,2.6979867470799945e-05,3350050.0,True,0.005271551733644429,2.2623582830404773e-06,0.04337682211837753,0.11996835136417239,1.0929238909360939,0.04948007093510064,0.00654890586915673,0.000995566023157888,0.0026829629772849445,0.4030295610030623,1.4279404172542716,-0.019026339902879275,0.02721300895032226,0.0010044343046676583,0.1727169812089257,0.8732968569199113,5.712123345410523,0.17493197406768946,717,True,50,6,['alpha_neg'],[]
10075,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,717,False,49,0,[],
10076,0.008872538805007935,0.0010000000474974513,0.3167133927345276,0.9333376884460449,2.460231304168701,0.0010000000474974513,515.3687133789062,1042.7374267578125,1070.1290165780247,1042.8569146667742,0.3392833533891777,5.002178659196943e-05,233963280.0,True,0.002033756728312807,1.7966227716455867e-06,0.03564971714722833,0.04862723849919095,0.39603467713437435,1.8370963798223934e-05,0.004886448864198821,0.0009964787315712214,0.24684123106692007,0.8380300523199911,1.6840176003563792,0.0009639936200916432,0.012858628745817047,0.0010035213634236812,0.3865855544021351,1.0286453245720988,3.236445007981023,0.0010360064749032594,710,True,50,5,"['alpha_pos', 'alpha_neg', 'epsilon']",[]
10077,0.008386649191379547,0.0010000000474974513,0.14883367717266083,0.7595871686935425,3.73978328704834,0.0010000000474974513,423.04742431640625,858.0948486328125,885.5620167791387,858.2128261609024,0.46443065321802346,1.6741752915550023e-05,897947904.0,True,0.0014344212408694409,2.6979410557842585e-06,0.04237743958435737,0.0572159400904127,0.47551580838405244,3.5313296458390435e-05,0.005575235220616189,0.0009947121801957021,0.06577542183029834,0.6474459867747322,2.8077894285361475,0.0009307872582636202,0.011198063162142904,0.0010052879147992005,0.23189193251502332,0.8717283506123528,4.671777145560532,0.0010692128367312823,719,True,50,8,"['alpha_pos', 'alpha_neg', 'epsilon']",[]
10078,0.010188004933297634,0.009286242537200451,0.13481369614601135,0.8094842433929443,3.0,0.05552258715033531,434.11968994140625,880.2393798828125,907.7065480291387,880.3573574109024,0.4504133924398498,0.31816741824150085,97.62525177001953,True,0.0036978480583691477,0.005381264189718776,0.0850881532247548,0.11457785186280255,0.7014152208964031,0.05998472802380826,0.002940355918592737,-0.0012608414659434665,-0.031956019685533715,0.5849157803158858,1.6252514288348436,-0.062045319398759374,0.017435653948002533,0.01983332654034437,0.30158341197755645,1.034052706470003,4.374748571165156,0.17309049369943,719,False,50,9,"['alpha_pos', 'alpha_neg']",[]
10079,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,719,False,49,0,[],
10081,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,716,False,46,0,[],
10083,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,703,False,48,0,[],
10084,0.8792780637741089,0.0010000000474974513,0.0010000144829973578,0.9990000128746033,4.9999823570251465,0.07171298563480377,228.3639373779297,468.7278747558594,496.1783297994571,468.8461846150143,0.7100895205741335,0.4533301293849945,4881434279936.0,True,811.9431317944069,3.027705860347938e-05,0.00618645884876446,3.330134472689591e-05,0.6735568350084379,0.01277179878028939,-1590.500017747922,0.0009406581030768232,-0.011125222052420109,0.9989347434383018,3.6798352188678205,0.04668072000764398,1592.2585738754701,0.0010593419919180795,0.013125251018414824,0.9990652823109047,6.3201294951824725,0.09674525126196357,717,False,50,5,"['alpha_neg', 'phi', 'rho']",[]
10086,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,630,False,48,0,[],
10087,0.008290528319776058,0.0010000000474974513,0.19095371663570404,0.893495500087738,4.202607154846191,0.03270378336310387,372.08917236328125,756.1783447265625,783.6036425006,756.2971566077506,0.5256440329297296,1.2866042197856586e-05,8569922.0,True,0.0043869866125781495,3.624467458872509e-06,0.021066214484856547,0.08787366767048772,0.6171089350876643,0.05632573231448224,-0.0003078074415364864,0.0009928962218149237,0.1496646949547892,0.7212662762641404,2.9930958675365034,-0.07769262337612523,0.016888864081088605,0.001007103873179979,0.23224273831661887,1.0657247239113357,5.4121184421558794,0.14310019010233296,714,True,50,11,"['alpha_pos', 'alpha_neg']",[]
10088,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,720,False,49,0,[],
10089,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,716,False,48,0,[],
10090,0.0037507046945393085,0.0010000000474974513,0.37244683504104614,0.9607942700386047,1.9999998807907104,0.5428460240364075,760.5772094726562,1533.1544189453125,1560.6215870916387,1533.2723964734023,0.03712488047233842,2.93889479507925e-05,770247872.0,True,0.0042001826783553626,2.691776651549027e-06,0.06073211467884913,206.1070362725864,429.0387062353682,0.2844641900814229,-0.004481502083526184,0.0009947242622059893,0.25341407756554546,-403.0015737845213,-838.9004123141913,-0.014693543414537436,0.011982911472604801,0.0010052758327889133,0.4914795925165468,404.92316232459854,842.9004120757727,1.1003855914873524,719,True,50,2,"['alpha_pos', 'alpha_neg']","[('rho', 'capacity', -0.9999927282333374)]"
10092,0.0066628712229430676,0.0010000000474974513,0.19044998288154602,0.8608819246292114,3.9299845695495605,0.0010000000474974513,402.3782653808594,816.7565307617188,844.1818285357563,816.8753426429068,0.4870301385270003,0.0001444046210963279,10560251904.0,True,0.001685061566175353,2.583117757982296e-06,0.019027771140242053,0.04305128588670917,0.37189412395488813,0.00012177617319630062,0.003360211241506719,0.00099493722972398,0.15315623674060097,0.7765029548031239,3.2010854805359052,0.0007613231338575902,0.009965531204379416,0.0010050628652709225,0.22774372902249107,0.9452608944552989,4.658883658563216,0.0012386769611373123,714,False,50,7,"['alpha_pos', 'alpha_neg', 'epsilon']",[]
10093,0.010943722911179066,0.0010000000474974513,0.2401237040758133,0.5689043998718262,2.999999761581421,0.0010000067995861173,522.5748901367188,1057.1497802734375,1084.5582477419093,1057.2689292096077,0.3319267361620065,0.6230204701423645,669568128.0,True,0.0014217590777708328,3.0918306490133305e-06,0.03799421664239907,0.10425379037592299,0.6971579771941046,2.572173686680604e-05,0.008157126324055353,0.0009939401707790882,0.1656564078358988,0.3645707254832286,1.6335952347461795,0.0009495931217073613,0.013730319498302779,0.0010060599242158145,0.3145910003157278,0.7732380742604237,4.366404288416662,0.0010504204774648732,712,False,50,2,"['alpha_pos', 'alpha_neg', 'epsilon']",[]
10094,0.006061225663870573,0.0010000000474974513,0.3120077848434448,0.7210498452186584,2.999999761581421,0.0010000000474974513,569.3980102539062,1150.7960205078125,1178.1791536670053,1150.9156786274707,0.26898673554813035,0.47763073444366455,8692159488.0,True,0.0014609252134675963,2.718098413981122e-06,0.03674038308300339,0.08413652678720171,0.4354822376082948,0.00010870058979190023,0.003197864861367594,0.000994672672499613,0.23999795722255352,0.5561452829314536,2.146470259962249,0.0007869508064070646,0.008924586466373553,0.0010053274224952897,0.38401761246433613,0.8859544075058633,3.853529263200593,0.001213049288587838,709,False,50,15,"['alpha_pos', 'alpha_neg', 'epsilon']",[]
10095,0.02955632656812668,0.0010000000474974513,0.37315770983695984,0.7267743945121765,2.987490653991699,0.0811106264591217,464.56591796875,941.1318359375,968.5403034059718,941.2509848736702,0.40608690745918297,1.452542892366182e-05,8106126.0,True,0.007071295885461983,3.2384916936892983e-06,0.03609854423660199,0.18463569821025444,0.8953380003274498,0.025614215385191933,0.01569684130859492,0.0009936527204135882,0.302405863238894,0.3648950757596713,1.2326604193597865,0.030907686811893764,0.04341581182765844,0.0010063473745813144,0.44390955643502567,1.0886537132646819,4.7423208886236115,0.13131356610634964,712,True,50,4,['alpha_neg'],[]
10097,0.017962872982025146,0.0010000000474974513,0.30911263823509216,0.9829918146133423,1.9963016510009766,0.049534402787685394,461.93145751953125,935.8629150390625,963.3133700826602,935.9812248982174,0.4135730367542735,3.340464900247753e-05,353724480.0,True,0.0028226257006485306,4.527523441052885e-06,0.03155926026924539,30.91119002764638,62.775972447960896,0.022582236054490203,0.01243062826691689,0.0009911262646138269,0.24725762472864535,-59.60182735884724,-121.04234344148111,0.005274033430502707,0.023495117697133402,0.0010088738303810757,0.37096765174153895,61.56781098807392,125.03494674348306,0.09379477214486809,717,True,50,11,['alpha_neg'],"[('rho', 'capacity', -0.9999970197677612)]"
10098,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,712,False,49,0,[],
10099,0.028806151822209358,0.0010000000474974513,0.1898205727338791,0.9987358450889587,1.9283266067504883,0.1307419240474701,428.9385070800781,869.8770141601562,897.3023119341938,869.9958260413443,0.45316995104336066,1.922147384902928e-05,inf,True,0.007422038499846378,4.6390446404991964e-06,0.03593660638060357,,,0.025310932184690542,0.014259223670640765,0.0009909076870793993,0.11938611850130378,,,0.08113340855034093,0.04335307997377795,0.0010090924079155033,0.2602550269664544,,,0.18035043954459926,714,True,50,12,"['alpha_neg', 'rho']","[('alpha_pos', 'rho', 1789.6099853515625), ('alpha_pos', 'capacity', -22516.61328125), ('alpha_neg', 'rho', -1.2436555624008179), ('alpha_neg', 'capacity', 5.22794771194458), ('phi', 'rho', 1367.8646240234375), ('phi', 'capacity', 1413.6861572265625), ('rho', 'capacity', 1588347088666624.0), ('rho', 'epsilon', -1647.591796875), ('capacity', 'epsilon', -1456.389892578125)]"
10101,0.05155976116657257,0.0010000000474974513,0.1750679761171341,0.9990000128746033,2.6396501064300537,0.14389866590499878,388.3926086425781,788.7852172851562,816.2189125413203,788.9038613529528,0.5055521850092305,1.2846154277212918e-05,551287360.0,True,0.017539395666125016,1.2792272989753036e-05,0.027463288229854527,3.581195795659251e-05,0.4991069400909008,0.02116104540691998,0.01718317735036963,0.0009749276531571308,0.12124092028957645,0.9989298227267925,1.6614184794178977,0.10242377903221889,0.08593634498277551,0.0010250724418377718,0.22889503194469174,0.999070203022414,3.6178817334422098,0.18537355277777867,715,True,50,4,"['alpha_neg', 'rho']",[]
10102,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,716,False,49,0,[],
10103,0.004369500558823347,0.0010000000474974513,0.009429501369595528,0.866204023361206,5.0,0.0010000000474974513,325.9712219238281,663.9424438476562,691.4096119939825,664.0604213757462,0.5873271308114736,0.7528107762336731,954379840.0,True,0.0018580070028113504,6.456878414435115e-06,2.309137165669355,0.034798888802533866,0.3509474992752076,4.359979319681452e-05,0.0007278737502898892,0.0009873447983526043,-4.51639617870524,0.7979994546062255,4.312155540956196,0.0009145460230983004,0.008011127367356805,0.0010126552966422983,4.535255181444431,0.9344085921161867,5.687844459043804,0.0010854540718966022,719,False,50,10,"['alpha_pos', 'alpha_neg', 'phi', 'epsilon']",[]
