participant_id,alpha_pos,alpha_neg,phi,rho,capacity,kappa,epsilon,nll,aic,bic,aicc,pseudo_r2,grad_norm,hessian_condition,hessian_invertible,alpha_pos_se,alpha_neg_se,phi_se,rho_se,capacity_se,kappa_se,epsilon_se,alpha_pos_ci_lower,alpha_neg_ci_lower,phi_ci_lower,rho_ci_lower,capacity_ci_lower,kappa_ci_lower,epsilon_ci_lower,alpha_pos_ci_upper,alpha_neg_ci_upper,phi_ci_upper,rho_ci_upper,capacity_ci_upper,kappa_ci_upper,epsilon_ci_upper,n_trials,converged,n_successful_starts,n_near_best,at_bounds,high_correlations
10166,0.009052027016878128,0.0010000000474974513,0.20620158314704895,0.8622282147407532,2.8532023429870605,0.016945326700806618,0.002573802135884762,458.2913818359375,930.582763671875,962.5789444082521,930.7414038985039,0.41574958967494624,3.0131683161016554e-05,4812277.5,True,0.002245635410177094,2.5835709513371393e-06,0.025958373888441688,0.08574346179757016,0.3547488499157276,0.017545017599115677,0.03566795344320044,0.004650662490523192,0.0009949363414813266,0.15532410522847828,0.6941741177077296,2.1579073735952297,-0.017442275901581518,-0.0673341020150395,0.013453391543233065,0.001005063753513576,0.2570790610656196,1.0302823117737767,3.5484973123788914,0.05133292930319475,0.07248170628680903,714,True,50,9,"['alpha_pos', 'alpha_neg', 'epsilon']",[]
10168,0.004402053076773882,0.00998729094862938,0.01898820325732231,0.8848705291748047,4.306126117706299,0.06228766590356827,0.0010000000474974513,390.3104553222656,794.6209106445312,826.6561976278688,794.7786571234045,0.5051867869123847,8.421108759648632e-06,881332224.0,True,0.0020651442271260663,0.008009477193265476,1.8502340502057328,0.040702449887463965,0.37279742905729685,0.018466151259007062,4.239730554282377e-05,0.0003544447687259863,-0.005710995885165913,-3.6074038981155883,0.805095193312829,3.575456583224871,0.02609467450284545,0.0009169028555919763,0.008449661384821778,0.02568557778242467,3.645380304630233,0.9646458650367804,5.036795652187727,0.09848065730429109,0.0010830972394029264,718,True,49,9,"['alpha_pos', 'alpha_neg', 'epsilon']",[]
10169,0.037051886320114136,0.0010000000474974513,0.3246029317378998,0.9990000128746033,1.6716268062591553,1.828219480914505e-14,0.09451945126056671,413.67681884765625,841.3536376953125,873.3400076382126,841.5125029435394,0.47188658112013904,1.3260874766274355e-05,inf,True,0.0076342936918139806,5.113453718396707e-06,0.04545207013966413,,0.4000073001540191,1.7833419011118916e-05,0.02146799019627041,0.02208894563675741,0.0009899778623727814,0.23551851124136966,,0.8876269044041747,-3.495285896472279e-05,0.05244296365541774,0.05201482700347086,0.0010100222326221212,0.4136873522344299,,2.455626708114136,3.495285900128718e-05,0.1365959388657157,713,True,50,14,"['alpha_neg', 'rho', 'kappa']","[('alpha_pos', 'rho', 13699.529296875), ('alpha_neg', 'rho', 7.4098801612854), ('phi', 'rho', 13581.626953125), ('rho', 'capacity', 53986156544.0), ('rho', 'epsilon', -1384.418701171875)]"
10170,0.061244454234838486,0.0010000000474974513,0.0010000000474974513,0.28416451811790466,2.9999959468841553,0.12035909295082092,0.06982005387544632,360.8323974609375,735.664794921875,767.7000819052125,735.8225414007483,0.5425573782635775,0.6403475403785706,25140117110784.0,True,0.01325819908917575,6.196702789595465e-06,0.00868642786688571,0.1655800098282674,2.8074477676496628,0.023203275039078014,0.01772445265625342,0.03525886152019227,0.0009878547332069453,-0.01602508572590363,-0.040366337705287636,-2.5025005661865576,0.0748815095508508,0.035080765023504316,0.0872300469494847,0.0010121453617879573,0.018025085820898533,0.608695373941097,8.502492459954869,0.16583667635079105,0.10455934272738832,718,False,46,12,"['alpha_neg', 'phi']",[]
10171,0.01272899005562067,0.0010000000474974513,0.0010000000474974513,0.9990000128746033,2.9771485328674316,0.020297229290008545,0.06438518315553665,387.0198974609375,788.039794921875,820.0750819052125,788.1975414007483,0.5093583674734796,1.8437611288391054e-05,inf,True,0.0029506076400692915,4.364122871397829e-06,4.440240776520439e-06,,0.1870640167909356,0.015124745623430809,0.027476000734981354,0.006945905348576136,0.0009914465238454041,0.0009912973354927852,,2.610509797153802,-0.009346727407245646,0.010533211275777145,0.018512074762665205,0.0010085535711494985,0.0010087027595021174,,3.3437872685810612,0.049941185987262736,0.11823715503529617,718,True,50,3,"['alpha_neg', 'phi', 'rho']","[('alpha_pos', 'rho', -73738.703125), ('alpha_neg', 'rho', -59.082332611083984), ('phi', 'rho', -2.6939010620117188), ('rho', 'capacity', 125801.4375), ('rho', 'kappa', 26894.19140625), ('rho', 'epsilon', -153275.71875)]"
10172,0.9990000128746033,0.0010000000474974513,0.0010000000474974513,0.9990000128746033,3.4156384468078613,0.160831481218338,0.16226454079151154,416.2562255859375,846.512451171875,878.5574806759223,846.6699757850959,0.4730281712712795,4.158507181273308e-06,7.364658075459912e+17,True,1.359370204436806,2.6894991112885996e-05,0.011686758275632404,0.00034740960694342853,1.0141727301128742,0.024094344729579182,0.022227013743145067,-1.6653166294783865,0.0009472868335516699,-0.021905625268767485,0.998319102557111,1.4278964216839676,0.11360743331727036,0.11870039437107038,3.663316655227593,0.0010527132614432328,0.023905625363762388,0.9996809231920956,5.403380471931755,0.20805552911940567,0.2058286872119527,719,True,48,21,"['alpha_pos', 'alpha_neg', 'phi', 'rho']",[]
10173,0.006416043732315302,0.0010000000474974513,0.43505239486694336,0.6206309199333191,1.0,3.178219760851008e-25,0.09551459550857544,697.294677734375,1408.58935546875,1440.2130543791359,1408.7567695195721,0.06247419764852691,3.6066980101168156e-05,inf,True,0.0026910727646975025,2.3180045184459287e-06,0.10170796043314063,0.3278486053852921,0.14481548855184498,,0.2820910805336658,0.0011416380337315657,0.0009954568421252962,0.23570845547696287,-0.021940539003537762,0.7161668580348113,,-0.4573737626973974,0.011690449430899037,0.0010045432528696064,0.6343963342569239,1.2632023788701758,1.2838331419651887,,0.6484029537145483,677,True,49,2,"['alpha_pos', 'alpha_neg', 'capacity', 'kappa']","[('alpha_pos', 'kappa', 22749.375), ('alpha_neg', 'kappa', -304.5694580078125), ('phi', 'kappa', -15184.130859375), ('rho', 'kappa', -95323.1953125), ('kappa', 'epsilon', 51518.0546875)]"
10174,0.008214096538722515,0.0010000000474974513,0.2505050003528595,0.885417640209198,2.9149646759033203,0.006582658272236586,0.005057645961642265,454.6477355957031,923.2954711914062,955.2916519277834,923.4541114180352,0.4203946733385495,3.419328641030006e-05,9553834.0,True,0.002073016902816898,3.2144240199797796e-06,0.028114055901896074,0.09564438517472522,0.27829468858633516,0.016161627809973687,0.05696863708746765,0.004151058069858626,0.0009936998921872505,0.19540246332579744,0.6979580899432599,2.3695171091853133,-0.025093550166852788,-0.10659883097812713,0.012277135007586405,0.001006300202807652,0.3056075373799215,1.0728771904751362,3.4604122426213273,0.03825886671132596,0.11671412290141166,714,True,49,2,"['alpha_pos', 'alpha_neg', 'kappa', 'epsilon']",[]
10175,0.01985321380198002,0.0010000000474974513,0.2176235020160675,0.5113040208816528,3.000000476837158,0.01478904765099287,0.07187064737081528,481.13958740234375,976.2791748046875,1008.3047056888848,976.4371437750683,0.38918810887494426,2.723716974258423,6775902.0,True,0.004352835726130294,3.018979817222308e-06,0.051668516430534245,0.22267795740729193,1.461881652897334,0.01581989548900666,0.035616642894116216,0.011321812548145387,0.0009940829557856423,0.11635507067760435,0.07486324421241647,0.13476508749849936,-0.016217377746647846,0.00206331004812306,0.02838461505581465,0.0010059171392092603,0.31889193335453064,0.9477447975508893,5.8652358661758175,0.045795473048633586,0.1416779846935075,717,False,50,12,['alpha_neg'],[]
10176,0.006483419332653284,0.0010000000474974513,0.5877903699874878,0.9990000128746033,1.4243624210357666,0.015875669196248055,0.20079153776168823,602.8806762695312,1219.7613525390625,1250.266248404619,1219.9581890944228,0.04893303203493449,1.9060289560002275e-05,inf,True,0.003823508158992922,3.358280626207229e-06,0.06378301130850664,,0.685623211074279,0.029363650816098912,0.31008377004460164,-0.0010105189535678898,0.0009934179384201065,0.46277796499730384,,0.0805656203654761,-0.04167602885791598,-0.40696148371613106,0.013977357618874458,0.001006582156574796,0.7128027749776717,,2.768159221706057,0.07342736725041209,0.8085445592395075,577,True,50,3,"['alpha_pos', 'alpha_neg', 'rho']","[('alpha_pos', 'rho', -129837.9921875), ('alpha_neg', 'rho', -334.3775634765625), ('phi', 'rho', -796.9119262695312), ('rho', 'capacity', 43611222016.0), ('rho', 'kappa', 7166.736328125), ('rho', 'epsilon', -103149.1953125)]"
10177,0.008691816590726376,0.0010000000474974513,0.10259953141212463,0.8885464072227478,3.182875156402588,0.06802209466695786,0.0010000000474974513,423.8407287597656,861.6814575195312,893.6874353183894,861.8398733611155,0.46042453544161654,0.00019653538765851408,354530560.0,True,0.0017796278129001183,4.710540765272516e-06,0.03322632109316592,0.045257198796728064,0.43992333353686275,0.01929475003959975,2.6025980672357352e-05,0.005203810171556357,0.0009907675572498095,0.03747713873075591,0.7998439275399913,2.3206412667115353,0.030205079498639563,0.0009489900627172954,0.012179823009896394,0.0010092325377450931,0.16772192409349335,0.9772488869055043,4.045109046093641,0.10583910983527614,0.0010510100322776072,715,False,49,1,"['alpha_pos', 'alpha_neg', 'epsilon']",[]
10178,0.00765636283904314,0.0062192827463150024,0.21902745962142944,0.9990000128746033,2.867016077041626,0.012743262574076653,0.0010000000474974513,374.75189208984375,763.5037841796875,795.539071163025,763.6615306585608,0.5249110411799396,2.5308441763627343e-05,594448064.0,True,0.0014590524830416544,0.005190535225844802,0.02152509924725336,1.8417170120772487e-05,0.11267647587272908,0.014517672753282373,1.3469337770580044e-05,0.00479667252072776,-0.0039539793568272846,0.17683904033316264,0.9989639158844694,2.6461742424261807,-0.015710853161695244,0.0009736006305715094,0.010516053157358521,0.01639254484945729,0.2612158789096963,0.9990361098647371,3.0878579116570712,0.04119737830984855,0.0010263994644233933,718,True,47,4,"['alpha_pos', 'alpha_neg', 'rho', 'epsilon']",[]
10179,0.0010000000474974513,0.026947129517793655,0.19316741824150085,0.952662467956543,4.773163795471191,0.0013483082875609398,0.0010000000474974513,297.3356628417969,608.6713256835938,640.6870868523183,608.8295177739892,0.6220019779417665,0.00016912345017772168,950366080.0,True,7.167141435896937e-06,0.01205403642873436,0.016427491979565015,0.022067361810109258,0.1976610424294892,0.011202754376443755,2.9925404925355293e-05,0.0009859527084109885,0.0033216522491404978,0.16097012560523283,0.9094112335749142,4.385755271162749,-0.02060868681791729,0.0009413473316209774,0.001014047386583914,0.050572606786446817,0.22536471087776888,0.9959137023381718,5.160572319779634,0.02330530339303917,0.0010586527633739253,716,False,50,5,"['alpha_pos', 'kappa', 'epsilon']",[]
