participant_id,n_trials,n_blocks,fit_time_s,is_first_fit,memory_before_mb,memory_after_mb,nll,converged
10000,988,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
9187,990,17,115.37911146956604,False,2299.48828125,2395.9609375,865.6524047851562,False
10002,986,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10003,973,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10004,990,17,115.37911146956604,False,2299.48828125,2395.9609375,410.9294738769531,True
10005,985,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10006,987,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10007,987,17,115.37911146956604,False,2299.48828125,2395.9609375,821.6119384765625,True
10016,987,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10017,986,17,115.37911146956604,False,2299.48828125,2395.9609375,471.76739501953125,True
10018,986,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10024,718,17,115.37911146956604,False,2299.48828125,2395.9609375,354.2311096191406,True
10025,414,17,115.37911146956604,False,2299.48828125,2395.9609375,251.5301055908203,False
10027,718,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10028,699,17,115.37911146956604,False,2299.48828125,2395.9609375,687.1644287109375,True
10029,720,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10030,716,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10031,719,17,115.37911146956604,False,2299.48828125,2395.9609375,424.9169616699219,True
10035,717,17,115.37911146956604,False,2299.48828125,2395.9609375,373.418212890625,True
10036,713,17,115.37911146956604,False,2299.48828125,2395.9609375,518.4395141601562,True
10039,711,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10041,696,17,115.37911146956604,False,2299.48828125,2395.9609375,641.0582885742188,True
10043,716,17,115.37911146956604,False,2299.48828125,2395.9609375,527.3785400390625,True
10047,717,17,115.37911146956604,False,2299.48828125,2395.9609375,460.5439147949219,True
10048,702,17,115.37911146956604,False,2299.48828125,2395.9609375,438.9399108886719,True
10050,717,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10051,709,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10052,709,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10055,719,17,115.37911146956604,False,2299.48828125,2395.9609375,404.8650207519531,False
10057,712,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10058,697,17,115.37911146956604,False,2299.48828125,2395.9609375,506.06109619140625,False
10059,718,17,115.37911146956604,False,2299.48828125,2395.9609375,348.93719482421875,False
10062,718,17,115.37911146956604,False,2299.48828125,2395.9609375,247.9998016357422,True
10063,713,17,115.37911146956604,False,2299.48828125,2395.9609375,587.5513916015625,True
10064,712,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10065,719,17,115.37911146956604,False,2299.48828125,2395.9609375,314.6540832519531,True
10066,706,17,115.37911146956604,False,2299.48828125,2395.9609375,330.8527526855469,True
10067,716,17,115.37911146956604,False,2299.48828125,2395.9609375,613.062255859375,True
10071,720,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10072,718,17,115.37911146956604,False,2299.48828125,2395.9609375,388.1142578125,True
10074,717,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10075,717,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10076,710,17,115.37911146956604,False,2299.48828125,2395.9609375,493.8122253417969,True
10077,719,17,115.37911146956604,False,2299.48828125,2395.9609375,422.90423583984375,True
10078,719,17,115.37911146956604,False,2299.48828125,2395.9609375,430.2755126953125,False
10079,719,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10081,716,17,115.37911146956604,False,2299.48828125,2395.9609375,429.20159912109375,True
10083,703,17,115.37911146956604,False,2299.48828125,2395.9609375,440.7989807128906,False
10084,717,17,115.37911146956604,False,2299.48828125,2395.9609375,220.73597717285156,True
10086,630,17,115.37911146956604,False,2299.48828125,2395.9609375,288.7486572265625,True
10087,714,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10088,720,17,115.37911146956604,False,2299.48828125,2395.9609375,300.8682861328125,True
10089,716,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10090,719,17,115.37911146956604,False,2299.48828125,2395.9609375,760.5770263671875,True
10092,714,17,115.37911146956604,False,2299.48828125,2395.9609375,399.660888671875,True
10093,712,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10094,709,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10095,712,17,115.37911146956604,False,2299.48828125,2395.9609375,464.56585693359375,True
10097,717,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10098,712,17,115.37911146956604,False,2299.48828125,2395.9609375,378.0890197753906,True
10099,714,17,115.37911146956604,False,2299.48828125,2395.9609375,428.9385070800781,True
10101,715,17,115.37911146956604,False,2299.48828125,2395.9609375,375.06195068359375,False
10102,716,17,115.37911146956604,False,2299.48828125,2395.9609375,465.7064514160156,False
10103,719,17,115.37911146956604,False,2299.48828125,2395.9609375,319.88031005859375,False
10104,715,17,115.37911146956604,False,2299.48828125,2395.9609375,569.6526489257812,True
10106,719,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10107,714,17,115.37911146956604,False,2299.48828125,2395.9609375,404.1984558105469,False
10109,719,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10110,719,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10111,713,17,115.37911146956604,False,2299.48828125,2395.9609375,583.594970703125,True
10112,707,17,115.37911146956604,False,2299.48828125,2395.9609375,467.9827880859375,True
10113,696,17,115.37911146956604,False,2299.48828125,2395.9609375,743.9302368164062,False
10114,709,17,115.37911146956604,False,2299.48828125,2395.9609375,521.7791748046875,True
10115,711,17,115.37911146956604,False,2299.48828125,2395.9609375,403.87261962890625,True
10116,718,17,115.37911146956604,False,2299.48828125,2395.9609375,413.69635009765625,True
10117,715,17,115.37911146956604,False,2299.48828125,2395.9609375,298.70025634765625,True
10119,719,17,115.37911146956604,False,2299.48828125,2395.9609375,623.8131103515625,True
10120,715,17,115.37911146956604,False,2299.48828125,2395.9609375,417.7161560058594,True
10121,711,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10125,717,17,115.37911146956604,False,2299.48828125,2395.9609375,438.9300231933594,False
10126,719,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10128,705,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10130,713,17,115.37911146956604,False,2299.48828125,2395.9609375,584.554931640625,True
10134,701,17,115.37911146956604,False,2299.48828125,2395.9609375,735.4591064453125,True
10135,704,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10137,718,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10139,705,17,115.37911146956604,False,2299.48828125,2395.9609375,627.5230712890625,False
10140,715,17,115.37911146956604,False,2299.48828125,2395.9609375,446.0118713378906,True
10141,716,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10142,719,17,115.37911146956604,False,2299.48828125,2395.9609375,312.13720703125,True
10143,719,17,115.37911146956604,False,2299.48828125,2395.9609375,350.2404479980469,True
10145,713,17,115.37911146956604,False,2299.48828125,2395.9609375,363.2250061035156,True
10147,716,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10148,705,17,115.37911146956604,False,2299.48828125,2395.9609375,593.047119140625,True
10149,713,17,115.37911146956604,False,2299.48828125,2395.9609375,551.5758056640625,True
10150,715,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10151,717,17,115.37911146956604,False,2299.48828125,2395.9609375,401.6039733886719,True
10152,719,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10154,717,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10155,713,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10156,712,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10157,719,17,115.37911146956604,False,2299.48828125,2395.9609375,392.31878662109375,True
10158,716,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10159,716,17,115.37911146956604,False,2299.48828125,2395.9609375,359.1904296875,True
10160,717,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10162,714,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10163,719,17,115.37911146956604,False,2299.48828125,2395.9609375,493.5181579589844,True
10164,719,17,115.37911146956604,False,2299.48828125,2395.9609375,623.66748046875,False
10165,713,17,115.37911146956604,False,2299.48828125,2395.9609375,619.7957763671875,True
10166,714,17,115.37911146956604,False,2299.48828125,2395.9609375,458.2913818359375,True
10168,718,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
10169,713,17,115.37911146956604,False,2299.48828125,2395.9609375,413.67681884765625,True
10170,718,17,115.37911146956604,False,2299.48828125,2395.9609375,,False
