participant_id,alpha_pos,alpha_neg,phi,rho,capacity,kappa_total,kappa_share,epsilon,nll,aic,bic,aicc,pseudo_r2,grad_norm,hessian_condition,hessian_invertible,alpha_pos_se,alpha_neg_se,phi_se,rho_se,capacity_se,kappa_total_se,kappa_share_se,epsilon_se,alpha_pos_ci_lower,alpha_neg_ci_lower,phi_ci_lower,rho_ci_lower,capacity_ci_lower,kappa_total_ci_lower,kappa_share_ci_lower,epsilon_ci_lower,alpha_pos_ci_upper,alpha_neg_ci_upper,phi_ci_upper,rho_ci_upper,capacity_ci_upper,kappa_total_ci_upper,kappa_share_ci_upper,epsilon_ci_upper,n_trials,converged,n_successful_starts,n_near_best,at_bounds,high_correlations,parameterization_version
10111,0.010957682505249977,0.0010000000474974513,0.305176705121994,0.9990000128746033,2.0,0.08560997992753983,2.938758297831148e-39,0.15797387063503265,579.6990966796875,1175.398193359375,1211.9540447226893,1175.6027388139205,0.2599370863422231,3.528401066432707e-05,15442883584.0,True,0.0029193511983317114,2.519586780529227e-06,0.06939119321856407,0.00018860281874915556,0.0003616089416964102,0.032649856232842514,6.113613220113862e-05,0.04382770367526112,0.0052358592982959746,0.0009950617481516908,0.1691724655693484,0.9986303581424721,1.9992912594977874,0.021617437610757892,-0.00011982461726831115,0.0720731499064271,0.01667950571220398,0.0010049383468432118,0.44118094467463964,0.9993696676067344,2.000708740502213,0.14960252224432175,0.00011982461726831115,0.2438745913636382,713,True,48,4,"['alpha_pos', 'alpha_neg', 'rho', 'capacity', 'kappa_share']",[],"v4.0-K[2,6]-phiapprox-stickbreaking"
10112,0.01082067470997572,0.0010000003967434168,0.2581070363521576,0.9789605140686035,3.0,0.41507962346076965,0.41942617297172546,0.05190262570977211,449.01513671875,914.0302734375,950.5185187646725,914.2365771624284,0.4219077923753627,0.4169858396053314,6667233.5,True,0.004118099027811351,4.039308716931127e-06,0.03878717048384132,0.11590056129790492,0.6212684959173203,0.040878111430117894,0.07035745096288117,0.0494169702505116,0.0027493489306960606,0.000992083497135793,0.1820855791416136,0.751799588136733,1.7823361232726826,0.33495999730172343,0.2815281030404354,-0.04495285620631792,0.01889200048925538,0.0010079172963510406,0.3341284935627016,1.206121440000474,4.217663876727317,0.4951992496198159,0.5573242429030155,0.14875810762586214,707,False,50,7,"['alpha_pos', 'alpha_neg']",[],"v4.0-K[2,6]-phiapprox-stickbreaking"
10113,0.0010000000474974513,0.0010000000474974513,0.5069594383239746,0.9990000128746033,2.0,0.12249187380075455,0.32853442430496216,0.5288423299789429,739.77001953125,1495.5400390625,1531.9028363451753,1495.7496460493996,0.03251768612091188,2.2056423404137604e-05,2150090240.0,True,8.598141483842794e-06,3.587380831435758e-06,0.07172841750837855,0.00011178367936572426,0.00016965661939718363,0.0353567169321198,0.18612677325908003,0.08985105765821944,0.0009831479998551396,0.0009929689102690078,0.3663743233395004,0.9987809208889871,1.9996674791362428,0.05319398200222222,-0.036267347841487496,0.352737492996001,0.001016852095139763,0.0010070311847258948,0.6475445533084488,0.9992191048602195,2.0003325208637572,0.19178976559928687,0.6933361964514118,0.7049471669618848,696,True,50,2,"['alpha_pos', 'alpha_neg', 'rho', 'capacity']",[],"v4.0-K[2,6]-phiapprox-stickbreaking"
10114,0.006630862597376108,0.0010000000474974513,0.2162301242351532,0.8928413391113281,2.526747703552246,0.11502699553966522,0.27762356400489807,0.0010000000474974513,518.9046020507812,1053.8092041015625,1090.3200483138196,1054.0149183872768,0.3338119553401835,3.716051287483424e-05,332045696.0,True,0.001809401338204431,4.605152599822492e-06,0.0315700246890181,0.06132604752681634,0.34818376564886616,0.03889651419846072,0.16366569544911105,3.0116347955672424e-05,0.003084501140916846,0.0009909741142584882,0.1543540128536374,0.7726444946445764,1.844320062878934,0.03879122858653136,-0.043155304580060616,0.0009409730901584569,0.01017722405383537,0.0010090259807364144,0.27810623561666903,1.0130381835780797,3.2091753442255584,0.19126276249279908,0.5984024325898567,0.0010590270048364458,709,True,49,9,"['alpha_pos', 'alpha_neg', 'epsilon']",[],"v4.0-K[2,6]-phiapprox-stickbreaking"
10115,0.1749362051486969,0.0010000000474974513,0.003899847622960806,0.6708625555038452,2.5723936557769775,0.09360022842884064,1.0,0.15413619577884674,403.7911376953125,823.582275390625,860.115654829051,823.7874035957532,0.4830569157601238,1.2272276990188402e-06,2.169899297066189e+16,True,0.21962743620915695,3.1050026164109076e-05,2.4962082223976148,0.3451053891316996,1.6744487903370724,0.031450293003282476,0.23667181882250068,0.022665792033396654,-0.2555256598381189,0.0009391431144967711,-4.888578366189114,-0.005531578064966514,-0.7094656672403445,0.031958786839174934,0.5361317589523098,0.10971205971231443,0.6053980701355127,0.0010608569804981315,4.896378061435035,1.347256689072657,5.8542529787943,0.15524167001850633,1.4638682410476902,0.19856033184537905,711,True,50,2,"['alpha_neg', 'phi', 'kappa_share']",[],"v4.0-K[2,6]-phiapprox-stickbreaking"
10116,0.0043745338916778564,0.0010000000474974513,0.18914300203323364,0.8703817129135132,4.5248494148254395,0.07953887432813644,0.4840792715549469,0.0010000000474974513,412.9124755859375,841.824951171875,878.4367077242608,842.0280541337931,0.4765332417243501,1.7752745407051407e-05,791228992.0,True,0.002653249847777417,3.3574988067570392e-06,0.019006997305828412,0.04762927460278545,0.38156109280935313,0.036801309013103134,0.25095033575827924,3.378167347565979e-05,-0.0008257402519522622,0.0009934194707580714,0.1518899718595601,0.7770300500822854,3.7770034150173624,0.007409634078525018,-0.007774348439514467,0.0009337891841476661,0.009574808035307976,0.0010065806242368313,0.22639603220690718,0.9637333757447409,5.2726954146335165,0.15166811457774787,0.9759328915494083,0.0010662109108472366,718,True,49,2,"['alpha_pos', 'alpha_neg', 'epsilon']",[],"v4.0-K[2,6]-phiapprox-stickbreaking"
10117,0.061956264078617096,0.00989330094307661,0.17977099120616913,0.3881553113460541,2.0,0.0038678967393934727,1.0,0.06322046369314194,298.6261291503906,613.2522583007812,649.8305186423333,613.456224306447,0.6198304659462691,5.701238478650339e-06,inf,True,0.01109205102394759,0.008746461130288445,0.053764158794736755,0.24443033816419377,0.0017248009202519888,0.01014550793221702,,0.01748867808943161,0.04021624355699919,-0.007249447864468236,0.07439517630939269,-0.09091934818471198,1.9966194523158045,-0.016016933412617323,,0.028943284500641223,0.08369628460023501,0.027036049750621457,0.28514680610294557,0.8672299708768201,2.0033805476841953,0.023752726891404268,,0.09749764288564265,715,True,49,12,"['alpha_neg', 'capacity', 'kappa_total', 'kappa_share']","[('alpha_pos', 'kappa_share', 25333.458984375), ('alpha_neg', 'kappa_share', -7512.28076171875), ('phi', 'kappa_share', -5402.8935546875), ('rho', 'kappa_share', 2401.46484375), ('kappa_total', 'kappa_share', 322980216832.0), ('kappa_share', 'epsilon', 4800.2763671875)]","v4.0-K[2,6]-phiapprox-stickbreaking"
10119,0.007302784360945225,0.0010000000474974513,0.3292067348957062,0.8001248836517334,2.0,0.11784068495035172,0.3027361333370209,0.012715776450932026,619.7376098632812,1255.4752197265625,1292.0981105883309,1255.6780366279709,0.21542491973085154,3.68635228369385e-05,1027151104.0,True,0.002031920819765634,2.1680736593495344e-06,0.04974285531731968,0.13492696074941748,0.00020215329875971678,0.0359522445577161,0.17136145724919988,0.09570427712131561,0.0033202927347674802,0.0009957507012092962,0.2317125299855729,0.5356729000394256,1.999603786815075,0.047375580453852,-0.033126151209711074,-0.17486115987328726,0.01128527598712297,0.0010042493937856064,0.42670093980583945,1.0645768672640412,2.000396213184925,0.18830578944685145,0.6385984178837528,0.20029271277515132,719,True,50,6,"['alpha_pos', 'alpha_neg', 'capacity']",[],"v4.0-K[2,6]-phiapprox-stickbreaking"
10120,0.0010000000474974513,0.0010000000474974513,0.07974972575902939,0.9990000128746033,3.9139487743377686,0.19052956998348236,0.2312263548374176,0.028864994645118713,406.7182312011719,829.4364624023438,866.0147227438958,829.6404284080095,0.48222253395302117,3.6450142943067476e-05,690258240.0,True,8.79178418210168e-06,3.3498264990945045e-06,0.025630261085703283,5.5969754828958865e-05,0.24148803622726087,0.040895399220049325,0.10141180931667591,0.017010598609869875,0.000982768467140683,0.0009934345082047683,0.02951533711669249,0.998890314170915,3.4406409206350332,0.11037606037879827,0.03246286096968931,-0.0044751659856933496,0.0010172316278542195,0.0010065655867901343,0.12998411440136629,0.9991097115782915,4.387256628040504,0.27068307958816645,0.4299898487051459,0.062205155275930776,715,True,50,6,"['alpha_pos', 'alpha_neg', 'rho']",[],"v4.0-K[2,6]-phiapprox-stickbreaking"
10121,0.01569085754454136,0.0010000000474974513,0.3248215317726135,0.9111871123313904,2.1842494010925293,0.07746534794569016,2.7510470030495116e-12,0.09481596201658249,509.0559997558594,1034.1119995117188,1070.6453789501447,1034.317127716847,0.3482943185266879,3.227890920243226e-05,2641900032.0,True,0.004009298007148391,2.847973639733151e-06,0.0339838749339373,0.14578558690468238,0.5050386836268727,0.03295220307666525,6.086431091479432e-05,0.048307851673223996,0.0078327778472423,0.0009944181217346549,0.2582143608469829,0.6254526125331787,1.1943917703843403,0.0128802167041763,-0.00011929185458579798,0.00013431256656046275,0.023548937241840418,0.0010055819732602478,0.39142870269824415,1.196921612129602,3.1741070318007183,0.142050479187204,0.00011929186008789199,0.18949761146660452,711,True,48,13,"['alpha_neg', 'kappa_share']",[],"v4.0-K[2,6]-phiapprox-stickbreaking"
10125,0.019125228747725487,0.0010000000474974513,0.3467516303062439,0.5693032145500183,3.0,0.12748004496097565,0.025326520204544067,0.0010000000474974513,431.88623046875,879.7724609375,916.373067662297,879.9758507680085,0.45171577627244763,0.3111807405948639,414852192.0,True,0.0027610082799314844,3.553744016586579e-06,0.04703475804093613,0.1419203879471311,1.0363746285438538,0.04118217756835811,0.10920274949024421,2.03072080415568e-05,0.013713751958042895,0.0009930348372146668,0.25456519852445336,0.291144365501689,0.96874305356297,0.04676446012206045,-0.18870693580908432,0.0009601986511094378,0.02453670553740808,0.0010069652577802358,0.43893806208803443,0.8474620635983476,5.03125694643703,0.20819562979989084,0.23935997621817245,0.0010398014438854648,717,False,49,6,"['alpha_neg', 'epsilon']",[],"v4.0-K[2,6]-phiapprox-stickbreaking"
10126,0.0010000000474974513,0.027196398004889488,0.17220017313957214,0.9665118455886841,4.538910388946533,0.10283719003200531,0.39183107018470764,0.0010000000474974513,321.2532043457031,658.5064086914062,695.1292995531746,658.7092255928147,0.5933000441237466,3.237354394514114e-05,14665644032.0,True,5.497835997267728e-06,0.010407060860367204,0.022608461151970842,0.01976438151834249,0.2257764498767186,0.03435642541241644,0.17212358680551154,0.0001859949580619252,0.0009892244869498987,0.00679893353365334,0.12788840353583636,0.9277743696360238,4.096396678630852,0.035499833586132415,0.05447503915605134,0.00063545662839004,0.0010107756080450039,0.04759386247612564,0.21651194274330793,1.0052493215413445,4.981424099262214,0.17017454647787822,0.7291871012133639,0.0013645434666048626,719,True,47,5,"['alpha_pos', 'epsilon']",[],"v4.0-K[2,6]-phiapprox-stickbreaking"
10128,0.059612225741147995,0.0010000000474974513,0.09413294494152069,0.4584067165851593,2.0,0.09011596441268921,1.987285296109151e-26,0.25782713294029236,503.1572265625,1022.314453125,1058.780035547498,1022.5213496767242,0.35036390811637685,1.9925928427255712e-05,39827382272.0,True,0.023936262477833453,8.284816755530729e-06,0.09519348725932093,0.28634950299892903,0.0011142775669822232,0.038861063415830926,5.6842943767508e-05,0.03307777498796625,0.012698013360096953,0.0009837621050380971,-0.09244286164952084,-0.10282799628368577,1.9978160560999338,0.013949679716733498,-0.00011141012255955122,0.1929958852751587,0.10652643812219903,0.0010162379899568055,0.28070875153256225,1.0196414294540044,2.002183943900066,0.16628224910864492,0.00011141012255955122,0.322658380605426,705,True,50,16,"['alpha_neg', 'capacity', 'kappa_share']",[],"v4.0-K[2,6]-phiapprox-stickbreaking"
10130,0.012419899925589561,0.0010000000474974513,0.2655147910118103,0.6569036841392517,2.0,0.03874799609184265,1.8443107041576923e-09,0.08230188488960266,583.7646484375,1183.529296875,1220.0851482383143,1183.7338423295455,0.25474686938872715,3.98226038669236e-05,5828027904.0,True,0.0037127568749706526,2.3590010045471943e-06,0.114589076147825,0.13032088466842617,0.0003747803087521965,0.03143134497893284,3.560249231975629e-05,0.080590886831982,0.005143030167293602,0.000995376490489045,0.04092432874035554,0.4014794437557383,1.9992654440927309,-0.02285630805251957,-6.977775839588204e-05,-0.07565335078322535,0.01969676968388552,0.0010046236045058575,0.49010525328326504,0.9123279245227651,2.000734555907269,0.10035230023620487,6.978144701729036e-05,0.24025712056243068,713,True,49,9,"['alpha_neg', 'capacity', 'kappa_share']",[],"v4.0-K[2,6]-phiapprox-stickbreaking"
10134,0.9989984631538391,0.9988518953323364,0.973859965801239,0.9990000128746033,3.946719169616699,0.26801052689552307,0.5777314305305481,0.354896605014801,727.6395263671875,1471.279052734375,1507.6991158306516,1471.487145219924,0.05516970079374195,7.994344741746318e-06,6.652138256777347e+18,True,711.7385244077143,395.88544466712005,0.023013918016915512,3.748525991115805e-05,1.0283389619185461,0.0358252909771916,0.08778422185821412,0.4034139621572376,-1393.9828757856483,-774.9223616558473,0.9287535153449271,0.9989265431152263,1.9312118403570429,0.19779424684455976,0.4056775172775746,-0.43578023167398905,1395.980872711956,776.920065446512,1.018966416257551,0.9990734826339802,5.962226498876356,0.3382268069464864,0.7497853437835216,1.1455734417035912,701,True,50,14,"['alpha_pos', 'alpha_neg', 'rho']","[('capacity', 'epsilon', -0.9076967835426331)]","v4.0-K[2,6]-phiapprox-stickbreaking"
10135,0.013938282616436481,0.001000000280328095,0.011365747079253197,0.8302536606788635,3.4616751670837402,0.20201845467090607,0.12230965495109558,0.11748695373535156,453.8510437011719,923.7020874023438,960.1563142516081,923.9092816469481,0.41319172866145226,1.0476847819518298e-05,5007222.5,True,0.014965426553572954,4.203966532667361e-06,3.7629151748405363,0.11434721000130724,0.9652377778511624,0.04401580462635237,0.09107422595658292,0.0917448453217803,-0.015393414441845894,0.0009917606573318551,-7.363812472487439,0.606137247343663,1.5698438859779884,0.11574906285270394,-0.05619254784366989,-0.0623296388625359,0.04326997967471886,0.0010082399033243348,7.386543966645945,1.054370074014064,5.353506448189492,0.2882878464891082,0.30081185774586106,0.297303546333239,704,True,50,6,['alpha_neg'],[],"v4.0-K[2,6]-phiapprox-stickbreaking"
10137,0.006526292767375708,0.0010000000474974513,0.19456318020820618,0.9312379360198975,4.9887871742248535,0.17137138545513153,0.1043451800942421,0.0010000000474974513,278.9620056152344,573.9240112304688,610.5357677828546,574.1271141923869,0.6463479662263476,8.47199589770753e-06,1228415616.0,True,0.0026804102310901538,1.1321229288643164e-05,0.017260534701589406,0.03634451511271487,0.2747975108743581,0.04713477527516612,0.06303241662735358,3.7875486003081033e-05,0.0012727852506463225,0.0009778108458309907,0.16073315383918713,0.8600039953634047,4.450193949869858,0.07898892349641691,-0.01919608635389458,0.0009257654590344615,0.011779800284105094,0.001022189249163912,0.22839320657722523,1.0024718766763903,5.527380398579849,0.26375384741384617,0.22788644654237877,0.001074234635960441,718,True,49,15,"['alpha_pos', 'alpha_neg', 'epsilon']",[],"v4.0-K[2,6]-phiapprox-stickbreaking"
10139,0.009477121755480766,0.0010000000474974513,0.39214563369750977,0.9990000128746033,2.0774447917938232,0.14054107666015625,1.0048484967156281e-23,0.18482565879821777,616.6002807617188,1249.2005615234375,1285.6661439459356,1249.4074580751617,0.2038953720589538,2.3016460545477457e-05,5288719872.0,True,0.002410309241563792,3.3924985518904405e-06,0.04626699406941407,3.7599325755317114e-05,0.4070504149303914,0.03265561760401071,0.00010928808484461903,0.05380456124415392,0.00475300245041168,0.0009933508725181418,0.3014639916485299,0.9989263195502799,1.279640638638171,0.07653724226338308,-0.00021420071023481102,0.07937065655569649,0.014201241060549853,0.0010066492224767608,0.48282727574648965,0.9990737061989267,2.8752489449494756,0.2045449110569294,0.00021420071023481102,0.2902806610407391,705,True,49,7,"['alpha_pos', 'alpha_neg', 'rho', 'kappa_share']",[],"v4.0-K[2,6]-phiapprox-stickbreaking"
10140,0.020605238154530525,0.0010000000474974513,0.16568613052368164,0.8746016025543213,2.0,0.22629526257514954,0.3470662236213684,0.05375710874795914,437.3674621582031,890.7349243164062,927.3131846579583,890.938890322072,0.4432041671236009,9.113180567510426e-06,10558498816.0,True,0.005760144281632369,4.417960292734455e-06,0.038048054066597774,0.13560383267842116,0.0006833104619168946,0.0425691874883553,0.0953502720106875,0.03560568721007036,0.00931556281677674,0.0009913410044385636,0.09111331487131726,0.6088229743390201,1.9986607361043836,0.14286118824684008,0.16018312456432332,-0.016028755828577212,0.03189491349228431,0.001008659090556339,0.24025894617604604,1.1403802307696225,2.0013392638956167,0.309729336903459,0.5339493226784136,0.12354297332449549,715,True,49,9,"['alpha_neg', 'capacity']",[],"v4.0-K[2,6]-phiapprox-stickbreaking"
