participant_id,n_trials,n_blocks,fit_time_s,is_first_fit,memory_before_mb,memory_after_mb,nll,converged
10000,988,17,165.1948888317331,False,3148.25390625,3356.65625,748.4442138671875,True
9187,990,17,165.1948888317331,False,3148.25390625,3356.65625,857.5897216796875,False
10002,986,17,165.1948888317331,False,3148.25390625,3356.65625,546.80517578125,True
10003,973,17,165.1948888317331,False,3148.25390625,3356.65625,619.9952392578125,True
10004,990,17,165.1948888317331,False,3148.25390625,3356.65625,410.81402587890625,True
10005,985,17,165.1948888317331,False,3148.25390625,3356.65625,485.3164367675781,True
10006,987,17,165.1948888317331,False,3148.25390625,3356.65625,443.112548828125,True
10007,987,17,165.1948888317331,False,3148.25390625,3356.65625,810.4634399414062,False
10016,987,17,165.1948888317331,False,3148.25390625,3356.65625,492.53387451171875,True
10017,986,17,165.1948888317331,False,3148.25390625,3356.65625,471.2558898925781,True
10018,986,17,165.1948888317331,False,3148.25390625,3356.65625,633.6643676757812,True
10024,718,17,165.1948888317331,False,3148.25390625,3356.65625,348.8468933105469,True
10025,414,17,165.1948888317331,False,3148.25390625,3356.65625,242.955810546875,False
10027,718,17,165.1948888317331,False,3148.25390625,3356.65625,313.3577880859375,False
10028,699,17,165.1948888317331,False,3148.25390625,3356.65625,685.6157836914062,True
10029,720,17,165.1948888317331,False,3148.25390625,3356.65625,317.0256042480469,True
10030,716,17,165.1948888317331,False,3148.25390625,3356.65625,276.9764099121094,True
10031,719,17,165.1948888317331,False,3148.25390625,3356.65625,418.02813720703125,True
10035,717,17,165.1948888317331,False,3148.25390625,3356.65625,362.5809631347656,True
10036,713,17,165.1948888317331,False,3148.25390625,3356.65625,512.3080444335938,False
10039,711,17,165.1948888317331,False,3148.25390625,3356.65625,417.56024169921875,True
10041,696,17,165.1948888317331,False,3148.25390625,3356.65625,639.397216796875,True
10043,716,17,165.1948888317331,False,3148.25390625,3356.65625,514.598876953125,True
10047,717,17,165.1948888317331,False,3148.25390625,3356.65625,455.1726379394531,True
10048,702,17,165.1948888317331,False,3148.25390625,3356.65625,370.8550720214844,True
10050,717,17,165.1948888317331,False,3148.25390625,3356.65625,440.2135314941406,True
10051,709,17,165.1948888317331,False,3148.25390625,3356.65625,363.56951904296875,True
10052,709,17,165.1948888317331,False,3148.25390625,3356.65625,516.034423828125,False
10055,719,17,165.1948888317331,False,3148.25390625,3356.65625,401.2298278808594,False
10057,712,17,165.1948888317331,False,3148.25390625,3356.65625,513.6229858398438,False
10058,697,17,165.1948888317331,False,3148.25390625,3356.65625,502.0431213378906,True
10059,718,17,165.1948888317331,False,3148.25390625,3356.65625,347.7745056152344,False
10062,718,17,165.1948888317331,False,3148.25390625,3356.65625,239.59812927246094,True
10063,713,17,165.1948888317331,False,3148.25390625,3356.65625,575.7849731445312,True
10064,712,17,165.1948888317331,False,3148.25390625,3356.65625,486.4180603027344,False
10065,719,17,165.1948888317331,False,3148.25390625,3356.65625,311.677001953125,True
10066,706,17,165.1948888317331,False,3148.25390625,3356.65625,327.9346618652344,True
10067,716,17,165.1948888317331,False,3148.25390625,3356.65625,608.132568359375,True
10071,720,17,165.1948888317331,False,3148.25390625,3356.65625,334.7991943359375,False
10072,718,17,165.1948888317331,False,3148.25390625,3356.65625,387.2505798339844,True
10074,717,17,165.1948888317331,False,3148.25390625,3356.65625,417.09173583984375,True
10075,717,17,165.1948888317331,False,3148.25390625,3356.65625,435.3326416015625,True
10076,710,17,165.1948888317331,False,3148.25390625,3356.65625,484.9049072265625,True
10077,719,17,165.1948888317331,False,3148.25390625,3356.65625,421.2208251953125,True
10078,719,17,165.1948888317331,False,3148.25390625,3356.65625,428.4580383300781,True
10079,719,17,165.1948888317331,False,3148.25390625,3356.65625,350.83831787109375,True
10081,716,17,165.1948888317331,False,3148.25390625,3356.65625,418.7279052734375,True
