parameter,mean,sd,se,ci_lower,ci_upper,n
alpha_pos,0.02853233029600233,0.08914195011670335,0.008783417336264875,0.011110463655541952,0.0459541969364627,103
alpha_neg,0.01405356501034705,0.10026491196177528,0.009879395332850245,-0.00554216878982965,0.03364929881052375,103
phi,0.264186990891529,0.20422197872241607,0.020122589487984188,0.22427393005210516,0.3041000517309529,103
rho,0.8079694218377501,0.2280392470483506,0.02246937466872802,0.7634015237194552,0.852537319956045,103
capacity,3.149979203650095,1.418330545797455,0.13975226128889745,2.8727812560101262,3.427177151290064,103
epsilon,0.08664108489219606,0.11186126796015063,0.01102201824137178,0.06477896397064156,0.10850320581375056,103
nll,472.3837415084098,123.54723689490092,12.173470974884566,,,103
aic,956.7674830168196,247.09447378980184,24.346941949769132,,,103
bic,984.2610211244972,247.13611647026923,24.351045124997707,,,103
