parameter,mean,sd,se,ci_lower,ci_upper,n
alpha_pos,0.7044167862326469,0.42397270740451737,0.04117986967273407,0.6227647116726603,0.7860688607926335,106
alpha_neg,0.5953880861447685,0.4678271836214867,0.045439392947796586,0.5052901637759024,0.6854860085136345,106
epsilon,0.3599291294813156,0.15500621714608395,0.01505553472914715,0.33007678526521084,0.3897814736974204,106
nll,1098.2213762391289,125.83425950395211,12.222103725638389,,,106
aic,2202.4427524782577,251.66851900790422,24.444207451276778,,,106
bic,2217.8478491265846,251.73322936176746,24.45049267646233,,,106
