participant_id,aic_M1,aic_M2,aic_M3,aic_M5,aic_M6a,aic_M6b,winning_model,m6b_nll,m6b_aic,m6b_n_trials,m6b_alpha,m6b_phi,m6b_rho,m6b_capacity,m6b_kappa_total,m6b_kappa_share,m6b_epsilon
10088,528.9916381835938,490.66015625,473.9515075683594,471.3026428222656,507.4048461914063,475.9515380859375,M5,230.97576904296875,475.9515380859375,720,0.1685672402381897,0.2276515513658523,0.9990000128746032,5.4365081787109375,1.0,1.0,0.0641314536333084
10089,806.375,729.01171875,741.0689086914062,733.5133056640625,730.8289794921875,732.7073364257812,M2,359.3536682128906,732.7073364257812,716,0.0088449083268642,0.173695221543312,0.1711999177932739,2.999999761581421,0.5810728073120117,0.085669569671154,0.0288830883800983
10092,698.073974609375,670.9554443359375,665.9328002929688,661.4969482421875,653.2992553710938,655.2991943359375,M6a,320.64959716796875,655.2991943359375,714,0.0110476957634091,0.1705131232738495,0.2890141904354095,3.934224367141724,0.9841150045394896,1.3360690331865044e-08,0.0802057534456253
10093,1072.6326904296875,1020.3027954101562,1000.17138671875,996.3084106445312,1020.2539672851562,1000.105224609375,M5,493.0526123046875,1000.105224609375,712,0.0081619620323181,0.2620911598205566,0.0965459272265434,5.0,0.6746466159820557,0.7376038432121277,0.0010000000474974
10094,1140.1182861328125,1114.9468994140625,1111.0526123046875,1090.0709228515625,1107.709228515625,1109.709228515625,M5,547.8546142578125,1109.709228515625,709,0.0054443180561065,0.1850837171077728,0.1383620202541351,2.999999761581421,0.2917758226394653,2.9571769648462334e-39,0.1306888163089752
10095,929.7409057617188,862.2247314453125,856.234130859375,836.2962646484375,829.8917846679688,831.891845703125,M6a,408.9459228515625,831.891845703125,712,0.0333595499396324,0.4987817406654358,0.8558923602104187,5.0,0.9121897220611572,3.4774251389535493e-07,0.0494138747453689
10097,1020.3076782226562,951.0883178710938,929.9552612304688,917.4137573242188,935.664306640625,931.9552612304688,M5,458.9776306152344,931.9552612304688,717,0.0100710028782486,0.2610916495323181,0.2717533111572265,2.0,-0.5911532640457153,1.0,0.0528313182294368
10098,686.3126831054688,660.5521240234375,658.6929321289062,654.853515625,651.644287109375,653.6443481445312,M6a,319.8221740722656,653.6443481445312,712,0.0078360894694924,0.1197088584303855,0.2019563317298889,3.0,0.6947304010391235,5.022735560800129e-09,0.052187830209732
10099,854.236572265625,807.521728515625,799.2678833007812,785.1669921875,775.6468505859375,777.64697265625,M6a,381.823486328125,777.64697265625,714,0.0075876200571656,0.1532662659883499,0.2257189601659774,2.1827642917633057,0.8543844223022461,4.081687432488934e-09,0.0636367872357368
10101,711.1494140625,663.0965576171875,621.1023559570312,622.1117553710938,662.2329711914062,623.1023559570312,M3,304.5511779785156,623.1023559570312,715,0.0082335649058222,0.0389055833220481,0.2465439587831497,2.0,1.0,1.0,0.0717586651444435
