participant_id,aic_M1,aic_M2,aic_M3,aic_M5,aic_M6a,aic_M6b,winning_model,m6b_nll,m6b_aic,m6b_n_trials,m6b_alpha,m6b_phi,m6b_rho,m6b_capacity,m6b_kappa_total,m6b_kappa_share,m6b_epsilon
10043,1112.02001953125,1032.2174072265625,1020.0909423828124,992.814697265625,986.1856079101562,986.0482177734376,M6b,486.0241088867188,986.0482177734376,716,0.0532901510596275,0.5534058809280396,0.9474344849586488,5.000000476837158,1.0,0.15656478703022,0.0987778529524803
10044,1112.02001953125,1032.2174072265625,1020.0909423828124,992.814697265625,986.1856079101562,986.0482177734376,M6b,486.0241088867188,986.0482177734376,716,0.0532901510596275,0.5534058809280396,0.9474344849586488,5.000000476837158,1.0,0.15656478703022,0.0987778529524803
10047,1025.9911499023438,909.387939453125,914.08349609375,897.79541015625,871.3010864257812,873.3011474609375,M6a,429.6505737304688,873.3011474609375,717,0.0056628845632076,0.2740871012210846,0.4926027953624725,2.0,0.9741758108139038,4.217188230570823e-12,0.0619577951729297
10048,1363.9354248046875,1281.66552734375,931.1828002929688,916.0429077148438,936.8883056640624,911.5422973632812,M6b,448.7711486816406,911.5422973632812,702,0.0010000000474974,0.1061388179659843,0.1022941693663597,2.0,1.0,0.5290517807006836,0.0010000000474974
10050,988.2782592773438,938.333740234375,926.3287963867188,900.7261352539062,879.9353637695312,881.9353637695312,M6a,433.9676818847656,881.9353637695312,717,0.0077192299067974,0.3452605605125427,0.3217012882232666,3.0,1.0,2.939655128848316e-39,0.0639916285872459
10051,764.8978271484375,716.6640014648438,699.946044921875,683.6278686523438,679.6898803710938,680.3841552734375,M6a,333.19207763671875,680.3841552734375,709,0.0050930548459291,0.1612596064805984,0.1723422110080719,4.999999523162842,0.9999995231628418,0.1560578495264053,0.0473835207521915
10052,1054.549560546875,1008.4960327148438,997.2583618164062,983.9725952148438,955.0093383789062,954.2100219726562,M6b,470.1050109863281,954.2100219726562,709,0.0050874068401753,0.245712473988533,0.1143676042556762,3.906501054763794,0.9612311124801636,0.1870051622390747,0.0010000070324167
10055,739.0925903320312,731.92529296875,727.9330444335938,728.0355224609375,722.8032836914062,723.734619140625,M6a,354.8673095703125,723.734619140625,719,0.0105691784992814,0.099798172712326,0.2698499262332916,3.066901683807373,1.0,0.2552589178085327,0.1318093985319137
10057,1092.224609375,1021.0986328125,1004.8468017578124,988.7819213867188,1002.8211059570312,1004.8211669921876,M5,495.41058349609375,1004.8211669921876,712,0.0051709474064409,0.2078215777873993,0.3983916342258453,2.009058952331543,0.8669760227203369,1.0350144982882344e-24,0.1469719558954239
10058,1046.900634765625,983.534912109375,967.77490234375,966.3917236328124,959.9674072265624,960.5462646484376,M6a,473.2731323242188,960.5462646484376,697,0.0033051664941012,0.1277898252010345,0.1644784808158874,2.0,0.4947452545166015,0.2594965696334839,0.0010000000474974
10059,723.2122802734375,645.8839111328125,615.54052734375,614.8029174804688,643.5001831054688,617.2319946289062,M5,301.6159973144531,617.2319946289062,718,0.0060931383632123,0.1443690955638885,0.4739527106285095,3.000009059906006,0.9999995231628418,0.8993686437606812,0.0740823969244957
10062,378.7359924316406,361.8052978515625,333.274658203125,335.2785339355469,369.5597839355469,335.274658203125,M3,160.6373291015625,335.274658203125,718,0.0106734903529286,0.0010000000474974,0.3776382803916931,2.0,1.0,1.0,0.0351442396640777
10063,1260.318359375,1237.8248291015625,1217.9677734375,1197.6514892578125,1190.60107421875,1184.968505859375,M6b,585.4842529296875,1184.968505859375,713,0.0038670855574309,0.1929737031459808,0.0737248361110687,5.000000476837158,1.0,0.278923898935318,0.1135110184550285
