model,aic_wins,win_pct,total,bic_wins
M1,1,0.6172839506172839,162,6
M2,4,2.4691358024691357,162,10
M3,19,11.728395061728396,162,31
M5,39,24.074074074074073,162,21
M6a,64,39.50617283950617,162,82
M6b,35,21.604938271604937,162,12
