dataset,subject,nll,converged,true_alpha_pos,recovered_alpha_pos,true_alpha_neg,recovered_alpha_neg,true_phi,recovered_phi,true_rho,recovered_rho,true_capacity,recovered_capacity,true_kappa,recovered_kappa,true_epsilon,recovered_epsilon
1,11,30.84050750732422,True,0.9670019755718701,0.9990000128746033,0.8748629790290753,0.3734896183013916,0.33553746809149976,0.07861921191215515,0.31773889910337827,0.0010000000474974513,3.5602499867457515,6.1435627937316895,0.9973561911547846,0.9977062344551086,0.2448810385086398,0.0010000000474974513
1,12,945.6353149414062,True,0.18790504799640317,0.14887391030788422,0.8752543543435392,0.7982017397880554,0.6840598336294965,0.6830499172210693,0.47025812794670985,0.5051944851875305,5.70034912685327,5.2759270668029785,0.5437243866850104,0.5258283615112305,0.38953443803789967,0.32748499512672424
1,13,1276.592041015625,True,0.25640352470768,0.23308034241199493,0.9432490466568283,0.9516109824180603,0.6115552633840847,0.644207775592804,0.93149800056797,0.6620656251907349,1.3944455904969795,2.60740065574646,0.04873760485580658,0.0,0.6793431127927463,0.6581739783287048
1,14,1077.4913330078125,True,0.4195446093233476,0.44423621892929077,0.14015265712912875,0.1556054949760437,0.44617031177474026,0.6194841265678406,0.5806101718083564,0.2750808000564575,1.2641785741474987,3.002391815185547,0.4684728056402946,0.47031620144844055,0.6350457849270252,0.5889699459075928
1,15,172.39822387695312,True,0.18110399917651493,0.4548654854297638,0.814979555986855,0.37663939595222473,0.020698822836622114,0.8798049688339233,0.8490763839170867,0.5910982489585876,4.1005644094415645,5.207526206970215,0.9658110623752205,0.9634254574775696,0.7583863025511585,0.0010000000474974513
1,16,958.9133911132812,True,0.04721950263066899,0.04539911821484566,0.052665294808455665,0.0559963658452034,0.9850305702287532,0.9941387176513672,0.6500932135130836,0.6042723059654236,2.3991681281496122,2.3577563762664795,0.5959958409424045,0.6025605201721191,0.06441709459780719,0.0010000000474974513
1,17,911.1524658203125,True,0.6512507519822556,0.968071460723877,0.44664133321446636,0.5387924909591675,0.207155221511742,0.9990000128746033,0.352052775184799,0.7308716773986816,2.861011242359502,4.160161972045898,0.6299962107770846,0.659071683883667,0.7240678790096172,0.29528552293777466
1,18,1030.84375,True,0.018144151168708666,0.0010000000474974513,0.2700473856381863,0.8975093364715576,0.30232165461778376,0.524620771408081,0.6774170460532248,0.5600658059120178,2.8720310701552085,4.99970006942749,0.5362748516398801,0.5217159986495972,0.8351610546349572,0.7007816433906555
1,19,842.4564819335938,True,0.8727105612569864,0.9990000128746033,0.7945149485248093,0.07686104625463486,0.37212974769549145,0.2711365222930908,0.6953287656975744,0.4148018956184387,4.906655999487938,1.287663221359253,0.6397138393067964,0.6319419145584106,0.9822580256228067,0.834255576133728
1,20,1382.8470458984375,True,0.4468807545572861,0.27301254868507385,0.06099247265305589,0.5708438754081726,0.5326433129156631,0.8275027871131897,0.5410190971156709,0.892635703086853,2.9964604336407716,5.020524024963379,0.28727755731542126,0.2697417140007019,0.9571818174303417,0.8432316780090332
1,21,929.9623413085938,True,0.6650465259808952,0.2557838261127472,0.4050198808144225,0.2836982011795044,0.506458967629819,0.5633325576782227,0.918516115070364,0.755352795124054,4.215474025128732,6.392696857452393,0.5279762772744352,0.5544225573539734,0.48024944730407554,0.4912814497947693
1,22,293.90875244140625,True,0.8971976928653467,0.9814928770065308,0.3202677221541614,0.0010000000474974513,0.9220163406779388,0.7889500260353088,0.28506301099174675,0.7635591626167297,5.66517471808139,4.072759628295898,0.9260465744083538,0.9146438241004944,0.7249733652171803,0.16803306341171265
1,23,1039.558837890625,True,0.4282779524318773,0.11663765460252762,0.777842480407636,0.3179839849472046,0.18270648229733752,0.19079844653606415,0.7656071238207076,0.664896547794342,5.9307166844791706,6.089114189147949,0.48214288301093045,0.4997211992740631,0.48622991376437186,0.43236586451530457
1,24,565.533447265625,True,0.7592651773632114,0.6394153237342834,0.40695759769339324,0.35035502910614014,0.39237535885314817,0.9990000128746033,0.028910877199172798,0.41503146290779114,2.1525250603275925,1.6097627878189087,0.7764095950130415,0.7483913898468018,0.30613501899156303,0.12855513393878937
1,25,1368.8724365234375,True,0.8955786700945015,0.8752140998840332,0.05196166777094904,0.06386354565620422,0.565419348876468,0.5783859491348267,0.570284294370821,0.5405466556549072,2.7644491518585568,2.245340585708618,0.048333791276608085,0.06294874846935272,0.565427416969243,0.5638709664344788
1,26,1255.04638671875,True,0.6007035131749265,0.20730097591876984,0.04957786378483164,0.04034190624952316,0.2569928861737697,0.5424304604530334,0.16660319070446142,0.29165786504745483,5.6616128907088115,5.000135898590088,0.12983761980083153,0.11715362221002579,0.5079816648209193,0.4802395701408386
1,27,1060.9434814453125,True,0.7766807223726798,0.9821071028709412,0.1440365812975455,0.22986623644828796,0.2438899668099644,0.6470717787742615,0.7725891051159136,0.7367693185806274,6.279401307601891,3.337792158126831,0.4331603238195145,0.42630472779273987,0.7981082930539919,0.7444191575050354
1,28,805.939697265625,True,0.9659097140553549,0.9990000128746033,0.4747691133285163,0.3645821213722229,0.0891655650428351,0.0010000000474974513,0.2904064024444545,0.5860729217529297,1.679806684399407,4.874819278717041,0.6585539995770139,0.656078040599823,0.45089953036187136,0.3864792287349701
1,29,323.82470703125,True,0.799582370537397,0.16843156516551971,0.9494681753598162,0.20715487003326416,0.04824995247904378,0.940939724445343,0.4719281696477957,0.6987787485122681,4.596303356451134,6.005329132080078,0.9273714366933703,0.9187592267990112,0.7813074735046593,0.2423277348279953
1,30,1316.0977783203125,True,0.4309611928900364,0.46232694387435913,0.1516183161884712,0.35988807678222656,0.10555137684512297,0.13036949932575226,0.8294485127348915,0.8607206344604492,4.375163311042336,3.5467495918273926,0.27394838820366374,0.2746836841106415,0.5830275162282262,0.583707869052887
1,31,1204.7906494140625,True,0.22580362615107333,0.3945201337337494,0.6609858595540936,0.8993405103683472,0.09833991137369699,0.16854886710643768,0.7688148255630509,0.8282204866409302,3.9194636626103843,3.7570629119873047,0.27133506331023083,0.25136566162109375,0.6932617690889185,0.6539914608001709
1,32,1262.035400390625,True,0.5893945515231728,0.7593889236450195,0.4513644010700027,0.6750213503837585,0.9023772287878169,0.45789018273353577,0.1247977456475189,0.05756090581417084,1.2190497483138456,6.802752494812012,0.3601391652732039,0.34500399231910706,0.6393195196886257,0.6339991688728333
1,33,958.3045654296875,True,0.8060084311198406,0.7285442352294922,0.3481359800555239,0.31842631101608276,0.7834847065355164,0.6257449984550476,0.2015732785166469,0.10008573532104492,1.3336174776919356,3.275404214859009,0.05642559029213379,0.06041601300239563,0.2539822099165123,0.24987085163593292
1,34,664.8358154296875,True,0.6425939257412562,0.5616191625595093,0.38939055938594397,0.3777613341808319,0.2589848580769293,0.6848849058151245,0.16508949896138167,0.04900678992271423,6.674727975279058,6.039161205291748,0.7412159582506964,0.7402888536453247,0.5299899847587238,0.47073641419410706
1,35,1020.7184448242188,True,0.5384708769968625,0.6152080297470093,0.3950874188403028,0.4375527501106262,0.03799438305422614,0.038092318922281265,0.7497543122099513,0.6940311193466187,3.91234745875584,4.9618730545043945,0.1270001409005166,0.12309166043996811,0.2600315331953751,0.2799356281757355
1,36,515.39453125,True,0.7462915986087097,0.5264186263084412,0.5966479238486474,0.7079388499259949,0.9371701098820394,0.9409533143043518,0.10409598449487878,0.23970702290534973,3.0745350891302548,6.740177631378174,0.7826506274046204,0.772635281085968,0.08814757730305393,0.0010000000474974513
1,37,739.7574462890625,True,0.9364922196139923,0.955973207950592,0.6013654559032248,0.7275574207305908,0.027075429925509452,0.023169374093413353,0.34460266088104935,0.35086193680763245,4.062183216823529,2.5419344902038574,0.18443466338098402,0.19171778857707977,0.06980120020217812,0.06296996772289276
1,38,1035.779541015625,True,0.7652418859885756,0.9429506659507751,0.9006210495906793,0.0010000000474974513,0.40611752309576615,0.36604586243629456,0.8491867500059077,0.5729237198829651,5.739115956572705,5.589418888092041,0.569042854717809,0.547454297542572,0.7473616109426235,0.688194990158081
1,39,774.7892456054688,True,0.46224597258253397,0.4338988959789276,0.732033804692429,0.6085294485092163,0.513716625052647,0.2799774706363678,0.12399147097669157,0.2097417414188385,2.7508102300393578,1.6984423398971558,0.6242113292127819,0.6435105204582214,0.38941875768533685,0.3609989881515503
1,40,513.2671508789062,True,0.3865900659311062,0.6303691864013672,0.33230947812143663,0.0010000000474974513,0.8848674205468001,0.9990000128746033,0.4237397711657463,0.9990000128746033,5.477548517015799,6.10940408706665,0.8692360435084774,0.8646530508995056,0.987858409624929,0.9990000128746033
1,41,94.80073547363281,True,0.8754430825079076,0.7948333024978638,0.2686740725036917,0.17939066886901855,0.5107431573215633,0.0010000000474974513,0.06834799217031887,0.4006315767765045,3.016430726078858,2.0143048763275146,0.9760166726361549,0.9727933406829834,0.2682057444719411,0.0010000000474974513
1,42,1471.604736328125,True,0.9161292455284625,0.15715260803699493,0.8850863941666728,0.9990000128746033,0.48437494694035105,0.9990000128746033,0.6420342492302157,0.8832705020904541,1.3599523450058122,4.988140106201172,0.06192691864442301,0.10787826031446457,0.9594323684865625,0.5603110194206238
1,43,1156.1307373046875,True,0.13071973540533227,0.14341148734092712,0.5323645146324201,0.603913426399231,0.9164019526020061,0.6679069995880127,0.12014793001478967,0.11035311967134476,6.198696850075866,4.391760349273682,0.12233607180478967,0.1448536515235901,0.7675868223726693,0.7598221898078918
1,44,745.5162353515625,True,0.2785766564532981,0.4755828380584717,0.7196192424018639,0.9029960632324219,0.5058121241836191,0.558646559715271,0.7124453902467105,0.6995046138763428,5.815466944426856,6.3630218505859375,0.7214630731124642,0.7111231684684753,0.18574750551251185,0.20193298161029816
1,45,851.1874389648438,True,0.3003268013927295,0.2708348333835602,0.8622585281584872,0.7781549096107483,0.27889152330007205,0.22495336830615997,0.03649588871838229,0.08709724992513657,2.9194977437996323,6.839099407196045,0.5064653449013786,0.5195666551589966,0.40309598330381347,0.36339136958122253
1,46,551.1502685546875,True,0.8954581341392537,0.831231951713562,0.716468091421747,0.7503989934921265,0.17795100722358762,0.12017332017421722,0.022612886479203554,0.0010000000474974513,5.559747828860803,1.0156863927841187,0.11861909182298502,0.15126767754554749,0.015434678434091749,0.016383254900574684
1,47,563.89013671875,True,0.023081248048212176,0.08091834932565689,0.693242289261885,0.43430832028388977,0.3550936691482006,0.31870946288108826,0.9923577817357735,0.9990000128746033,4.4703412740677075,4.850049018859863,0.8168112316432931,0.799817681312561,0.44901131460082755,0.3917422294616699
