method,group,n,lec_mean,lec_std,ies_mean,ies_std
hierarchical_k2,cluster_2,45,11.311111111111112,2.609617023645617,19.555555555555557,14.224747250599371
hierarchical_k2,cluster_1,8,5.625,1.7677669529663689,49.25,10.938137736509681
hierarchical_k3,cluster_3,32,12.5,1.8491497610279373,25.90625,11.701555934589322
hierarchical_k3,cluster_1,8,5.625,1.7677669529663689,49.25,10.938137736509681
hierarchical_k3,cluster_2,13,8.384615384615385,1.757766648262388,3.923076923076923,3.9887662767146947
hierarchical_k4,cluster_4,23,11.826086956521738,1.6692996330264178,30.304347826086957,10.146359770912449
hierarchical_k4,cluster_1,8,5.625,1.7677669529663689,49.25,10.938137736509681
hierarchical_k4,cluster_2,13,8.384615384615385,1.757766648262388,3.923076923076923,3.9887662767146947
hierarchical_k4,cluster_3,9,14.222222222222221,0.97182531580755,14.666666666666666,7.053367989832942
