draw_idx,accuracy,below_chance,at_ceiling
375,0.7199434,0,0
376,0.53064066,0,0
377,0.5791075,0,0
378,0.24824685,1,0
379,0.70292884,0,0
380,0.6636364,0,0
381,0.44568247,0,0
382,0.4546742,0,0
383,0.5829787,0,0
384,0.6937063,0,0
385,0.4009662,0,0
386,0.50277776,0,0
387,0.8786611,0,0
388,0.6265912,0,0
389,0.78382146,0,0
390,0.37322515,0,0
391,0.45961002,0,0
392,0.52990264,0,0
393,0.5069444,0,0
394,0.5615866,0,0
395,0.9038997,0,0
396,0.71608394,0,0
397,0.57042253,0,0
398,0.6843575,0,0
399,0.9140845,0,0
400,0.8349788,0,0
401,0.71210015,0,0
402,0.5918079,0,0
403,0.5605007,0,0
404,0.61495066,0,0
405,0.66433567,0,0
406,0.849162,0,0
407,0.68139774,0,0
408,0.58077997,0,0
409,0.88235295,0,0
410,0.8036212,0,0
411,0.7726639,0,0
412,0.7216783,0,0
413,0.5035261,0,0
414,0.818689,0,0
415,0.6959554,0,0
416,0.7723464,0,0
417,0.4132581,0,0
418,0.68479776,0,0
419,0.7076923,0,0
420,0.87325907,0,0
421,0.90955806,0,0
422,0.53501403,0,0
423,0.8428373,0,0
424,0.77468705,0,0
425,0.7765363,0,0
426,0.73913044,0,0
427,0.56005585,0,0
428,0.54711246,0,0
429,0.5730337,0,0
430,0.32684284,1,0
431,0.8027972,0,0
432,0.88284516,0,0
433,0.70990235,0,0
434,0.49159664,0,0
435,0.5042135,0,0
436,0.58963585,0,0
437,0.37626776,0,0
438,0.70182556,0,0
439,0.8953975,0,0
440,0.73044693,0,0
441,0.8674204,0,0
442,0.6825843,0,0
443,0.651357,0,0
444,0.4929972,0,0
445,0.89044946,0,0
446,0.8312413,0,0
447,0.77310926,0,0
448,0.8702929,0,0
449,0.7280335,0,0
450,0.6370056,0,0
451,0.9037657,0,0
452,0.68706536,0,0
453,0.59300697,0,0
454,0.8511822,0,0
455,0.6106443,0,0
456,0.82228494,0,0
457,0.63904494,0,0
458,0.8158996,0,0
459,0.64841497,0,0
460,0.6596932,0,0
461,0.83507305,0,0
462,0.78351957,0,0
463,0.42363113,0,0
464,0.8595271,0,0
465,0.7863129,0,0
466,0.62885153,0,0
467,0.71210015,0,0
468,0.6008463,0,0
469,0.7601116,0,0
470,0.78541374,0,0
471,0.4116829,0,0
472,0.7920792,0,0
473,0.77374303,0,0
474,0.7650794,0,0
475,0.7632312,0,0
476,0.9148936,0,0
477,0.83286905,0,0
478,0.79102385,0,0
479,0.6666667,0,0
480,0.90678823,0,0
481,0.7711864,0,0
482,0.7785515,0,0
483,0.8303199,0,0
484,0.4385475,0,0
485,0.5535466,0,0
486,0.19295774,1,0
487,0.6379067,0,0
488,0.51738524,0,0
489,0.43435755,0,0
490,0.42280945,0,0
491,0.5916084,0,0
492,0.36815417,0,0
493,0.9109875,0,0
494,0.4992908,0,0
495,0.54901963,0,0
496,0.82468444,0,0
497,0.7941176,0,0
498,0.7709497,0,0
499,0.70168066,0,0
