draw_idx,accuracy,below_chance,at_ceiling
0,0.33659217,0,0
1,0.83590466,0,0
2,0.40921786,0,0
3,0.4011142,0,0
4,0.84636873,0,0
5,0.40167364,0,0
6,0.36959553,0,0
7,0.44174266,0,0
8,0.5821727,0,0
9,0.3437058,0,0
10,0.3483146,0,0
11,0.5083799,0,0
12,0.793007,0,0
13,0.6204482,0,0
14,0.5,0,0
15,0.46143058,0,0
16,0.3802817,0,0
17,0.3547486,0,0
18,0.5014045,0,0
19,0.566064,0,0
20,0.61452514,0,0
21,0.4162011,0,0
22,0.50558656,0,0
23,0.46314326,0,0
24,0.3779972,0,0
25,0.3575419,0,0
26,0.5866261,0,0
27,0.7169014,0,0
28,0.51506454,0,0
29,0.44909343,0,0
30,0.4275766,0,0
31,0.53492063,0,0
32,0.47531736,0,0
33,0.4502841,0,0
34,0.42595205,0,0
35,0.3809524,0,0
36,0.40979022,0,0
37,0.43871868,0,0
38,0.35664335,0,0
39,0.42291373,0,0
40,0.4610028,0,0
41,0.48951048,0,0
42,0.37070706,0,0
43,0.6843575,0,0
44,0.5265363,0,0
45,0.8164117,0,0
46,0.38181818,0,0
47,0.6,0,0
48,0.59300697,0,0
49,0.528914,0,0
50,0.5396384,0,0
51,0.3504868,0,0
52,0.33567417,0,0
53,0.30952382,1,0
54,0.5132128,0,0
55,0.40532959,0,0
56,0.24860336,1,0
57,0.5724234,0,0
58,0.44460028,0,0
59,0.37042254,0,0
60,0.36717662,0,0
61,0.7829615,0,0
62,0.41935483,0,0
63,0.40252453,0,0
64,0.47910863,0,0
65,0.37011173,0,0
66,0.29288703,1,0
67,0.36643356,0,0
68,0.37465182,0,0
69,0.43055555,0,0
70,0.49579832,0,0
71,0.62676054,0,0
72,0.45606694,0,0
73,0.4385475,0,0
74,0.5034965,0,0
75,0.5189341,0,0
76,0.36959553,0,0
77,0.33848315,0,0
78,0.5083333,0,0
79,0.418637,0,0
80,0.44241574,0,0
81,0.39330545,0,0
82,0.4259635,0,0
83,0.36376405,0,0
84,0.41736695,0,0
85,0.5035261,0,0
86,0.36908078,0,0
87,0.48527348,0,0
88,0.40263692,0,0
89,0.3929078,0,0
90,0.3481894,0,0
91,0.4036313,0,0
92,0.5177453,0,0
93,0.51544946,0,0
94,0.5646732,0,0
95,0.48189417,0,0
96,0.55977494,0,0
97,0.3972028,0,0
98,0.69602275,0,0
99,0.38803893,0,0
100,0.41527778,0,0
101,0.3532684,0,0
102,0.60808927,0,0
103,0.4589708,0,0
104,0.35451978,0,0
105,0.42339832,0,0
106,0.6619519,0,0
107,0.3769124,0,0
108,0.35344827,0,0
109,0.63143253,0,0
110,0.38540596,0,0
111,0.51738524,0,0
112,0.37587658,0,0
113,0.41101694,0,0
114,0.35624123,0,0
115,0.43076923,0,0
116,0.43539324,0,0
117,0.4923505,0,0
118,0.7398601,0,0
119,0.39260313,0,0
120,0.36995828,0,0
121,0.62952644,0,0
122,0.42597765,0,0
123,0.35837564,0,0
124,0.36312848,0,0
125,0.5141243,0,0
126,0.34401113,0,0
127,0.39360222,0,0
128,0.86657304,0,0
129,0.36223775,0,0
130,0.3916084,0,0
131,0.3888889,0,0
132,0.37325907,0,0
133,0.41958043,0,0
134,0.4722222,0,0
135,0.36336032,0,0
136,0.49711815,0,0
137,0.40646976,0,0
138,0.4659249,0,0
139,0.47191012,0,0
140,0.38048092,0,0
141,0.49720672,0,0
142,0.429972,0,0
143,0.60724235,0,0
144,0.3823227,0,0
145,0.40112203,0,0
146,0.63585436,0,0
147,0.36568213,0,0
148,0.33567417,0,0
149,0.80224407,0,0
150,0.3997195,0,0
151,0.5105189,0,0
152,0.3463687,0,0
153,0.43037975,0,0
154,0.7966574,0,0
155,0.4659249,0,0
156,0.34285715,0,0
157,0.37082067,0,0
158,0.39295775,0,0
159,0.33054394,0,0
160,0.4111888,0,0
161,0.8197183,0,0
162,0.44769874,0,0
163,0.4958217,0,0
164,0.4628331,0,0
165,0.5459689,0,0
166,0.57023644,0,0
167,0.39803094,0,0
168,0.36995828,0,0
169,0.60832137,0,0
170,0.37482518,0,0
171,0.8493724,0,0
